project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Lonestar at Liberty Trails Amenity Center,TABS2025023590,Lonestar at Liberty Trails Amenity Center,"321 Talley Drive, Fort Worth, TX 76247",Denton,10/25/2025,10/25/2026,"$5,000,000",New Construction,"This project is privately funded, on private land for private use.","New construction of a 6,212 sf amenity center for a residential community. ","6,212 ft 2",DR Horton,"6751 North Freeway, Fort Worth, Texas 76131",(817) 230-0852,STRAND,"10003 Technology Blvd West, Dallas, Texas 75220",(972) 620-8204,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023590,
Behr Process Corporation Warehouse Addition,TABS2025023517,Behr Process Corporation,"701 Gateway Parkway, Roanoke, TX 76262",Denton,8/15/2025,3/16/2026,"$9,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","75,000 SF addition to the current warehouse.  Tilt-up wall construction, minor paving work.  Construction of warehouse toilet room and plumbing fixture replacement in the current warehouse unisex toilet room.  No new parking or sidewalks.   ","75,000 ft 2",Behr Process Corporation,"701 Gateway Parkway, Roanoke, Texas 76262",(678) 617-8352,Lindhout Associates Architects aia pc,"10465 Citation Drive, Brighton, Michigan 48116",(810) 599-6086,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023517,
Stulz Pallet Racking,TABS2025023496,Stulz,"3183 Mingo Road, Denton, TX 76208",Denton,7/29/2025,9/12/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","21,031 s.f. of new racking in an existing tenant space. The work will include improving the schematic racking layout in addition to related life safety improvements. The items being stored are rated as class I-Iv commodities.","21,031 ft 2",Stulz,"1572 Tilco Dr Suite 02, Frederick, Maryland 21704",(301) 573-8344,Red Architecture,"1308 Race Street Suite 02, Cincinnati, Ohio 45202",(614) 487-8770,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023496,
T-Mobile Remodel:  #8654- Fm 407 & Fm 2499,TABS2025023495,Marketplace at Highland Village,"3170 Fm 407, Suite 402, Lewisville, TX 75077",Denton,9/22/2025,11/14/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing/open T-Mobile Retail store to update to the current design concept.  Includes fixtures, finishes and lighting as well as operational upgrades to the back of house for employees","3,044 ft 2",Sterling Organization,"302 Datura Street, Suite 100, West Palm Beach, Florida 33401",(561) 812-7486,"JLL Architecture, LLC","4300E Camelback Road, Suite 100, Phoenix, Arizona 85018",480-401-3660,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023495,Melissa Kohman
Spec Suite 340,TABS2025023467,Baylor Frisco POB II,"5757 Warren Parkway, Frisco, TX 75034",Denton,8/4/2025,11/24/2025,"$205,800",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 2,058 sq. ft. tenant finish out in Baylor Frisco POB II within Frisco, Texas. ","2,058 ft 2",Healthcare Realty Trust,"3900 Junius Street Suite 640, Dalas, Texas 75246",(469) 617-0657,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023467,
Dane Street Improvements and City Hall Parking Improvements,TABS2025023460,"Dane street, Aubrey","Dane Street, 107 S Main St & 107 S Main St, Aubrey, TX 76227, Aubrey, TX 76227",Denton,7/1/2025,12/31/2025,"$59,522",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Construction of 4-inch thick reinforced concrete sidewalk, Construction of directional barrier free ramp, furnish and install 4-inch solid white pedestrian crossing markings","6,700 ft 2",City of Aubrey,"107 S Main St, Aubrey, Texas 76227",(940) 440-9343,"Birkhoff, Hendricks & Carter, LLP","11910 Greenville Avenue, Suite 600, Dallas, Texas 75243",(214) 361-7900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023460,
Providence Village Dental Office,TABS2025023454,N/A,"808 Main St suite 300, Aubrey, TX 76227",Denton,3/16/2026,7/14/2026,"$247,000",Renovation/Alteration,"This project is privately funded, on private land for private use."," 3,800 S.F. DENTAL OFFICE, NON STRUCTURAL PARTITIONS, TWO RESTROOMS, MECHANICAL DISTRIBUTION SUPPLY/RETURNS, PLUMBING, T-BAR CEILING, LIGHTS, OUTLETS, SWITCHES ","3,800 ft 2",Covenant Real Estate Group,"3521 Volunteer Blvd, Henderson, Nevada 89044",(714) 845-8645,PDS Health,"2044 California Ave, Corona, California 92881",951-968-4502,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023454,Angel Espinoza
Railhead Retail,TABS2025023452,Building 2,"Railhead Block A Lot 11, Frisco, TX 75033",Denton,10/1/2025,10/1/2026,"$4,500,000",New Construction,"This project is privately funded, on private land for private use.","This project consists of the new construction of a one-story shell building designed to accommodate multiple tenants. The scope includes the core and shell structure, utility service stubs, and partial finish out.","17,777 ft 2",WALLENNEDY LLC & WV RAILHEAD LAND LP,"5956 Sherry Lane Suite 675, Dallas, Texas 75205",(469) 699-8030,Studio V Architects,"800 E Campbell Road Suite 202, Richardson, Texas 75081",(404) 626-0193,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023452,
Railhead Retail,TABS2025023447,Building 1,"Railhead Block A Lot 7, Frisco, TX 75033",Denton,10/1/2025,10/1/2026,"$6,000,000",New Construction,"This project is privately funded, on private land for private use.","This project consists of the new construction of a two-story shell building designed to accommodate multiple restaurant tenants. The scope includes the core and shell structure, utility service stubs, rooftop patio infrastructure, and code-compliant ","22,311 ft 2",WALLENNEDY LLC & WV RAILHEAD LAND LP,"5956 Sherry Lane Suite 675, Dallas, Texas 75205",(469) 699-8030,Studio V Architects,"800 E Campbell Road Suite 202, Richardson, Texas 75081",(404) 626-0193,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023447,
Optimus Storage Ventures Krum Development,TABS2025023429,Storage Plus Krum,"A0168A BBB & CRR, TR 7J,8F, 10.0 ACRES Mitchell Rd., Krum, TX 76249",Denton,10/1/2025,3/31/2026,"$2,900,550",New Construction,"This project is privately funded, on private land for private use.",Ground up development self storage facility. Main office building 5916 sq ft and 32 metal non-climate self storage buildings 50600 sq ft.,"56,516 ft 2",Downtown Denton Ventures LLC,"PO Box 1563,, Denton, Texas 76202",(940) 368-2099,Lee Simon Design,"16 S. Main, Tulsa, Oklahoma 74119",(918) 310-3795,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023429,
Spec Suite 306,TABS2025023417,Baylor Frisco POB I,"5575 Warren Pkwy Suite 306, Frisco, TX 75034",Denton,8/4/2025,11/24/2025,"$145,400",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 1,454 sq. ft. tenant finish renovation in Frisco, Texas within Baylor Frisco POB I. ","1,454 ft 2",Healthcare Realty Trust,"3900 Junius Street Suite 640, Dallas, Texas 75246",(469) 617-0657,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023417,
Duffs Jewelry,TABS2025023408,Duffs Jewelry,"3451 Long Prairie Rd., Flower Mound, TX 75022",Denton,7/25/2025,11/15/2025,"$55,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",adding new POS and Jewelry cases to the building,"4,700 ft 2",Brandon Alford,"402 Old Justin Rd., Argyle, Texas 76227",(214) 912-7898,DWC Builders LLC,"1128 Glade Rd. #160 Colleyville, TX 76034, Colleyville, Texas 76034",817-683-7511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023408,
KidStrong,TABS2025023404,Denton Towne Crossing,"1719 S Loop 288 Suite 140, Denton, TX 76205",Denton,8/4/2025,10/20/2025,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of existing tenant space.  No exterior or site work included.,"4,000 ft 2",Westwood Financial,"5500 Greenville Avenue Suite 602, Dallas, Texas 75206",(214) 346-0030,Lokal Workshop LLC,"PO Box 531 - -, Haslet, Texas 76052",(903) 245-4324,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023404,Megan Stein
Black Sheep Coffee - Little Elm,TABS2025023399,Parkwood ll Retail,"26912 University Ave. Suite 100, Aubrey, TX 76227",Denton,7/25/2025,8/31/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out for a new building suite for a coffee shop,"2,862 ft 2",Buckman Partnership LLC,"7400 Gaylord Parkway, frisco, Texas 75034",1 (972) 658-4110,Texture Design Studio,"8111 Lyndon B Johnson Fwy #678, dallas, Texas 75251",(469) 644-3545,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023399,Christian Romero
HUNGRY COW,TABS2025023393,HUNGRY COW,"2225 OLD DENTON RD #STE. 400, Carrollton, TX 75006",Denton,9/1/2025,9/1/2026,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT ,"11,868 ft 2",GRAND PLAZA CENTER LLC,"4567 PONY CT, CARROLLTON, Texas 75010",(469) 878-1654,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023393,KEN CHEN
St Peter Expansion,TABS2025023372,St Peter Church,"15701 Cleveland Gibbs Road, Northlake, TX 76262",Denton,9/1/2025,9/1/2026,"$5,500,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION OF A ONE STORY EDUCATION BUILDING AND GYMNASIUM. CONSTRUCTION WILL BE TYPE II-B SPRINKLERED AND CONSIST OF METAL PANEL CLADDING WITH A PRE-ENGINEERED STEEL BUILDING FRAME ON SLAB-ON-GRADE CONCRETE FOUNDATION.,"21,000 ft 2",St Peter Church,"15701 Cleveland Gibbs Road, Northlake, Texas 76262",(817) 491-2010,Killian Studio of Architecture,"3400 N Central Expwy Suite 110-307, Richardson, Texas 75080",(214) 457-3652,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023372,
