project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
25107-Alliance Gateway 70,TABS2026004442,25107-Alliance Gateway 70,"Henrietta Creek Rd and Independence Parkway, Roanoke, TX 76262",Denton,10/29/2025,7/20/2026,"$15,000,000",New Construction,"This project is privately funded, on private land for private use.","New 268,623 sq ft rear load warehouse building with site development and enhancement","268,623 ft 2","AIL Investment, L.P.","9800 Hillwood Parkway Suite 300, Fort Worth, Texas 76177",(817) 224-6000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004442,,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382
Project Eagle - Final Connections,TABS2026004440,Wistron Manufacturing Facility,"15200 Heritage Pkwy, Fort Worth, TX 76177",Denton,12/1/2025,2/28/2026,"$6,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is to connect the chilled water, compressed air, vacuum, exhaust, and power to the final location and connection of the owner's process equipment.","200,000 ft 2",WISTRON INFOCOMM (USA) CORP,"700 N Zaragoza Rd Ste N, El Paso, Texas 79907",526561464400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004440,,Summit Consultants Inc.,"1300 Summit Ave Suite 500, Fort Worth, Texas 76102",(817) 878-4242
Whataburger Sanger,TABS2026004436,Whataburger,"NWQ W Chapman Dr & Interstate 35, Sanger, TX 76266",Denton,12/2/2025,3/10/2026,"$1,260,000",New Construction,"This project is privately funded, on private land for private use.",New Construction of a Whataburger Restaurant ,"3,305 ft 2",Sanger Retail LTD,"4143 Maple Ave Ste325, Dallas, Texas 75219",(214) 532-1976,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004436,Micheal Roop - Whataburger,Rouch Architects LLC.,"1201 Main St. #1750, Dallas, Texas 75202",(214) 997-6029
Function Coffee Co,TABS2026004418,Town Commons,"101 Plaza Place, Suite 150, Northlake, TX 76226",Denton,10/31/2025,1/30/2026,"$129,880",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out of coffee shop,"1,528 ft 2",Harvest FM 407 LTD,"365 Miron Drive, Suite A, Southlake, Texas 76092",(817) 416-3981,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004418,Tony Daussat,Kline Hardin,"1921 State Hwy 121, Suite 250, Lewisville, Texas 75056",(972) 331-5699
Lucky's Liquor,TABS2026004400,Lakeside Shops and Business Park,"1767 Old State Highway 24, Building 1, #140, Little Elm, TX 75068",Denton,10/30/2025,7/20/2027,"$250,000",New Construction,"This project is privately funded, on private land for private use.",A new lease space for a liquor store in a recently completed building.,"3,651 ft 2",Lakeside Shops and Business Park LLC,"1118 Timber Lane, Frisco, Texas 75036",(972) 897-7592,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004400,,Bates Martin Architects,"2220 San Jacinto Blvd., Denton, Texas 76205",(940) 565-0260
LAKESIDE BANQUETS,TABS2026004374,ELDORADO RETAIL,"1000 W ELDORADO PKWY #STE. 500, Little Elm, TX 75068",Denton,12/1/2025,6/30/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR IMPROVEMENTS OF SHELL ,"1,818 ft 2",ELDORADO RETAIL LLC,"4433 PUNJAB WAY #STE. 301, FRISCO, Texas 75033",(469) 536-8695,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004374,,,,
JUNBI MATCHA & TEA,TABS2026004373,JUNBI MATCHA & TEA,"1255 W INTERSTATE 20, Arlington, TX 76107",Denton,1/1/2026,12/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,463 ft 2",1255 W I20 REAL ESTATE LLC,"3620 S COOPER ST #STE. 110, ARLINGTON, Texas 76015",(972) 792-9888,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004373,TONY KEOPHILAVANH,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
DRIZZLES ICE CREAM & WAFFLES,TABS2026004372,DRIZZLES ICE CREAM & WAFFLES,"1733 FM1385 #STE 102, Aubrey, TX 76227",Denton,1/1/2026,12/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,468 ft 2",FM1385 RETAIL LLC,"13199 STRIKE GOLD BLVD, FRISCO, Texas 75035",(520) 982-8811,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004372,VISHNU BANDA,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
Novel Office Remodel,TABS2026004365,Novel offices,"5910 Paige Rd, The Colony, TX 75056",Denton,11/10/2025,5/25/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel office space from old orthodontist to regular offices approx. 2663 sf,"2,663 ft 2",Novel Offices LLC,"5910 Paige Rd, The Colony, Texas 75056",(469) 269-2826,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004365,,,,
McNair Elementary School Renovation,TABS2026004350,McNair Elementary School,"1212 Hickory Creek Rd,, Denton, TX 76210",Denton,5/20/2026,8/29/2026,"$15,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing elementary school. Reconfigure floor plan for new district standard, replace wall and floors finishes and update technology & communications. SF - 88920","88,920 ft 2",Denton Independent School District,"230 N. Mayhill Rd, Denton, Texas 76208",(940) 369-0290,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004350,,"Corgan Associates, Inc.","401 N Houston Street, Dallas, Texas 75202",(214) 748-2000
Sam Houston Elementary School Renovation,TABS2026004347,Sam Houston Elementary School,"3100 Teasley Ln,, Denton, TX 76205",Denton,5/20/2026,8/29/2026,"$15,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing elementary school. Reconfigure floor plan for new district standard, replace wall and floors finishes and update technology & communications. SF 84047","84,047 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004347,,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000
WorkSimple,TABS2026004342,One Thousand One,"1001 Cross Timbers Road Floor 2, Suite 2300, Flower Mound, TX 75028",Denton,12/1/2025,2/1/2026,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation,"8,294 ft 2",KOELBEL AND COMPANY TRST OF THE KOELBEL FAMILY DESCENDANTS TRUST,"5291 East Yale Ave, Denver, Colorado 80222",(303) 818-6326,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004342,,,,
Shake Shack 1806 Highland Village,TABS2026004289,The Shops at Highland Village,"4000 Waller Creek, Highland Village, TX 75077",Denton,12/22/2025,6/8/2026,"$903,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation for new Shake Shack restaurant,"3,000 ft 2","MP Shops at Highland Village, LLC","2 Seaport Lane, Boston, Massachusetts 02201",617-261-9308,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004289,Erika Lizardo,"Zebra Projects, Inc","14614 N Kierland Blvd, Suite N300, Scottsdale, Arizona 85254",(480) 426-2790
Lakeside Paws Expansion,TABS2026004256,Lakeside Paws,"1170 Kruger Lane, Frisco, TX 75036",Denton,8/1/2025,1/1/2026,"$900,000",New Construction,"This project is privately funded, on private land for private use.",New metal building adjacent to existing business - business expansion - animal (dog) training facility,"3,300 ft 2",Jenny Lang,"1170 Kruger Lane, Frisco, Texas 75036",(972) 214-9114,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004256,,,,
