project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,project_url,design_name,design_address,design_phone
Roasting Headquarters,TABS2024018071,Eagle Ct,"1501 Eagle Ct #1102, Lewisville, TX 75057",Denton,5/28/2024,11/29/2024,"$104,485",Renovation/Alteration,"This project is privately funded, on private land for private use.",Add production room in existing warehouse,672 ft 2,DENHAM BUILDERS INC,"211 Baseline Rd, Krugerville, Texas 76227",(214) 529-1315,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018071,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424
UNT Discovery Park Dining Hall Renovations,TABS2024018050,Discovery Park,"3940 North Elm St, Denton, TX 76207",Denton,5/13/2024,7/31/2024,"$1,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Includes new finishes, new cooking line and equipment, secure serving area, new lighting","4,826 ft 2",University of North Texas,"1511 W. Mulberry Street, Denton, Texas 76201",(940) 369-8583,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018050,Grace Hebert Curtis Architects LLC (HHS),"200 Bailey Avenue Suite 200, Fort Worth, Texas 76107",(817) 921-5928
Facility Racking Project,TABS2024018049,Stanley Black & Decker,"8601 E. Sam Lee Lane, Northlake, TX 76262",Denton,6/3/2024,12/28/2024,"$8,125,644",Renovation/Alteration,"This project is privately funded, on private land for private use.","Build 2 deep, 3 deep, & 5 deep new pushback rack with pallet flow.  Adding new carton flow & used material for selective racking.","99,383 ft 2",Lex Northlake LP,"12400 Coit Road, Suite 1270, Dallas, Texas 75251",(817) 224-6091,Brad Smith,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018049,Epiq Engineering,"814 Commerce Drive, Suite 325, Oak Brook, Illinois 37204",224-575-2614
Quest Diagnostics - LEW Lab Renovation - OCE,TABS2024018015,Quest at Convergence,"2501 South State Highway 121 Suite 1210, Lewisville, TX 75067",Denton,11/1/2024,3/7/2025,"$5,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE PROJECT INCLUDES THE PROGRAMMING AND RECONFIGURATION OF APPROXIMATELY 15,667 SF OF EXISTING SPACE AND THE INSTALLATION OF NEW ROOFTOP EQUIPMENT.","15,667 ft 2","DIGITAL LEWISVILLE, LLC","2501 S STATE HWY 121 BUSINESS, SUITE 400D, LEWISVILLE, Texas 75067",(682) 600-2288,NORMA HUTCHINS,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018015,WARE MALCOMB,"4900 Woodway Dr. Suite 515, HOUSTON, Texas 77056",(713) 367-7706
"MCD STATE SCHOOL RD - DENTON, TX",TABS2024017991,"MCD STATE SCHOOL RD - DENTON, TX","3603 S I-35E, Denton, TX 76205",Denton,7/1/2024,12/31/2024,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonald's,"3,850 ft 2",MCDONALD'S USA LLC,"110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(702) 788-6093,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017991,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387
"Spring Market 733 Aubrey, TX Remodel",TABS2024017904,Spring Market Store #733,"911 South Highway 377, Aubrey, TX 76227",Denton,6/4/2024,11/1/2024,"$1,596,183",Renovation/Alteration,"This project is privately funded, on private land for private use.",New offices and breakroom.  Remodel of restrooms and fixture and equipment updates.,"17,003 ft 2",Erma Maves,"430 E Front St., Tyler, Texas 75702",(903) 579-0504,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017904,,,
Smoothie King #2074,TABS2024017884,University Village,"2317 W University Drive #101, Denton, TX 76201",Denton,6/3/2024,7/30/2024,"$160,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish-out,"1,400 ft 2",Benbrooke Univ Partners,"4 W Red Oak Lane #312, White Plains, New York 10604",(214) 397-0990,Nasser Faouri,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017884,Richmond Group,"625 Dallas Drive #200, Denton, Texas 76205",(214) 244-8555
First Street (Teel to Gee) & Gee Road (First Street to Windsong Retail),TABS2024017882,First Street & Gee Road,"N/A, Prosper, TX 75078",Denton,11/1/2022,7/1/2024,"$10,200,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Roadway improvements. Expansion from 2 lanes t 4 lanes. Includes: earthwork, utilities, franchise relocation, paving, traffic signals, pedestrian improvements, and BFRs. The only items that need TDLR inspection will be the pedestrian improvements and",1 ft 2,Town of Prosper,"250 W First Street, Prosper, Texas 75078",(469) 247-7485,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017882,Spiars Engineering & Surveying,"765 Custer Road, Plano, Texas 75075",(469) 766-1778
Wildridge Amenity Center,TABS2024017862,Wildridge Amenity Center,"9030 Sunset Lane, Oak Point, TX 75068",Denton,8/5/2024,2/2/2025,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.","A 2,750 SF private residential neighborhood Amenity Center for Wildridge Phase 7","2,750 ft 2",CF CSWLK Wildridge LLC c/o Ashlar Development LLC,"400 East Las Colinas Blvd. #1075, Irving, Texas 75039",(214) 697-7665,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017862,Parkway C&A LP,"1000 Civic Circle, Lewisville, Texas 75067",469-933-8852
Margarita Hut - Denton,TABS2024017784,GREAT LAKES CENTER,"1501 S LOOP 288 DENTON, TX 76205, Denton, TX 75240",Denton,5/20/2024,7/31/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","renovation of an existing business into a new bar. The general scope requires, plumbing, wall updates, ceiling, lighting & MEP changes. ","1,143 ft 2",R.J.S. Marine and company,"1800 N. I-35E Suite 200, carrollton, Texas 75006",(972) 820-8900,Christie Good,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017784,Texture Design Studio,"8111 LBJ Freeway #678, Dallas, Texas 75251",(469) 644-3545
The Joint Chiropractic Office,TABS2024017776,The Centre at Preston Ridge,"3411 Preston Road Suite 6, Frisco, TX 75034",Denton,5/20/2024,7/15/2024,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of existing tenant space.  No exterior or site work included.,"1,353 ft 2",BRE Retail Residual Owner 1 LLC c/o Brixmor Property Group,"450 Lexington Avenue Floor 13, New York, New York 10017",(214) 618-6510,Brenda Harrison,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017776,Lokal Workshop LLC,"PO Box 531 -, Haslet, Texas 76052",1-903-245-4324
Uptown Rail Brewery,TABS2024017757,Uptown Rail Brewery,"204 Bolivar St. 204 Bolivar St., Sanger, TX 76266",Denton,5/8/2024,9/1/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior finish-out, new TPO roofing, new wood roof trusses & decking, add new restrooms, add new sinks & floor drains, 4 new complete hvac systems, all new electrical wiring & lighting, new windows & doors  ","7,500 ft 2",Todd Benson,"10896 FM 2164, Sanger, Texas 76266",(214) 909-0841,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017757,,,
