ProjectId,ProjectNumber,ProjectName,ProjectCreatedOn,ProjectStatus,FacilityName,City,County,TypeOfWork,EstimatedCost,DataVersionId,EstimatedStartDate,EstimatedEndDate
9971692e-5f4b-4483-8442-25f1d5c2a7f3,TABS2024007761,GCAD Renovations,2023-12-19T13:12:08.657,3008,Grayson County Appraisal District,1607,2091,9002,500000.0,900001,2024-01-01T00:00:00,2024-06-01T00:00:00
4a9ef035-c0eb-48ad-9ed7-477a2d8d1339,TABS2024007331,Heritage Ranch Phase 1,2023-12-13T13:55:08.003,3009,Heritage Ranch Phase 1 Residential Subdivision,1607,2091,9001,500000.0,900001,2022-04-01T00:00:00,2024-02-01T00:00:00
5fe02655-21ef-4206-90f2-f635b76dc16d,TABS2024007154,Hwy 75 & FM 1417,2023-12-11T15:16:38.463,3008,"Sherman Town Center, Block 3, Lot 6A",1607,2091,9002,400000.0,900001,2024-06-06T00:00:00,2024-08-19T00:00:00
077a3df4-d535-4b1f-92a8-aca85b4edb6e,TABS2024006797,Chapman Daycare,2023-12-06T15:00:00.033,3008,"Grayson Institute for Learning, LLC",443,2091,9002,403000.0,900001,2024-01-02T00:00:00,2024-07-02T00:00:00
2b458daf-315d-4ae5-830c-8c4c566e7331,TABS2024006385,"Palm Beach Tan, Inc. DBA Palm Beach Beauty and Tan",2023-11-30T17:10:41.127,3008,Sherman Town Center,1607,2091,9002,400000.0,900001,2023-12-15T00:00:00,2024-03-15T00:00:00
39cf0ec0-967e-4d6b-84c7-c1b7ac3fbd6e,TABS2024006123,First United Bank - Pottsboro,2023-11-28T10:41:41.653,3008,First United Bank - Pottsboro,1392,2091,9002,1800000.0,900001,2024-01-15T00:00:00,2024-07-15T00:00:00
c385011b-e6b2-4ab1-8c00-84dad9951ef2,TABS2024005853,Dr. Alyssa Orthodontics- Tenant Remodel,2023-11-21T09:45:07.407,3008,Gateway Central Building,443,2091,9002,500000.0,900001,2023-11-30T00:00:00,2024-04-30T00:00:00
880c9335-f033-4db1-9c47-a97d72181587,TABS2024005743,McAlister's Deli,2023-11-20T10:09:01.047,3009,McAlister's Deli,1607,2091,9002,400000.0,900001,2023-12-11T00:00:00,2024-03-11T00:00:00
6c78f7c1-afda-45bc-8df2-5b4b61bc85b5,TABS2024004464,Starbuck's,2023-11-01T09:04:52.36,3009,Sherman Crossroads,1607,2091,9001,800000.0,900001,2023-12-01T00:00:00,2024-06-03T00:00:00
227efa74-8d57-4f09-a74c-bde49ee8200e,TABS2024004341,"O'Reilly Auto Parts Store - Gunter, TX",2023-10-31T09:33:39.917,3009,O'Reilly Auto Parts Store,709,2091,9001,1400000.0,900001,2025-03-01T00:00:00,2025-06-01T00:00:00
74d1ab9d-3f5e-43e7-9a8e-d109e7c1aaf4,TABS2024004337,First Baptist Church Whitesboro Adult Education Building Renovations,2023-10-31T08:49:58.583,3009,First Baptist Church Whitesboro,1871,2091,9002,830000.0,900001,2024-01-01T00:00:00,2024-08-30T00:00:00
8830e952-b178-4dbb-9836-49c618aa241e,TABS2024003973,Shepherd Drive-From Interurban Parkway to U.S. Highway 75,2023-10-25T17:45:10.04,3008,N/A,1607,2091,9002,385000.0,900001,2023-09-13T00:00:00,2024-12-31T00:00:00
988c5717-014c-4bfe-a9ff-d4d3301d81f7,TABS2024003407,First State Bank - Sherman Branch,2023-10-18T10:59:59.963,3008,First State Bank - Sherman Branch,1607,2091,9001,5000000.0,900001,2024-06-18T00:00:00,2025-02-25T00:00:00
a9d19ebe-3e4a-46f0-aed3-23e329932d96,TABS2024003373,DENISON PETROLEUM LLC,2023-10-17T18:20:34.387,3009,ACE HARDWARE PLAZA,443,2091,9002,65000.0,900001,2023-10-18T00:00:00,2024-01-17T00:00:00
6865e9bf-c35d-4a08-9b45-3df83c66ea11,TABS2024003042,NGS- Suite 240 tenant finish out,2023-10-12T14:07:59.903,3009,Gateway Central Building,443,2091,9002,300000.0,900001,2023-10-20T00:00:00,2024-03-31T00:00:00
ceb980e2-6033-43c7-98ea-5c920edefdc7,TABS2024002814,"Enterprise Car Rental Facility, Sherman, TX",2023-10-10T15:02:22.18,3009,4119 Texoma Parkway,1607,2091,9002,80000.0,900001,2023-11-01T00:00:00,2023-12-31T00:00:00
d10d8beb-2593-4e9e-bec8-06127d253c53,TABS2024002802,Beatty Salon and Office Space,2023-10-10T14:06:24.673,3009,Beatty Salon and Office,346,2091,9002,300000.0,900001,2023-11-01T00:00:00,2024-02-01T00:00:00
36241b74-267b-4f49-b3b0-dfffcf970cab,TABS2024002736,SHERMAN FIRE STATION NO. 1 REBUILD,2023-10-09T21:54:00.237,3009,SHERMAN FIRE STATION NO. 1,1607,2091,9002,7000000.0,900001,2023-12-04T00:00:00,2024-12-09T00:00:00
e6c9dd56-0b6b-47d9-bb52-1988478719a3,TABS2024002479,Chemtica Warehouse,2023-10-05T11:24:55.637,3009,Chemtica,1607,2091,9001,175000.0,900001,2023-10-06T00:00:00,2023-12-30T00:00:00
f07f80b7-a2fc-4138-9623-be1f6aaa413b,TABS2024002286,4000 Texoma Parkway,2023-10-03T14:14:42.56,3009,Brezzy Hill,443,2091,9001,650000.0,900001,2023-10-10T00:00:00,2024-01-02T00:00:00
b692d0b0-14ab-42c4-99ca-00e754266e4a,TABS2024001682,Texoma Liver Center,2023-09-25T14:48:10.667,3008,Texoma Liver Center,443,2091,9001,750000.0,900001,2023-11-15T00:00:00,2024-06-15T00:00:00
cf16fd21-d220-480e-b650-b88bbb63520b,TABS2024001655,Neighborhood Credit Union - Sherman Branch,2023-09-25T12:57:21.15,3009,Neighborhood Credit Union - Sherman,1607,2091,9001,2500000.0,900001,2023-11-01T00:00:00,2024-05-01T00:00:00
0db9b3f5-d3ee-4755-847d-f42dc32024e8,TABS2024001377,Ruiz Foods Medical Building,2023-09-20T14:45:07.773,3001,Ruiz Foods,443,2091,9001,174000.0,900001,2023-09-25T00:00:00,2023-11-03T00:00:00
f4cb10bf-0119-4686-9db2-c333dc98f226,TABS2024001272,JC Lane Office Complex Building 02,2023-09-19T15:25:28.627,3009,Building 02,1352,2091,9001,300000.0,900001,2023-11-01T00:00:00,2024-05-01T00:00:00
5d80baf3-8815-43b9-870d-52da6c05e4e2,TABS2024001170,JC Lane Office Complex Building 01,2023-09-18T16:55:16.737,3009,Building 01,1352,2091,9001,300000.0,900001,2023-11-01T00:00:00,2024-05-01T00:00:00
a4583ad1-42c5-49a0-a705-134384901f9d,TABS2024000782,Travis Heights,2023-09-13T10:47:24.373,3009,Travis Heights,1607,2091,9001,209050.0,900001,2024-02-01T00:00:00,2025-02-01T00:00:00
25c91864-5105-439a-946e-0ee81b8d1078,TABS2024000685,Paul Queen,2023-09-12T13:01:20.037,3009,Straight Up Chiropractic,1871,2091,9002,175000.0,900001,2023-10-01T00:00:00,2023-12-31T00:00:00
b1d44111-ce37-44db-a51c-14ec52dbc5dc,TABS2024000550,THF Park Parking Improvements,2023-09-11T07:51:19.967,3009,THF Park,443,2091,9002,250000.0,900001,2023-10-23T00:00:00,2024-05-24T00:00:00
fdaef1de-fc38-4984-866c-a1d152b14151,TABS2024000318,Hanazone,2023-09-06T16:35:49.01,3009,Hanazone,1607,2091,9002,178000.0,900001,2023-10-01T00:00:00,2023-12-31T00:00:00
733c58bf-3b7a-456f-95fb-c511ae43947a,TABS2024000248,"Warehouse Addition, Building 4",2023-09-06T11:17:46,3009,"Warehouse Addition, Building 4",443,2091,9001,300000.0,900001,2023-10-31T00:00:00,2024-02-15T00:00:00
2fd624b4-777e-4dd4-8aea-2c867c20040b,TABS2024000245,"Warehouse Addition, Building 3",2023-09-06T11:06:44.423,3009,"Warehouse Addition, Building 3",443,2091,9001,300000.0,900001,2023-10-15T00:00:00,2024-01-25T00:00:00
8c3f95b5-947f-411a-946d-ac6b9d1c8744,TABS2023027158,QuikTrip #1911,2023-08-30T15:02:17.587,3009,QuikTrip #1911,1787,2091,9001,750000.0,900001,2023-01-01T00:00:00,2024-08-31T00:00:00
23403802-f304-4630-aca2-ebf84d2f048a,TABS2023027034,Holy Family Catholic Church Nave Addition,2023-08-29T14:01:12.997,3009,Holy Family Catholic Parish - Real Estate Group,1787,2091,9003,1450000.0,900001,2023-09-01T00:00:00,2024-06-01T00:00:00
073c08b1-d1f8-4ba6-a805-f3325c4467f7,TABS2023027022,Michaels,2023-08-29T13:06:30.503,3009,Sherman Town Center,1607,2091,9002,960818.0,900001,2023-09-11T00:00:00,2024-04-01T00:00:00
d3c22053-7b15-4dee-a656-b79efb38c6f7,TABS2023027019,CrawfordV1 Phase 3,2023-08-29T12:49:52.267,3009,Silver Leaf - CRAWFORD,443,2091,9003,165000.0,900001,2023-09-01T00:00:00,2023-11-15T00:00:00
83999cd0-35c5-41eb-902f-f429e8358d08,TABS2023026729,Pinnacle Montessori Sherman,2023-08-24T16:15:43.96,3008,Pinnacle Montessori Sherman,1607,2091,9002,850000.0,900001,2023-09-30T00:00:00,2024-03-31T00:00:00
d7c871e8-60c2-476a-a6a9-2b194e89e08c,TABS2023026583,WESTMOOR PHASE 2,2023-08-23T14:55:51.677,3009,N/A,1607,2091,9001,225700.0,900001,2023-09-01T00:00:00,2024-07-01T00:00:00
7e9b97e6-c933-4d52-b65d-77f9368c4dd8,TABS2023026577,WESTMOOR PHASE 1,2023-08-23T14:35:19.097,3009,N/A,1607,2091,9001,130600.0,900001,2023-06-27T00:00:00,2024-04-01T00:00:00
e8a59457-161d-4a5c-a542-d25659c4b6d8,TABS2023026499,Blake Utter Ford Collision Center Office Remodel,2023-08-22T22:47:03.957,3009,Blake Utter Ford,443,2091,9002,80000.0,900001,2023-08-30T00:00:00,2023-11-01T00:00:00
c40d3d4d-67a9-41d4-81c1-fb77088915a3,TABS2023026116,Van Alstyne Umpress/HYNDS 24-Acre Park,2023-08-17T13:39:20.633,3009,Van Alstyne Umpress/HYNDS 24-Acre Park,1787,2091,9001,5750000.0,900001,2023-09-01T00:00:00,2024-04-30T00:00:00
ed4db926-8c7b-494a-8539-5c5b64054776,TABS2023025562,Hr industrial bldg 101,2023-08-10T10:02:40.073,3007,101,443,2091,9002,1500000.0,900001,2023-08-10T00:00:00,2023-10-12T00:00:00
c664d3c7-ab8c-4296-bcf4-4cc9e6bf473d,TABS2023025545,Argon Storage Tank Addition,2023-08-09T19:27:47.033,3001,"Globitech, Inc.",1607,2091,9003,1500000.0,900001,2023-09-01T00:00:00,2023-11-30T00:00:00
22e0572c-e3fb-4643-ac90-79a35578b532,TABS2023025172,Family Dollar - Preston Bend Road (TI Upfit),2023-08-04T13:11:44.943,3009,Family Dollar - Preston Bend Road (TI Upfit),1392,2091,9002,250000.0,900001,2023-12-13T00:00:00,2024-04-10T00:00:00
9bfecd8e-5f1d-46d6-92d3-d6b597b01bea,TABS2023025072,GlobalWafers America,2023-08-03T13:14:14.083,3009,GlobalWafers America,1607,2091,9001,1000000000.0,900001,2022-11-01T00:00:00,2025-12-31T00:00:00
7d3fab8c-4936-4ec7-8738-22ac3ada6002,TABS2023025038,"Dkota Investments Frito Lay - Denison, TX",2023-08-03T09:49:26.337,3009,Dkota Investments,443,2091,9001,2100000.0,900001,2023-11-01T00:00:00,2024-02-29T00:00:00
c466a300-c783-4764-8603-f66aa040221a,TABS2023024942,Nothing Bundt Cakes,2023-08-02T10:05:01.4,3009,Sherman Town Center,1607,2091,9002,375000.0,900001,2023-09-04T00:00:00,2023-12-15T00:00:00
76c92927-9da2-49ac-94a8-e3d035c1d2bb,TABS2023024372,Rosemary Apartments,2023-07-25T13:22:53.88,3008,Rosemary Apartments,443,2091,9001,750000.0,900001,2023-12-01T00:00:00,2025-06-30T00:00:00
c5d917cc-3388-47a9-b564-bc3746227779,TABS2023023680,Austin College - Caruth Residence Hall Modifications,2023-07-14T15:20:12.56,3008,Caruth Residence Hall,1607,2091,9002,253500.0,900001,2023-08-15T00:00:00,2024-04-01T00:00:00
06264ed5-858e-4f88-ab70-404768205b09,TABS2023023419,Dollar Tree,2023-07-12T14:19:43.03,3007,Westwood Village,1607,2091,9002,309500.0,900001,2023-11-06T00:00:00,2024-01-18T00:00:00
45e32099-2be6-4521-b9d7-867f9a372c60,TABS2023023218,JC Lane Office Complex Building 03,2023-07-10T17:48:25.727,3009,C4 Sportsplex,1352,2091,9001,1125000.0,900001,2023-10-02T00:00:00,2024-07-01T00:00:00
b9f40b2c-792a-4e02-ba34-69824435da5c,TABS2023023079,Complete Customs,2023-07-07T15:22:02.023,3009,Complete Customs,1787,2091,9001,3450000.0,900001,2023-08-01T00:00:00,2024-08-01T00:00:00
bd60373f-e1cf-49c2-b19d-898135312d6e,TABS2023022679,Sherman Daycare,2023-06-30T13:30:52.23,3008,Sherman Daycare,1607,2091,9001,4000000.0,900001,2023-08-01T00:00:00,2024-07-01T00:00:00
28ab6a77-2939-404d-b6fd-749df8d2e28d,TABS2023022669,"Warehouse Addition, Building 1",2023-06-30T12:51:32.427,3009,"Warehouse Addition, Building 1",443,2091,9001,300000.0,900001,2023-07-10T00:00:00,2023-12-15T00:00:00
019761eb-0107-44a1-b768-8ed6c78b8c14,TABS2023022601,Hotel Denison,2023-06-29T14:09:38.12,3009,Hotel Denison,443,2091,9002,25000000.0,900001,2023-12-01T00:00:00,2025-12-01T00:00:00
248186d8-368c-43ff-ae2d-5d104c97077e,TABS2023022502,Pottsboro - Elementary School Renovation,2023-06-28T15:08:19.473,3009,Pottsboro Elementary School,1392,2091,9002,3666852.0,900001,2023-08-09T00:00:00,2024-06-10T00:00:00
9c40c652-f52c-415b-8916-6486c6e431e6,TABS2023022498,Texas Instruments Sherman Manufacturing Campus,2023-06-28T15:01:21.69,3009,Texas Instruments SM1 - Fab2 Building,1607,2091,9001,219529740.0,900001,2022-09-01T00:00:00,2025-03-13T00:00:00
709e5a23-1e11-4ba0-beec-8fcdfcfaa00b,TABS2023022497,Pottsboro - High School Renovation,2023-06-28T14:57:58.317,3009,Pottsboro High School,1392,2091,9002,4380315.0,900001,2023-08-09T00:00:00,2024-06-10T00:00:00
41cb27ff-cb3c-43d7-9f2b-8fbcb44fa2f5,TABS2023022464,Lowe's #127,2023-06-28T10:33:34.687,3009,Lowe's store #127,1607,2091,9002,181000.0,900001,2023-07-10T00:00:00,2023-07-25T00:00:00
e8cea62c-bc4f-4694-af69-0840599b5664,TABS2023021643,"CCW - Sherman,TX",2023-06-16T15:19:49.197,3009,Club Car Wash,1607,2091,9001,2800000.0,900001,2023-10-02T00:00:00,2024-07-31T00:00:00
785704dd-8142-4b2d-887d-afff3d9cc6cf,TABS2023021634,Freddy's Frozen Custard,2023-06-16T14:36:41.157,3009,Freddy's Frozen Custard,1607,2091,9001,900000.0,900001,2023-07-14T00:00:00,2023-10-13T00:00:00
c27a4c08-5e13-4fec-9f69-55579da0c2ef,TABS2023021310,ClearWater Express - Denison,2023-06-13T14:52:06.52,3009,ClearWater Express Car Wash,443,2091,9001,1200000.0,900001,2023-07-01T00:00:00,2023-12-01T00:00:00
06fecd6f-24b3-42b8-b01d-04cf8d490a44,TABS2023021051,RGB Remodel,2023-06-08T21:56:11.557,3009,RGB Cataract & Lasik,1607,2091,9002,165000.0,900001,2023-07-01T00:00:00,2023-08-10T00:00:00
aa80933c-80ec-4d05-a928-33d1eff2330b,TABS2023020979,"Texas Roadhouse - Sherman, TX",2023-06-08T11:05:09.76,3009,Texas Roadhouse,1607,2091,9003,250000.0,900001,2023-07-17T00:00:00,2023-08-14T00:00:00
894ffead-f255-4f62-88df-6ab7c01431d0,TABS2023020907,"C4 Enterprises, Inc.",2023-06-07T13:53:03.687,3008,"C4 Enterprises, Inc.",1352,2091,9001,180000.0,900001,2023-07-01T00:00:00,2023-10-01T00:00:00
615e08ea-5fa7-4178-abce-4131c7f4bd3d,TABS2023020906,Family Dollar - Pottsboro,2023-06-07T13:51:34.983,3009,Family Dollar,1392,2091,9001,1150000.0,900001,2023-06-30T00:00:00,2024-05-31T00:00:00
2aeae6ef-6b72-4be7-b75e-767fab31bc5a,TABS2023020871,Yellow Door Van Alstyne Expansion,2023-06-07T11:42:33.407,3009,Yellow Door Van Alstyne,1787,2091,9001,1120000.0,900001,2023-08-01T00:00:00,2024-07-31T00:00:00
06f29151-2e6c-4a9e-9268-5b1731f12cc1,TABS2023020498,Jack in the Box - Sherman,2023-06-01T16:50:12.933,3007,Jack in the Box - Sherman,1607,2091,9001,400000.0,900001,2023-07-05T00:00:00,2023-12-29T00:00:00
6935367c-e545-4b61-b353-e8af06a7948e,TABS2023020462,WAREHOUSE ADDITION,2023-06-01T13:03:31.867,3007,A&J INVESTMENTS LLC BUILDINGS @ 3280 JUANITA DR,443,2091,9001,300000.0,900001,2023-04-05T00:00:00,2023-07-05T00:00:00
0a72663d-682a-4ab3-9251-06ed7574da25,TABS2023020218,Kimley-Horn Sherman (392370900),2023-05-30T10:16:30.107,3009,200 N. Travis Street,1607,2091,9002,249000.0,900001,2023-07-01T00:00:00,2024-01-01T00:00:00
042c45b9-fa62-4075-b051-a9e1183c2935,TABS2023019399,Northpark Baptist Church Gym,2023-05-17T15:54:28.587,3007,Northpark Baptist Church,1607,2091,9003,1000000.0,900001,2022-03-15T00:00:00,2023-02-15T00:00:00
b902b201-64fd-4355-aec9-e41b4a28c93e,TABS2023018918,US 75 (CSJ: 0047-18-089),2023-05-11T12:14:01.323,3009,CSJ: 0047-18-089,1607,2091,9001,182723.0,900001,2023-12-05T00:00:00,2027-10-16T00:00:00
45ddc563-401d-4bd2-ad81-776a63852e0a,TABS2023018845,Texas Instruments Sherman Manufacturing Campus,2023-05-10T15:39:53.757,3009,Texas Instruments SM1 - Site,1607,2091,9001,344601393.0,900001,2022-09-01T00:00:00,2024-08-01T00:00:00
dab0e52c-27e9-4339-ac2d-10c917657561,TABS2023018844,Texas Instruments Sherman Manufacturing Campus,2023-05-10T15:31:26.617,3009,Texas Instruments SM1 - Garage,1607,2091,9001,40966807.0,900001,2022-09-01T00:00:00,2024-08-01T00:00:00
c90501e8-2a4d-4c6d-984f-e5aafac5a395,TABS2023018840,Texas Instruments Sherman Manufacturing Campus,2023-05-10T15:12:31.707,3009,Texas Instruments SM1 - Fab1/Support Building,1607,2091,9001,1739985765.0,900001,2022-09-01T00:00:00,2024-08-01T00:00:00
5d1988c7-45c5-41f5-9157-1fc4bfa2020b,TABS2023018838,Texas Instruments Sherman Manufacturing Campus,2023-05-10T15:01:24.893,3009,Texas Instruments SM1 - Admin Building,1607,2091,9001,93149011.0,900001,2022-09-01T00:00:00,2024-08-01T00:00:00
590fc74c-32bc-4751-a5e0-5676f8b78cb1,TABS2023018334,Birchway Sherman,2023-05-04T14:17:08.497,3009,Birchway Sherman,1607,2091,9001,55247000.0,900001,2023-06-01T00:00:00,2025-02-28T00:00:00
38fc4cdf-c882-42f0-a1ed-cad168ee78ce,TABS2023018054,"Van Alstyne Streetscape Improvements- Ph 1,2,3",2023-05-02T09:28:33.193,3009,Downtown Streetscape,1787,2091,9002,3000000.0,900001,2022-08-22T00:00:00,2023-10-31T00:00:00
99fc100d-4a6a-4bb7-94ac-2c7864e7b5a2,TABS2023017946,New Climate controlled building for Mandy Storage,2023-05-01T11:17:48.217,3009,Mandy Self Storage,1607,2091,9001,1250000.0,900001,2023-05-30T00:00:00,2023-11-15T00:00:00
a30aacd3-185f-4790-b95a-ef48f4419ee0,TABS2023017392,1031 N Armstrong Ave,2023-04-24T15:08:51.443,3007,1031 N Armstrong,443,2091,9001,800000.0,900001,2023-04-24T00:00:00,2024-05-31T00:00:00
f8ac31f0-a286-4f17-b68f-5f823a793968,TABS2023017340,Hickory Hill Garden Apartments,2023-04-24T10:31:57.913,3009,Hickory Hill Garden Apartments,1607,2091,9001,2000000.0,900001,2023-08-18T00:00:00,2025-07-08T00:00:00
6e926114-4eb4-4eac-9989-7f3bc29feafb,TABS2023016932,"Warehouse Addition, Building 2",2023-04-19T10:54:08.48,3009,"Warehouse Addition, Building 2",443,2091,9001,300000.0,900001,2023-04-19T00:00:00,2023-10-30T00:00:00
e9279ef8-570b-44e2-b4f3-b4509dec8134,TABS2023015771,Sign shop,2023-04-04T18:07:15.01,3009,1602 E Houston,1607,2091,9003,60000.0,900001,2023-04-10T00:00:00,2023-12-01T00:00:00
ecf6e16a-3456-4613-97d4-76e301f690a8,TABS2023015376,Walmart Store 947-279,2023-03-30T10:42:09.317,3007,Walmart Store 947,1607,2091,9002,150000.0,900001,2023-01-02T00:00:00,2023-04-21T00:00:00
9d0cd0da-0cac-4b5a-ab78-ec1000abd7b7,TABS2023015308,Pinnacle Montessori of Old Dorchester,2023-03-29T14:48:09.453,3009,Pinnacle Montessori Academy,1607,2091,9002,256939.0,900001,2023-05-31T00:00:00,2023-09-30T00:00:00
02a0b5ed-ddfe-427a-b823-5e13852afd67,TABS2023015235,323 Main - Cross North Offices,2023-03-28T17:47:43.093,3009,Cross North Offices,443,2091,9002,900000.0,900001,2023-05-01T00:00:00,2023-08-01T00:00:00
1dc82e64-03a8-4034-8c68-2fd132d61a43,TABS2023015012,First Texas Natinal Bank Sherman,2023-03-27T10:52:22.173,3009,First Texas Natinal Bank,1607,2091,9001,2200000.0,900001,2023-04-24T00:00:00,2023-12-29T00:00:00
c014c0a6-2aee-4759-bb00-a592eef26b76,TABS2023014799,Pottsboro ISD | New Middle School - Package 2,2023-03-23T11:10:55.897,3009,Pottsboro ISD | New Middle School - Package 2,1392,2091,9001,39100000.0,900001,2023-05-01T00:00:00,2024-11-05T00:00:00
67820674-80cf-4472-b8fa-e04c49c0205a,TABS2023014544,Bells Medical Clinic Addition,2023-03-20T18:08:20.003,3009,Bells Medical Clinic,126,2091,9003,150000.0,900001,2023-04-01T00:00:00,2023-12-31T00:00:00
fb2c7b0a-37fd-4967-92b3-43f797026a93,TABS2023014378,Stone Creek Flats,2023-03-17T10:40:52.117,3009,Stone Creek Flats Clubhouse and Public Area,1607,2091,9001,1000000.0,900001,2022-12-01T00:00:00,2024-11-30T00:00:00
ff88c995-4cab-4570-bcb6-ccde39583e56,TABS2023014325,Lake Texoma Thousand Trails,2023-03-16T14:38:13.713,3009,Bathhouse,9999,2091,9001,100000.0,900001,2023-05-01T00:00:00,2023-08-01T00:00:00
57516195-c215-4033-93f4-9568ab504694,TABS2022016937,Car Wash,2022-04-19T08:53:40.033,3007,Classic Chevrolet Cadillac,443,2091,9001,250000.0,900001,2022-06-01T00:00:00,2022-08-31T00:00:00
38e6501c-d5bf-417c-adb6-a5a538a1bdac,TABS2022015737,QuikTrip #1915,2022-04-05T08:31:23.99,3009,QuikTrip #1915,1607,2091,9001,725000.0,900001,2022-08-01T00:00:00,2024-01-30T00:00:00
48b17363-0fe4-41b5-9207-4f861fa99626,TABS2022015417,Covenant Development - South Entry & Hallway,2022-03-31T10:49:40.897,3007,Formerly Cigna,443,2091,9002,100000.0,900001,2022-06-01T00:00:00,2022-12-01T00:00:00
721076f1-8b2d-4e70-bdf2-45a3257bc399,TABS2022014925,GNC,2022-03-25T10:15:33.267,3009,Sherman Commons,1607,2091,9002,147000.0,900001,2022-04-01T00:00:00,2022-06-03T00:00:00
418ebdb3-52ec-498b-92cd-eeb56cc61c8d,TABS2022014835,Be Air Village Multi-Family Phase1,2022-03-24T11:52:06.553,3009,Club/ Leasing Center,1607,2091,9001,1400000.0,900001,2022-06-01T00:00:00,2024-06-01T00:00:00
5e5565c7-16a7-49cb-b5bb-cc7c67b9ae80,TABS2022014183,Suite 305 - Platinum Dermatology Partners,2022-03-15T18:46:11.37,3007,Sycamore Medical Office Building,1607,2091,9003,550000.0,900001,2022-03-15T00:00:00,2022-12-12T00:00:00
d0bec252-c617-49d8-8d4a-242ec6a2e74d,TABS2022014180,Suite 303 - Texoma Physicians Group Tenant Improvement,2022-03-15T18:34:43.057,3007,Sycamore Medical Office Building,1607,2091,9003,550000.0,900001,2022-03-15T00:00:00,2023-01-03T00:00:00
f885077e-77f5-4c80-9f6d-21acb6c8c30a,TABS2022014162,Heritage Butchery & Barbeque,2022-03-15T16:07:03.163,3007,Heritage Butchery & Barbeque,443,2091,9002,150000.0,900001,2022-04-15T00:00:00,2022-09-01T00:00:00
9be1c004-5b4e-4173-af23-bcca6d712f45,TABS2022013836,Suite 301- Weaver Construction,2022-03-10T21:17:54.227,3007,Sycamore Medical Office Building,1607,2091,9003,140000.0,900001,2022-03-15T00:00:00,2022-12-28T00:00:00
a8f30166-07c5-4fde-9ff3-ece7d90be13d,TABS2022013554,Sherman ISD Administration Board Room Repairs,2022-03-08T13:38:25.433,3007,Sherman ISD Administration Board Room,1607,2091,9002,225000.0,900001,2022-05-17T00:00:00,2023-01-20T00:00:00
5001861b-58ea-4bf6-9e39-ff57c3637a71,TABS2022013232,Country Village Apartments,2022-03-03T19:09:35.737,3009,Country Village Apartments,1607,2091,9001,500000.0,900001,2022-03-15T00:00:00,2023-12-31T00:00:00
0cb3731b-2334-4cfd-b978-6f889ff6ab36,TABS2022013183,Public Auto Group Sherman,2022-03-03T11:56:19.197,3009,Public Auto Group Sherman,1607,2091,9002,150000.0,900001,2022-04-01T00:00:00,2022-10-07T00:00:00
