project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
THR Plano SPD Equipment Replacement,TABS2026019481,Presbyterian Hospital of Plano,"6200 West Parker Road, Plano, TX 75093",Collin,7/1/2026,2/1/2027,"$3,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replacement of the Sterile Processing Department Equipment, patch and repair of walls and finishes as needed.","505,250 ft 2",Texas Health Presbyterian Hospital Of Plano,"612 East Lamar Street Suite 660, Arlington, Texas 76011",(469) 231-7851,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019481,"Perkins Will, Inc.","2218 Bryan Street, Suite 200 Suite 200, Dallas, Texas 75201",2-148-725-5169,
Murphy USA Plano,TABS2026019456,Murphy USA,"1501 Independence Parkway, Plano, TX 75075",Collin,11/22/2026,2/22/2027,"$800,000",New Construction,"This project is privately funded, on private land for private use.",Gas station and convenience store.,"2,824 ft 2",Samurai Solomon 2 LLC,"1 CVS DR # 6957-01, Woonsocket, Rhode Island 02895",(773) 248-4700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019456,,,,
Legacy ER & Urgent Care (Frisco East),TABS2026019433,Legacy ER & Urgent Care Frisco East,"16151 Eldorado Pkwy, Frisco, TX 75035",Collin,5/11/2026,7/29/2026,"$851,733",Renovation/Alteration,"This project is privately funded, on private land for private use.",WDE upgrades. 1185SF.,"1,185 ft 2","Casus Healthcare, LLC","5700 Granite Pkwy, Ste 455, Plano, Texas 75024",469-399-5005,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019433,ESA,"1033 Demonbreun St STE 800, Nashville, Tennessee 37203",615-969-9597,
Medical City Plano Parking Garage,TABS2026019402,Medical City Plano,"3901 West 15th Street, Plano, TX 75075",Collin,1/1/2026,12/31/2027,"$24,000,000",New Construction,"This project is privately funded, on private land for private use.",New freestanding 3-level concrete parking garage,"248,000 ft 2","Columbia Medical Center of Plano Subsidiary, L.P","PO Box 1504 Suite 700, Nashville, Tennessee 37202",(615) 344-2534,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019402,Barge Design Solutions,"615 3rd Avenue South Suite 700, Nashville, Tennessee 37210",(615) 856-7075,
COOK CHILDREN'S FRISCO MFM,TABS2026019383,Baylor Scott & White Medical Center- Frisco at PGA Campus,"16050 EVERWELL LN. FRISCO, TX 75033 16050 EVERWELL LN. FRISCO, TX 75033, Frisco, TX 75033",Collin,5/22/2026,9/11/2026,"$952,500",Additions to Existing Building,"This project is privately funded, on private land for private use.","THE PROJECT SCOPE INVOLVES 6,350 SQ FT OF INTERIOR FINISH-OUT OF EXISTING SHELL SPACE ON THE FIFTH FLOOR OF THE MEDICAL OFFICE BUILDING AT THE BAYLOR SCOTT & WHITE PGA FRISCO CAMPUS TO CREATE A MATERNAL FETAL MEDICINE (MFM) CLINIC FOR COOK CHILDREN’S","6,350 ft 2",BSWT Golden Circle JV LLC,"4500 Dorr Street, Toledo, Ohio 43615",212-729-9327,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019383,ENVIRONMENTS FOR HEALTH ARCHITECTURE,"801 CHERRY STREET, SUITE 500, Fort Worth, Texas 76102",817.226.1917,Cook Children’s Health Care System
LensCrafters - The Village at Fairview,TABS2026019381,The Village at Fairview,"329 Town Place, Building 19, Fairview, TX 75069",Collin,8/24/2026,11/17/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant fit-out with all new walls, fixtures, finishes, HVAC, electricl, plumbing and new storefront signage.","3,702 ft 2","Village FV, LTD","2000 McKinney Ave., Suite 1000, Dallas, Texas 75201",(214) 334-4811,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019381,Cortland Morgan Architect,"711 N. Fielder Road, Arlington, Texas 76012",(817) 635-5696,Meri Gregg
Flex Suite 350,TABS2026019378,Lincoln R&D in Legacy Phase IV,"6500 Pinecrest Drive Suite 350, Plano, TX 75024",Collin,6/1/2026,10/31/2026,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is a non-structural interior finish-out in an existing single floor suite. Scope includes HVAC, electrical, and plumbing. ","5,886 ft 2","B.H. 6400-6700 PINECREST DRIVE, LLC","C/O B.H. PROPERTIES | 11111 SANTA MONICA BLVD Suite 600, Los Angeles, California 90025",972-472-4340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019378,idGROUP,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,
Flex Suite 400,TABS2026019372,Lincoln R&D in Legacy Phase III,"6700 Pinecrest Drive Suite 400, Plano, TX 75024",Collin,6/1/2026,10/1/2026,"$240,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is a non-structural interior finish-out in an existing single floor suite. Scope includes HVAC, electrical, and plumbing.","12,388 ft 2","B.H. 6400-6700 PINECREST DRIVE, LLC","C/O B.H. PROPERTIES | 11111 SANTA MONICA BLVD Suite 600, Los Angeles, California 90025",(972) 472-4340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019372,idGROUP,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,
Building 12,TABS2026019371,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,4/1/2026,7/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019371,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 11,TABS2026019370,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,4/1/2026,7/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019370,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 10,TABS2026019369,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,4/1/2026,7/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019369,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 09,TABS2026019368,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,4/1/2026,7/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019368,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 08,TABS2026019367,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,4/1/2026,7/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants","5,486 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019367,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 07,TABS2026019365,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,7/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants.","5,486 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019365,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 06,TABS2026019361,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,4/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants.","5,486 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019361,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Willowbrae Academy Interior Alteration,TABS2026019359,Willowbrae Academy Stoney Hollow,"3411 Los Rios Blvd, Plano, TX 75074",Collin,5/25/2026,6/30/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior lateration of an existing daycare which encompasses converting lrage classrooms into smaller classrooms. Work also updating the existing kitchen.,"3,500 ft 2",VK Smith Realty LLC,"234 Winterhawk Lane, Encinitas, California 92024",858-703-7702,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019359,Hwai Yang Architects,"10450 Donoho Place, Frontenac, Missouri 63131",(314) 853-8008,
Pilates Addiction,TABS2026019358,McKinney Towne Crossing,"8880 State Hwy 121 S, Suite 134, Mckinney, TX 45242",Collin,5/26/2026,8/18/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Commercial Tenant finish (TI) buildout to include new walls, demolition, ductwork, building, electrical, mechanical, and plumbing.  ","1,565 ft 2",MK Town Crossing Associates LLC,"4500 Bissonnet St Suite 200, Bellaire, Texas 77401",(713) 693-1437,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019358,PSA Architects LLC,"8154 Montgomery Rd, Suite 200, Cincinnati, Ohio 45236",513984400,Alex Calle
Building 05,TABS2026019357,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,4/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants.","5,486 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct, Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019357,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 04,TABS2026019356,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,4/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct., Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019356,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 03,TABS2026019354,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,4/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants.","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct., Allem, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019354,RashmiC Inc,"4117 old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 02,TABS2026019353,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,4/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants.","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct., Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019353,RashmiC Inc,"4117 Old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
Building 01,TABS2026019351,Office Park Development,"1315 N. Custer Road, Mckinney, TX 75071",Collin,7/1/2026,4/1/2027,"$765,000",New Construction,"This project is privately funded, on private land for private use.","Single story, wood construction, shell building to be used for future office tenants.","5,275 ft 2",Custer380 Holdings LLC,"2107 Grassland Ct., Allen, Texas 75013",(512)994-7727,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019351,RashmiC Inc,"4117 old Pleasant Ridge Rd, Arlington, Texas 76016",817-891-7918,
NEW SMILES,TABS2026019340,NEW SMILES,"1305 SUMMIT VIEW LANE SUITE 100, Celina, TX 75009",Collin,5/8/2026,6/30/2026,"$200,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT OF DENTAL OFFICE SPACE,"2,305 ft 2",CELINA HILLS PLAZA LLC,"12801 N CENTRAL EXPRESSWAY SUITE 140, DALLAS, Texas 75243",214-801-9797,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019340,TECHNO SYSTEMS INC,"708 BRYSON WAY, SOUTHLAKE, Texas 76092",214-415-0551,HANNAH MARTINEZ
THE OFFICES AT MCKINNEY CROSSING #STE. 904,TABS2026019339,THE OFFICES AT MCKINNEY CROSSING,"3801 N CENTRAL EXPRESSWAY SB BLDG 9, Mckinney, TX 75071",Collin,6/15/2026,12/15/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,013 ft 2",CLF - MCKINNEY 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019339,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MCKINNEY CROSSING #STE. 903,TABS2026019338,THE OFFICES AT MCKINNEY CROSSING,"3801 N CENTRAL EXPRESSWAY SB BLDG 9, Mckinney, TX 75071",Collin,6/15/2026,12/15/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,013 ft 2",CLF - MCKINNEY 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019338,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MCKINNEY CROSSING #STE. 902,TABS2026019337,THE OFFICES AT MCKINNEY CROSSING,"3801 N CENTRAL EXPRESSWAY SB BLDG 9, Mckinney, TX 75071",Collin,6/15/2026,12/15/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,013 ft 2",CLF - MCKINNEY 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019337,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MCKINNEY CROSSING #STE. 901,TABS2026019336,THE OFFICES AT MCKINNEY CROSSING,"3801 N CENTRAL EXPRESSWAY SB BLDG 9, Mckinney, TX 75071",Collin,6/15/2026,12/15/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"1,013 ft 2",CLF - MCKINNEY 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019336,NOVE STUDIO LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MELISSA CENTRAL #206,TABS2026019335,THE OFFICES AT MELISSA CENTRAL,"206 OLIVER DR, Mansfield, TX 75454",Collin,6/1/2026,12/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",GROUND UP SHELL FOR OFFICE SPACE ,"4,400 ft 2","CLG - MELISSA 1, LLC","8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019335,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MELISSA CENTRAL #204,TABS2026019333,THE OFFICES AT MELISSA CENTRAL,"204 OLIVER DR, Melissa, TX 75454",Collin,6/1/2026,12/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",SHELL BLDG FOR OFFICE ,"4,400 ft 2","CLG - MELISSA 1, LLC","8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019333,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MELISSA CENTRAL #202,TABS2026019332,THE OFFICES AT MELISSA CENTRAL,"202 OLIVER DR, Melissa, TX 75454",Collin,6/1/2026,12/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",SHELL BUILDING FOR OFFICES ,"4,400 ft 2","CLG - MELISSA 1, LLC","8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019332,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
THE OFFICES AT MELISSA CENTRAL #200,TABS2026019331,THE OFFICES AT MELISSA CENTRAL,"200 OLIVER DR., Melissa, TX 75454",Collin,6/1/2026,12/1/2026,"$75,000",New Construction,"This project is privately funded, on private land for private use.",SHELL FOR OFFICE SPACE ,"4,400 ft 2","CLG - MELISSA 1, LLC","8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019331,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,
