ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026023018,Heritage Business Park,623,2043,9001,156397.0,3008,a4285b11-90d8-442a-9ba8-d189c04b6f13,900001,"Skavi and Sons, LLC",2026-06-16T15:11:05.107,2026-07-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023018
TABS2026023003,Stonebriar Centre,623,2043,9002,1606364.0,3008,713cb291-26bc-454c-8dd7-a54d9d303255,900001,"Frisco, TX - Dave & Buster's Remodel",2026-06-16T14:01:27.47,2026-08-03T00:00:00,2026-11-09T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023003
TABS2026022998,"The Learning Experience - Melissa, Texas",1117,2043,9001,2500000.0,3008,812dbb02-586a-4280-b317-70a38f7a2371,900001,The Learning Experience,2026-06-16T13:40:17.217,2027-07-01T00:00:00,2029-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022998
TABS2026022993,Serenity Amenity Center,1405,2043,9001,2600000.0,3008,b781e370-6fd6-4e6b-bee8-96b4e7102a57,900001,Serenity Amenity Center,2026-06-16T13:17:51.483,2026-08-01T00:00:00,2027-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022993
TABS2026022980,"GATEWAY OFFICE PARK 4 - MCKINNEY, TX",1107,2043,9001,1000000.0,3008,52881aa3-a349-4892-9508-52462c4a4957,900001,"GATEWAY OFFICE PARK 4 - MCKINNEY, TX",2026-06-16T11:49:55.783,2026-10-01T00:00:00,2027-05-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022980
TABS2026022966,Jiffy Lube,49,2043,9001,950000.0,3008,47380707-5303-4d45-938a-6838bd8a7e0d,900001,"Jiffy Lube Anna, TX",2026-06-16T10:51:17.997,2026-07-15T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022966
TABS2026022949,ELDORADO NEIGHBORHOOD SHOPS MT SHELL 2,1107,2043,9001,209340.0,3008,64179951-bfa9-4eeb-9cb9-dbab55bd0213,900001,ELDORADO FEDEX TFO,2026-06-16T10:09:48.133,2026-08-01T00:00:00,2027-01-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022949
TABS2026022944,FLORENCE MIXED USE,1107,2043,9001,100000.0,3009,6b076fdc-e46a-4732-8ecb-876f62f31cb1,900001,MINDVAULT LLC,2026-06-16T09:49:21.387,2026-08-20T00:00:00,2027-01-20T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022944
TABS2026022931,The Centre at Preston Ridge,623,2043,9002,295000.0,3008,5e66b090-30b5-406f-a03f-c8ba11ba26cd,900001,"Local Infusion - Frisco, TX",2026-06-16T08:37:51.023,2026-09-25T00:00:00,2027-03-19T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022931
TABS2026022927,Pelican Commerce Center,1107,2043,9003,225000.0,3008,531241f0-11f8-4d3a-8503-3ccf278a162c,900001,"Spec Space 118, Building 2",2026-06-16T08:13:00.917,2026-07-15T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022927
TABS2026022926,Pelican Commerce Center,1107,2043,9003,225000.0,3008,d9298bdd-d031-43fa-87a9-8e4de1717a0d,900001,"Spec Space 101, Building 2",2026-06-16T08:04:33.427,2026-07-15T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022926
TABS2026022924,33620 7-Eleven,1362,2043,9002,100000.0,3008,876421fb-a417-48df-9b43-702aa3775bd0,900001,33620 7-Eleven Rev1,2026-06-16T07:55:29.027,2026-08-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022924
TABS2026022923,Pelican Commerce Center,1107,2043,9003,225000.0,3008,807c7a63-b642-485c-9ba4-5d10b189cf20,900001,"Spec Space 102, Building 1",2026-06-16T07:53:40.433,2026-07-15T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022923
TABS2026022922,34703 7-Eleven,1362,2043,9002,425000.0,3008,a133fdfd-d4bd-4be4-bfec-2b73074d7a0f,900001,34703 7-Eleven Rev1,2026-06-16T07:49:14.423,2026-08-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022922
TABS2026022921,34109 7-Eleven,27,2043,9002,100000.0,3008,eae474aa-7984-476b-8ee0-1a6c3a481e30,900001,34109 7-Eleven Rev1,2026-06-16T07:39:12.347,2026-08-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022921
TABS2026022920,20767 7-Eleven,1362,2043,9002,100000.0,3008,755896d1-572b-40a0-8f92-654c919f1d71,900001,20767 7-Eleven Rev1,2026-06-16T07:31:19.473,2026-08-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022920
TABS2026022823,City of Plano,1362,2043,9002,2560600.0,3008,cb7553c5-c88a-4407-9706-0523f653edcc,900001,Windhaven Park Renovation,2026-06-15T10:11:43.46,2026-08-03T00:00:00,2027-08-03T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022823
TABS2026022817,Blast Carwash,1362,2043,9002,500000.0,3008,1c50e9bb-7f61-460f-99e5-730df1db1d25,900001,Blast Carwash,2026-06-15T09:16:07.523,2026-07-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022817
TABS2026022814,CALIBRATE PILATES,1107,2043,9002,225000.0,3009,0b24fa89-5e2d-4a84-9579-3503c5adbc22,900001,CALIBRATE PILATES,2026-06-15T08:41:43.107,2026-08-03T00:00:00,2026-11-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022814
