project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
QUIKTRIP # 963 FRYER PROJECT,TABS2026003505,QUIKTRIP # 963,"1750 WILMETH RD., Mckinney, TX 75071",Collin,1/25/2026,2/9/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INCLUDES RE-ORGANIZATION OF EXISTING KICHEN EQUIPMENT AND ADDITION OF NEW FRYER UNITS. PROJECT 300 SF.,300 ft 2,"QT SOUTH, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003505,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868
Encore Wire HQ - 3rd Floor,TABS2026003487,Encore Wire Headquarters,"1329 Millwood Street, Mckinney, TX 75069",Collin,11/3/2025,2/27/2026,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish-out to the existing white box space on the north side of the 3rd floor and renovation to the existing south side offices to make them match the new north side offices.,"13,520 ft 2",Encore Wire Corporation,"1329 Millwood Street, McKinney, Texas 75069",972.562.9473,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003487,,Conduit Architecture + Design,"711 N. Tennessee Street, McKinney, Texas 75069",972.302.9747
Collin Creek Multifamily,TABS2026003465,Collin Creek Multifamily,"811 N Central Expressway, Plano, TX 75075",Collin,1/1/2026,7/30/2027,"$50,000,000",New Construction,"This project is privately funded, on private land for private use.","The scope of work includes new mechanical, electrical, plumbing, core + shell spaces for tenants, elevators, apartments, a pool, a fitness center, an amenity deck and a loading dock.","230,000 ft 2",Centurion American,"1800 Valley View Lane, Suite 300, Farmers Branch, Texas 75234",(469) 892-7200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003465,,Merriman Anderson Architects,"300 N. Field St., Dallas, Texas 75202",214-764-3246
ECSS 2.103 & 2.104 Renovation,TABS2026003460,Engineering & Computer Science South,"800 W Campbell Rd Building designator ""ECSS"", Richardson, TX 75080",Collin,11/24/2025,10/11/2027,"$420,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Repurposing an existing student computer lab to create a new classroom space that can be subdivided into three separate classrooms using two Modernfold partition doors and repurposing an existing lab server room into an office space.,"5,247 ft 2",Univ of Tex at Dallas,"2601 N Floyd Rd, Richardson, Texas 75080",(972) 883-2241,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003460,,"NBB Architecture, Inc.","5006 Lake Forest Dr, Rowlett, Texas 75088",(214) 923-6136
Winwater - Melissa,TABS2026003453,North Texas Winwater,"3616 Sam Rayburn Hwy, Melissa, TX 75454, Melissa, TX 75454",Collin,11/3/2025,8/5/2026,"$5,500,000",New Construction,"This project is privately funded, on private land for private use.","15,927 SF Pre Engineered Metal Building for a plumbing supply house","15,927 ft 2","Wholesalers Property Co., LLC","3110 Kettering Blvd, Dayton, Ohio 45439",937-531-5258,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003453,Zac Hansen,OneFourTwo Architecture PC.,"380 Interstate North Pkwy SE Suite 210, Atlanta, Georgia 30339",770.541.1700
Allen MOB - Suite 145 - Suncreek Ortho,TABS2026003418,Allen MOB,"504 North Watters Rd, Suite 145, Allen, TX 75013",Collin,11/24/2025,2/27/2026,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",1900 SF tenant finish-out for an orthodontist in a newly constructed 1-story wood framed medical office building.,"1,900 ft 2",Boba Fett Holdings LLC,"5880 Ashmill Dr Suite 100, Plano, Texas 75024",(469) 333-1031,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003418,,Boulder Associates Architects,"5646 Milton Street Suite 240, Dallas, Texas 75206",214-420-5700
QUIKTRIP # 915 FRYER PROJECT,TABS2026003408,QUIKTRIP # 915,"5530 ELDORADO PKWY, Frisco, TX 75034",Collin,1/25/2026,2/9/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INCLUDES RE-OGANIZATION OF EXISTING KITCHEN EQUIPMENT AND ADDITION OF NEW FRYER UNITS. PROJECT 300 SF.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003408,,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868
Solis Plano,TABS2026003396,Solis Mammography,"5920 West Parker Road Suite #200, Plano, TX 75093",Collin,10/15/2025,4/15/2026,"$176,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING.","5,756 ft 2",DIAMOND H CAPITAL,"5896 VERSAILLES AVE, FRISCO, Texas 75034",(972) 489-7878,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003396,,idGroup,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800
Spanish Schoolhouse,TABS2026003387,Legacy Ranch plaza,"2115 McKinney Street, Melissa, TX 75454",Collin,12/31/2025,6/30/2026,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out for a new day care,"7,304 ft 2",Bhadresh Trivedi,"2504 Looftmoor Lane, Plane, Texas 75025",(214) 777-2288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003387,,Rawls Culver Architects,"901 N. Mcdonald Street suite 203, McKinney, Texas 75072",(972) 529-9790
ISA Office Expansion,TABS2026003376,Renner Business Park,"3301 E Renner Road Suite 100, Richardson, TX 75082",Collin,11/10/2025,2/16/2026,"$592,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",This is an interior remodel in an existing building. ,"12,926 ft 2",Pool 2 Industrial TX LLC,"C/O EQT Exeter 101 W ELM Street, Su. 600, Conshohocken, Pennsylvania 19428",(214) 288-1489,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003376,Innovative Signal Analysis,Space Planning Specialists,"906 Cottonwood Way, Josephine, Texas 75189",(972) 414-9391
StrideCare Plano,TABS2026003375,StrideCare Plano,"5068 W Plano Parkway, Plano, TX 75093",Collin,11/1/2025,1/31/2026,"$2,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation,"4,000 ft 2","OrthoParkway, LLC","251 E Southlake Blvd., Southlake, Texas 76092",817.337.3433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003375,Emily Holland,Covenant Architecture,"106 E Church St., Weatherford, Texas 76086",(817) 565-9826
Alpha and Omega Gymnastics -Celina Tx,TABS2026003357,Alpha and Omega Gymnastics,"1250 S Oklahoma Dr, Celina, TX 75009",Collin,12/14/2025,4/16/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out of an existing leased space ,"10,806 ft 2",B & B Property Group LLC,"2000 Huntley Pkwy, Pelham, Alabama 35124",(205) 664-6770,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003357,,ID Studio4,"6201 Campus Circle Dr E, Irving, Texas 75063",(469) 579-2227
Princeton Point,TABS2026003335,Princeton Point,"NE corner of FM 982 and FM 546, Princeton, TX 75407",Collin,3/1/2026,11/1/2027,"$300,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Multifamily site with 360 units, 14 residential buildings, clubhouse, 9 garages and 16 carports","327,459 ft 2",Journeyman,"1000 NORTH LAMAR SUITE 400, AUSTIN, Texas 78747",(512) 247-7000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003335,,,,
LITTLE CEASARS,TABS2026003324,LEGACY PLAZA SHOPPING CENTER,"6921 INDEPENDANCE PARKWAY  SUITE 120, Plano, TX 75023",Collin,11/21/2025,2/21/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH-OUT OF AN EXISTING SPACE INTO A LITTLE CAESARS DELIVERY/TAKE-OUT UNIT.,"1,532 ft 2",TECHNI-CENTER PARTNERS,"4350 BELTWAY DR, ADDISON, Texas 75001",(214) 789-9019,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003324,SUKHPREET BRAR,ZSUDIO DESIGN,"2225 S 1ST ST, GARLAND, Texas 75041",(972) 897-3966
McKinney Convenience Store,TABS2026003306,McKinney Convenience Store,"3994 McKinney Ranch Pkwy, Mckinney, TX 75070",Collin,1/8/2026,10/8/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","New 5,508 square foot convenience store with 6 fuel dispensers.","5,508 ft 2","Karvi 4 Ventures, LLC","803 W Southlake Blvd, Ste. 100, Southlake, Texas 76092",(469) 360-1738,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003306,,Atlar Group,"10109 Louetta Rd, Suite 103, Houston, Texas 77070",(713) 248-7752
Sapience Analytics,TABS2026003299,Square at Craig Ranch,"7850 Collin McKinney Parkway, Mckinney, TX 75070",Collin,11/15/2025,1/30/2026,"$236,148",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space within commercial office building.,"4,326 ft 2",CR Wellness Building LP,"4900 Main Street, Suite 800, Kansas City, Missouri 64112",(602) 230-3500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003299,Jannie Goods,Go Studio,"1201 Main Street, Suite 1370, Dallas, Texas 75202",(214) 420-4646
Haggard Library LTS & Programming Manager Offices,TABS2026003282,Haggard Library,"2501 Coit Road, Plano, TX 75075",Collin,1/5/2026,2/1/2026,"$75,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Demo storefront system & infill w/ drywall. Build new wall to create private office. Demo wallcovering; paint & add outlets.,675 ft 2,City of Plano,"1520 K Ave. Suite 250, Plano, Texas 75074",(972) 941-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003282,,,,
3rd Floor Public Corridor,TABS2026003281,Square at Craig Ranch,"7850 Collin McKinney Parkway, Mckinney, TX 75070",Collin,11/15/2025,1/30/2026,"$83,364",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation / extension of public corridor within commercial office building.,695 ft 2,CR Wellness Building LP,"4900 Main Street, Suite 800, Kansas City, Missouri 64112",(602) 230-3500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003281,,Go Studio,"1201 Main Street, Suite 1370, Dallas, Texas 75202",(214) 420-4646
Hilton Pergola,TABS2026003280,Hilton,"5805 Granite Parkway, Plano, TX 75024",Collin,10/20/2025,11/10/2025,"$131,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Custom built aluminum with red iron post. Detached from building with polycarbonate cover, first 10ft will be non-combustible aluminum pan roof. 3,000SF.","3,000 ft 2",5805 Granite Pkwy Owner LLC,"11770 US Highway 1, Suite 202, North Palm Beach, Florida 33408",(305) 500-9998,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003280,,,,
Peak Physical Therapy - Richardson East,TABS2026003251,Richardson Medical Village,"3261 E. President George Bush Hwy Suite 115, Richardson, TX 75080",Collin,10/20/2025,12/19/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This project is the tenant buildout of a 1817 sf ground floor suite in an existing tenant building. Intended use is for outpatient physical therapy. No change in egress, occupancy, or structure are anticipated in the scope of work. ","1,817 ft 2","HHRE Richardson MOB, LLC","5550 W. Executive Dr, Suite 550, Tampa, Florida 33609",(813) 229-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003251,"Upstream Growth Partners, LLC dba Peak PT",H2A Architecture & Design,"2475 Northwinds Parkway Ste 200, Alpharetta, Georgia 30009",(404) 683-1156
Carefirst Urgent Care & Emergency Center,TABS2026003205,Carefirst Urgent Care & Emergency Center,"10865 Preston Rd., Frisco, TX 75033",Collin,2/1/2026,2/28/2027,"$600,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Interior finish-out for an urgent care and emergency center.,"6,633 ft 2",Indo Pak Frisco Llc,"2170 Kimbrough Dr, Irving, Texas 75038",(917) 226-8309,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003205,,D1 Architect & Associates Inc.,"13601 Preston Road 820W, Dallas, Texas 75240",(972) 978-5378
MLP-7 Roof Replacement,TABS2026003191,MLP-7,"4280 Mapleshade Ln, Plano, TX 75075",Collin,3/2/2026,11/3/2026,"$1,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New Roof System, Access Ladders, Fall Protection, Masonry Repair, Window Repair, Sidewalk Improvements, Misc work","28,000 ft 2",North Texas Transit Authority,"5900 W. Plano Parkway, Plano, Texas 75093",214-224-3080,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003191,,,,
