project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Nekter McKinney West University Drive,TABS2025011313,Nekter Juice Bar,"2014 West University Dr Suite 340, Mckinney, TX 75070",Collin,2/14/2025,4/30/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation including non-structural wall, alteration of plumbing, and some mechanical.",900 ft 2,Younger Partners,"14643 Dallas Pkwy, Suite 950, Dallas, Texas 75254",(512) 632-6783,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011313,"Joshua Carrell, Architect","215 Spruce Street, Shelley, Idaho 83274",(707) 328-3731,Kasey Lee Najjar
Endoscopy Suite Renovation,TABS2025011295,Medical City Plano,"3901 W 15th ST, Plano, TX 75075",Collin,3/1/2025,8/1/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATION OF (4) FIRST FLOOR ENDOSCOPY ROOMS, DICTATION, CORRIDOR, BREAKROOM, STORAGE, OFFICE, NURSE STATION AND A CLEAN UTILITY TO INCLUDE NEW EQUIPMENT AND FINISHES THROUGHOUT.","5,262 ft 2",Janiero Jones,"3901 W 15th St., Plano, Texas 75075",(702) 350-6571,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011295,,,,
Interior Finish out for Pelican Liquor,TABS2025011262,Pelican Liquor,"2801 S Stoneridge Drive, Mckinney, TX 75070",Collin,4/1/2025,7/30/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.",Interior finish out for liquor store in a newly built shopping center. This is the first-generation space.,"3,000 ft 2",Banyan Houston,"P.O. Box 16954, Sugar Land, Texas 77498",(281) 512-6604,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011262,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 76016",(817) 891-7918,Manthan Patel
NOHA,TABS2025011228,MINDFUL PEDIATRIC DENTISTRY ORTHODONTICS,"2510 N. HARDIN BLVD. SUITE 100, Mckinney, TX 75071",Collin,3/27/2025,9/22/2025,"$320,055",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE ,"2,190 ft 2","SHOPS AT PAINTED TREE, LLC.","3773 RICHMOND AVENUE SUITE 800, HOUSTON, Texas 77046",713 623-6944,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011228,,,,
RealTime,TABS2025011200,Legacy VI,"5217 Tennyson Pkwy, Ste 150, Plano, TX 75024",Collin,2/17/2025,5/30/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of an existing shell building.,"4,473 ft 2",Lincoln Property Company,"811 Douglas Ave Suite 600, Dallas, Texas 75225",(214) 740-3498,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011200,O'Brien Architects,"1722 Routh Street, Suite 122, Dallas, Texas 75201",(972) 788-1010,
Jonsson Boulevard and Tatum Street Improvements,TABS2025011193,Roadway Reconstruction Project,"Jonsson Boulevard and Tatum Street, Richardson, TX 75082",Collin,4/1/2025,10/31/2025,"$3,700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",The project includes reconstruction of roadway of Jonsson and Tatum with sidewalk along most of it.,"1,500 ft 2",City of Richardson,"2360 Campbell Creek Blvd., Suite 525, Richardson, Texas 75082",(972) 744-5893,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011193,"Teague, Nall and Perkins, Inc.","825 Watters Creek Blvd. Ste. M300,, Allen, Texas 75013",214-988-9923,
Spring Valley Rd. and Abrams Rd. Intersection Improvements,TABS2025011192,Roadway Reconstruction Project,"Spring Valley Rd. and Abrams Rd. Intersection,, Richardson, TX 75082",Collin,3/1/2025,7/31/2025,"$900,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",The project includes reconstruction of the Spring Valley Rd. and Abrams Rd. Intersection,"1,500 ft 2",City of Richardson,"2360 Campbell Creek Blvd., Suite 525, Richardson, Texas 75082",(972) 744-4282,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011192,"Teague, Nall and Perkins, Inc.","825 Watters Creek Blvd. Ste. M300,, Allen, Texas 75013",214-988-9923,
Office Remodel for MPS Acoustics,TABS2025011182,1100 Professional,"1100 Professional Drive Suite 100, Plano, TX 75074",Collin,3/10/2025,6/2/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",This is an interior remodel in existing office area. ,"12,990 ft 2","Mapletree US Management, LLC","5757 Alpha Road, Suite 430, Dallas, Texas 75240",(408) 398-2356,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011182,"Space Planning Specialists, LLC","906 Cottonwood Way, Josephine, Texas 75189",(972) 414-9391,Andrew Vawter
Fields West,TABS2025011125,Block E Multifamily,"5001 Owensboro Drive, Frisco, TX 75034",Collin,12/10/2025,3/25/2027,"$1,200,500",New Construction,"This project is privately funded, on private land for private use.",New construction of two wood framed multifamily for-rent apartment buildings totaling 290k square feet; one slab on grade and one over a retail podium. Includes a pool courtyard and an enclosed courtyard. (Garage and retail podium by others),"290,000 ft 2",Columbus Realty Partners,"8343 Douglas Avenue Suite 360, Dallas, Texas 75225",(469) 446-0269,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011125,GFF Design,"1701 River Run Suite 800, Fort Worth, Texas 76107",(817) 303-1500,
"Shell Building - Celina, TX",TABS2025011082,Shell Building,"3520 S. Preston Road, Celina, TX 75009",Collin,6/1/2025,2/28/2026,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.","New 2,412 sq ft building shell.","2,412 ft 2",Red Sky Holdings,"904 Hidden Meadow Ct., Southlake, Texas 76092",(504) 428-4111,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011082,Franz Architects,"7608 Benbrook Parkway, Benbrook, Texas 76126",(817) 737-9922,
Genesis 10,TABS2025011055,Tennyson Office Center I,"6100 Tennyson Parkway Suite 225, Plano, TX 75024",Collin,2/10/2025,4/1/2025,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to tenant suite ,"9,260 ft 2","Tennyson Office Center, LLC","1475 Powell St, Emeryville, California 94608",(972) 284-1000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011055,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Melissa ISD Middle School #2 - Golf Pavilion,TABS2025011027,Melissa ISD Middle School #2 - Golf Pavilion,"3840 FM 545, Melissa, TX 75454",Collin,3/1/2025,11/26/2025,"$3,100,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","new construction, II-B construction. E Occupancy. Pre Engineered Metal Building with golf landscaping.","10,000 ft 2",Melissa Schools,"1904 Cooper Street, Melissa, Texas 75454",(972) 837-2411,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011027,WRA Architects,"6000 Headquarters Drive, #600, Plano, Texas 75024",214-764-5791,
Collin College Health Science Center,TABS2025011022,Collin College Helth Science Center,"9700 Wade Blvd., Frisco, TX 75035",Collin,2/28/2025,6/1/2026,"$53,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","A ground up, 3 stories health science educational facility of approx. 115,000 sqft.","115,000 ft 2",Collin County Community College District,"3452 Spur 399, McKinney, Texas 75035",(972) 758-3891,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011022,"PBK Architects, Inc.","14001 North Dallas Parkway Suite 400, Dallas, Texas 75240",(972) 233-1323,
VU.VO (ALLEN),TABS2025010989,CLEARSTONE DENTAL,"240 EXCHANGE PKWY SUITE 120, Allen, TX 75013",Collin,4/1/2025,7/31/2025,"$489,900",New Construction,"This project is privately funded, on private land for private use.",INTERRIOR FINISH OUT FOR DENTAL,"3,138 ft 2","CSDONE HOLDINGS, LLC","1228 EAST EXCHANGE PKWY #120, ALLEN, Texas 75002",504-913-6787,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010989,,,,
Allen Lund Co. Expansion,TABS2025010951,Preston Park Towers West,"4975 Preston Park Blvd. Suite 330W, Plano, TX 75093",Collin,2/10/2025,3/24/2025,"$115,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to tenant Suite ,"5,875 ft 2",Preston Park Office Center LLC/TerraCap Management,"999 Vanderbilt Beach Rd. Suite 701, Naples, Florida 34108",(239) 540-2022,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010951,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Tennessee 75240",972770222,
Office Warehouse Pest Defense,TABS2025010923,Home Team Pest Defense,"3275 N. Mc Donald Street Suite 6, Mckinney, TX 75071",Collin,3/3/2025,5/30/2025,"$750,000",New Construction,"This project is privately funded, on private land for private use.",Office warehouse finish out ,"2,030 ft 2","Recursive, LLC","4004 Goldfinch Hvn, Melissa, Texas 75454",(469) 666-0022,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010923,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 864-8702,
Office Warehouse Pest Defense,TABS2025010920,Home Team Pest Defense,"3275 N. Mc Donald Street Suite 5, Mckinney, TX 75071",Collin,3/3/2025,5/30/2025,"$75,000",New Construction,"This project is privately funded, on private land for private use.",2030 office warehouse finish out,"2,030 ft 2",Bektop LLC,"8817 Casa Grande Drive, Plano, Texas 75025",(347) 586-9556,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010920,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 864-8702,Home Team Pest Defense
Shell Retail Building C,TABS2025010898,Shell Retail Building C,"SW Corner Independence Parkway & Virginia Parkway, Mckinney, TX 75072",Collin,6/1/2025,2/1/2026,"$38,400,000",New Construction,"This project is privately funded, on private land for private use.",Construction of single-story retail shell building.,"9,600 ft 2",Azaan Realty Group,"12996 Yale Circle, FRisco, Texas 75035",(469) 990-9927,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010898,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 75035",(817) 891-7918,
Shell Medical Building B,TABS2025010897,Shell Medical Building B,"SW Corner Independence Parkway & Virginia Parkway, Mckinney, TX 75072",Collin,6/1/2025,2/1/2026,"$1,755,000",New Construction,"This project is privately funded, on private land for private use.",Construction of single-story shell medial building B,"5,850 ft 2",Azaan Realty Group,"12996 Yale Circle, FRisco, Texas 75035",(469) 990-9927,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010897,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 75035",(817) 891-7918,
Shell Medical Building A,TABS2025010896,Shell Medical Building A,"SW Corner Independence Parkway & Virginia Parkway, Mckinney, TX 75072",Collin,6/1/2025,2/1/2026,"$1,755,000",New Construction,"This project is privately funded, on private land for private use.",Construction of single-story shell medical building.,"5,850 ft 2",Azaan Realty Group,"12996 Yale Circel, FRisco, Texas 75035",(469) 990-9927,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010896,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 75035",(817) 891-7918,
