project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
ENT Office Expansion,TABS2026006491,Medical Office,"2016 W. White St. Suite 100, Anna, TX 75409",Collin,1/5/2026,3/27/2026,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Expansion of existing physician office into adjacent empty shell space and renovations of existing space necessary for connection,857 ft 2,ORL I LLC,"6717 Eldorado Pkwy Suite 140, McKinney, Texas 75070",(972) 731-7654,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006491
Preston Corner Retail Building - Lot 2,TABS2026006468,Preston Corner Retail Building - Lot 2,"4400 South Preston Road, Celina, TX 75009",Collin,12/20/2025,3/1/2026,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.",New construction of retail office building ,"13,635 ft 2","L2 Preston N. Frontier, LLC","13727 Balint Lane, Frisco, Texas 75035",(713) 751-9890,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006468
Master-Halco Office Warehouse,TABS2026006437,Master-Halco,"3500 Industrial Drive, Melissa, TX 75454",Collin,1/15/2026,1/15/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New free standing Office/Warehouse ,"20,140 ft 2","Master-Halco, Inc.","3010 Lyndon B Johnson Fwy, Suite 800, Dallas, Texas 75234",888-643-3623,,"Seitz Architects, Inc.","506 Meadowlake Lane, Heath, Texas 75032",(214) 537-9981,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006437
Public Storage HQ,TABS2026006400,Hall Park,"2811 Internet Blvd, Frisco, TX 75034",Collin,1/1/2026,6/30/2026,"$5,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of existingtwo story building,"119,091 ft 2",Hall G3 II LLC,"2811Internet Blvd, Frisco, Texas 75034",(469) 460-6028,,O'Brien Architects,"1722 Routh Street Ste 122, Dallas, Texas 75201",(972) 788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006400
Yellow Door Storage,TABS2026006387,Yellow Door Storage Celina,"TBD Dotter Rd., Celina, TX 75009",Collin,3/1/2026,3/1/2027,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.",New self-storage facility,"120,000 ft 2",Yellow Door Storage Celina LLC,"212 S Elm St, Denton, Texas 76201",(940) 220-7599,,BACA Architects,"100 North Travis Street Ste. 500A, Sherman, Texas 75090",(903) 893-5800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006387
MAA Frisco Bridges #340,TABS2026006385,MAA Frisco Bridges,"7777 Warren Pkwy, Frisco, TX 75034",Collin,11/19/2025,1/31/2026,"$190,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition to a white box with ADA compliant restroom, electrical room, Janitor closet",666 ft 2,Post Fb 1 Limited Partnership,"4401 Northside Parkway NW Suite 600, Atlanta, Georgia 30327",(404) 207-8294,,1 Common Ground,"3416 Singletree Trail, Plano, Texas 75023",817-913-5143,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006385
Stacy Medical Office,TABS2026006338,Stacy Medical Office,"Northwest Corner, Mckinney, TX 75076",Collin,12/15/2025,3/15/2026,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.",New build of office medical space,"9,936 ft 2","Skyvance, LLC","820 Saddlebrook Drive, Allen, Texas 75002",(214) 934-0174,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006338
Zarminali Health,TABS2026006333,Stonebridge Crossing,"6700 Virginia Parkway, Mckinney, TX 75071",Collin,12/17/2025,3/18/2026,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",THE WORK INCLUDES: THE LIMITED DEMOLITION OF INTERIOR NON-LOAD BEARING PARTITION WALLS; THE CONSTRUCTION OF NEW INTERIOR NON-LOAD BEARING PARTITION WALLS; THE CONSTRUCTION AND INSTALLATION OF NEW INTERIOR FINISHES INCLUDING LAY-IN CEILINGS AND LED LI,"5,495 ft 2",BARCLAY/TEXAS HOLDINGS II,"2415 E CAMELBACK RD STE 900, Phoenix, Arizona 85016",(623) 556-7699,Zarminali Health,Onyx Creative,"25001 Emery Rd, Suite 400, cleveland, Ohio 44128",(216) 223-3226,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006333
Calvary Metal Building,TABS2026006332,CCM,"6071 Ridge Road, Mckinney, TX 75071",Collin,1/1/2026,12/31/2026,"$600,000",New Construction,"This project is privately funded, on private land for private use.",4500 sq ft metal building,"4,500 ft 2",Calvary Chapel McKinney,"PO Box 6156, McKinney, Texas 75071",(945) 304-0964,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006332
Habitat Plants & Coffee,TABS2026006330,Preston Towne Crossing,"4817 W Park Boulevard Suite 815, Plano, TX 75093",Collin,12/1/2025,1/12/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of existing 2,594 Sq/Ft retail space for coffee and plant shop","2,594 ft 2","Preston Gold (Edens), LLC","11000 Richmond Avenue Suite 350, Houston, Texas 77042",(832) 776-8885,,Triplett,"14555 Dallas Parkway Suite 100-304, Dallas, Texas 75254",(806) 223-6611,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006330
Mirabella Phase 1,TABS2026006326,Mirabella Phase 1,"W University Dr, Prosper, TX 75078",Collin,11/24/2025,3/2/2026,"$145,817",New Construction,"This project is privately funded, on private land for private use.","Mirabella Phase 1 encompasses development of 142 residential lots, including mass grading for both Phase 1 and future Phase 2 areas to balance cut and fill across the site. The work includes clearing, grading, and preparing building pads, streets, an","4,966,000 ft 2",JEN TEXAS 40 LLC,"680 5TH AVE FL 25, New York, New York 10019",(214) 543-5062,,Spiars Engineering,"765 Custer Road, Suite 100, Plano, Texas 75075",(972) 422-0077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006326
MAA Legacy F7,TABS2026006322,MAA Legacy,"7140 Bishop Road Unit F7, Plano, TX 75024",Collin,11/19/2025,1/31/2026,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Demolition to a white box with ADA compliant restroom,653 ft 2,MAA Wwarrs LLC,"6815 Poplar Avenue Suite 500, Germantown, Tennessee 38138",(404) 207-8294,,1 Common Ground,"3416 Singletree Trail, Plano, Texas 75023",817-913-5143,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006322
Abercrombie & Fitch,TABS2026006312,Stonebriar Mall,"2601 Preston Road, Frisco, TX 75034",Collin,3/2/2026,6/9/2026,"$1,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New tenant build out in a newly redemised space; 9,547 sqft","9,547 ft 2",Brookfield Properties,"PO Box 101042, Chicago, Illinois 60610",(469) 920-2108,Jen Highlander,"Shremshock Architects, Inc","7775 Walton Parkway, Suite 250, New Albony, Ohio 43054",614-545-4550,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006312
"Installation of Traffic Signals (CSJ: 0281-01-041, etc.)",TABS2026006308,"CSJ: 0281-01-041, etc.","Various Locations, Josephine, TX 75164",Collin,6/1/2026,2/1/2027,"$55,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Traffic signal installations.,360 ft 2,TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006308
Viva Senior Living at Princeton,TABS2026006210,Villas Ascunsion,"830 E Princeton Drive, Princeton, TX 75407",Collin,11/1/2025,6/1/2026,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of assisted living facility. Approximately 95,000 sf.","95,000 ft 2",Princeton Dr SPE LLC,"5806 Mesa Drive, Austin, Texas 78746",(877) 774-4240,,Irwin Partners Architects,"245 Fischer Ave, B-2, Costa Mesa, California 92626",(714) 557-2448,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006210
WRIGHT,TABS2026006129,EDEN DENTAL AESTHETICS,"7200 BISHOP RD. SUITE 240, Plano, TX 75024",Collin,12/9/2025,3/9/2026,"$321,900",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL ,"1,915 ft 2",SHOPS AT LEGACY  KRG LLC,"30 South Meridian St.,Suite 1100, Indianapolis, Indiana 46204",(469) 389-5590,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006129
LJA Engineering – McKinney TX Exp TI – Phase 3,TABS2026006123,Summit Park,"2150 S Central Expressway, Mckinney, TX 75070",Collin,12/1/2025,3/1/2026,"$475,100",Renovation/Alteration,"This project is privately funded, on private land for private use.",Selective demolition of existing interior fit-out to coordinate with new plan. New interior construction to include new open. ,"4,751 ft 2",Brandon Summit HUI LLC,"8270 SE 31st St., Mercer Island, Washington 98040",214.699.1558,Joseph Gallegos,HOK,"3200 Southwest Fwy #900, Houston, Texas 77027",713-407-7711,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006123
"CNM SHELL - FRISCO, TX",TABS2026006097,"CNM SHELL - FRISCO, TX","12923 MAIN ST, Frisco, TX 75034",Collin,2/1/2026,7/31/2026,"$2,300,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Shell Building,"32,851 ft 2",CNM 2021 LLC,"2401 FOUNTAIN VIEW DR STE 502, HOUSTON, Texas 77057",(717) 816-3117,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006097
TABULA RASA,TABS2026006089,-,"4980 MCDERMOTT RD, Plano, TX 75024",Collin,12/10/2025,3/15/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR BUILD OUT ,"5,000 ft 2",12R GROUP LLC,"3504 GREENMOUNTAIN PL, MCKINNEY, Texas 75070",(972) 822-1731,ROHIT VANKAMAMIDI,DIMENSIONS ARCHITECT,"8330 LBJ FRWY #STE. 495, DALLAS, Texas 75207",(214) 220-3800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006089
Urban Garages Melissa Building 4,TABS2026006088,Shell Flex Building 4,"1819 McKinney Street, Melissa, TX 75454",Collin,12/15/2025,8/28/2026,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",New Shell Flex Building,"19,000 ft 2","Urban Garages Melissa, LLC","8951 Collin McKinney Pkwy Ste. 201, McKinney, Texas 75070",469-252-1123,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006088
Urban Garages Melissa Building 3,TABS2026006072,Shell Flex Building 3,"1821 McKinney Street, Melissa, TX 75454",Collin,12/15/2025,8/28/2026,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",New Shell Flex Building,"19,000 ft 2","Urban Garages Melissa, LLC","8951 Collin McKinney Pkwy Ste. 201, McKinney, Texas 75070",469-252-1123,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006072
Wyatt Elementary School Playground Additions,TABS2026006062,Wyatt Elementary School,"8900 Coit Rd, Plano, TX 75025",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds.,"23,900 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006062
Wells Elementary School Playground Additions,TABS2026006058,Wells Elementary School,"3427 Mission Ridge Rd, Plano, TX 75023",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds.,"23,900 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006058
Memorial Elementary School Playground Additions,TABS2026006056,Memorial Elementary School,"2203 Laurel Ln, Plano, TX 75074",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds.,"23,900 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006056
Texas Health Hospital Frisco - Emergency Department Renovation,TABS2026006053,Texas Health Hospital Frisco,"12500 Dallas Parkway, Frisco, TX 75033",Collin,1/5/2026,2/16/2026,"$313,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of emergency department control station to enclose it by adding glass above counter, wall and door with card reader. Renovating ""check-out"" stations that are not needed to be sub-wait bays",300 ft 2,Texas Health Resources,"12400 Dallas Parkway, Frisco, Texas 75033",(469) 495-2056,,HKS Inc.,"350 N. St. Paul St. Suite 100, Dallas, Texas 75201",(215) 969-5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006053
McCall Elementary School Playground Additions,TABS2026006052,McCall Elementary School,"6601 Cloverhaven Way, Plano, TX 75074",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds.,"23,900 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006052
Hightower Elementary School Playground Additions,TABS2026006049,Hightower Elementary School,"2601 Decator Dr, Plano, TX 75093",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds.,"33,800 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006049
DSP Richardson Innovation Center,TABS2026006047,DSP Richardson Innovation Center,"2801 Telecom Parkway, Richardson, TX 75082",Collin,12/2/2025,10/30/2026,"$21,000,000",New Construction,"This project is privately funded, on private land for private use.",This project consists of a new 343557 sqft construction with site improvements. ,"343,557 ft 2","HIG/DSP RICHARDSON OWNER, LLC","350 W. Hubbard St. Suite 605, chicago, Illinois 60654",(630) 204-9352,,Alliance Architects,"1600 N. Collins Blvd Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006047
Hedgcoxe Elementary School Playground Additions,TABS2026006043,Hedgcoxe Elementary School,"7701 Prescott Dr, Plano, TX 75025",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds. ,"24,100 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006043
Haun Elementary School Playground Additions,TABS2026006039,Haun Elementary School,"4500 Quincy Ln, Plano, TX 75024",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds. ,"17,500 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006039
Gulledge Elementary School Playground Additions,TABS2026006035,Gulledge Elementary School,"6801 Preston Meadow Dr, Plano, TX 75204",Collin,3/1/2026,8/1/2026,"$650,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replacing two existing playgrounds on the school site with new playgrounds.,"21,300 ft 2",Plano ISD,"2700 W. 15th Street, Plano, Texas 75075",(469) 752-1484,,"RLK Engineering, Inc.","111 W. Main St., Allen, Texas 75013",(972) 359-1733,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006035
CHST MCP Bed Storage,TABS2026006033,Children's Medical Center Plano,"7601 Preston Rd, Plano, TX 75024",Collin,1/1/2026,3/20/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation in Children's Medical Center Plano Engineering Department to provide a new bed storage room. Scope will include minor demolition of electrical and data outlets, installation of new finishes, and installation of new bed storage equipment.","1,022 ft 2",Children's Health System of Texas,"1935 Medical District Drive, Dallas, Texas 75235",(214) 244-9109,,GUIDE Architecture,"1108 Quaker Street Suite 130, Dallas, Texas 75207",(214) 960-9773,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006033
PURE GREEN,TABS2026006020,FORT BUCKNER,"4058 W UNIVERSITY DR STE 160, Mckinney, TX 75071",Collin,1/12/2026,3/16/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT INTERIOR ALTERATION TO INCLUDE NEW WALLS FINISHES FIXTURES AND PAINT,"1,200 ft 2",MCKINNEY 380 NORTH RETAIL/MF LTD,"1110 COWAN RD, CELINA, Texas 75009",(682) 207-8464,ANNA PARKER-LAMPE,ARCVISION,"1950 Craig Rd. Ste 300, St Louis, Missouri 63146",(336) 830-1111,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006020
14th Floor Corridor,TABS2026006002,Ryan Tower,"8101 Windrose Avenue, Plano, TX 75024",Collin,11/30/2025,12/31/2025,"$259,000",New Construction,"This project is privately funded, on private land for private use.",THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL COMMON AREA FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE FOR THE ABOVE NAMED TENANT. SCOPE INCLUDES HVAC AND ELECTRICAL.,"1,808 ft 2",Ryan Tower Property Owner,"8111 Douglass Ave Suite 600, Dallas, Texas 75225",(214) 587-5314,,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 808-1759,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006002
