ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026024148,ALEAF INSURANCE,623,2043,9002,300000.0,3008,460d4f0b-0f12-4a53-baec-8aceff4842c6,900001,ALEAF INSURANCE,2026-06-30T11:14:47.187,2026-08-03T00:00:00,2026-11-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024148
TABS2026024114,IMAGINE AT COLEMAN,1408,2043,9001,695000.0,3008,5531d1d1-5992-4fd7-bcac-1cb4c9dec506,900001,IMAGINE AT COLEMAN,2026-06-30T01:48:49.887,2026-08-01T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024114
TABS2026024104,TXB,1405,2043,9001,700000.0,3008,b9381f1d-3f02-491e-9de2-f8afea9fa1ef,900001,TXB - D2300119,2026-06-29T22:04:19.197,2025-07-30T00:00:00,2027-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024104
TABS2026024062,Angel warehouse,1362,2043,9002,200000.0,3008,c3d94c56-f45b-4826-9354-17ed114f05bd,900001,Angel Warehouse Suite 102,2026-06-29T14:41:06.23,2027-01-01T00:00:00,2027-07-09T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024062
TABS2026024058,Angel warehouse,1362,2043,9002,200000.0,3008,8f46f280-9a34-49ab-a4ac-2308413b9722,900001,Angel Warehouse Suite 101,2026-06-29T14:16:15.247,2027-01-01T00:00:00,2027-07-09T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024058
TABS2026024036,Same as Project Name,1522,2043,9002,80000.0,3009,b2487c7b-b18f-4c65-bf75-b03cb776a817,900001,Reflexology Spa,2026-06-29T12:16:53.473,2026-07-13T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024036
TABS2026024022,Republic Services,1362,2043,9002,1400000.0,3008,65ce7773-6aa0-490f-97c0-4373e35077fe,900001,Hauling Facility Renovations for Republic Services,2026-06-29T11:10:44.423,2026-07-31T00:00:00,2027-01-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024022
TABS2026024021,BAYLOR SURGICARE AT CENTENNIAL,623,2043,9002,195000.0,3008,45451d77-26bd-45da-b2d0-9c1efbac68ca,900001,USPI Centennial Frisco ASC - Admin Suite,2026-06-29T11:08:32.337,2026-07-13T00:00:00,2026-11-02T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024021
TABS2026024015,Lana Plano Franchise,1362,2043,9002,250000.0,3008,cd24e091-97b5-4a61-9957-b3883c30c0bf,900001,Lana Plano Franchise,2026-06-29T09:38:05.543,2026-07-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024015
TABS2026024002,Lotus Dr Building,1362,2043,9002,1250000.0,3008,e002fb68-c87a-41d3-a78e-5a87ceea357b,900001,Delta Lab RP48,2026-06-29T09:02:01.06,2026-07-27T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024002
TABS2026023982,PRICE KUBECKA,1362,2043,9001,500000.0,3008,f882dbbf-bd8f-41ca-8c03-77c6379051f4,900001,PRICE KUBECKA,2026-06-28T14:56:30.37,2026-07-06T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023982
