project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
"ANNA, TX HOBBY LOBBY GROUND UP",TABS2026026868,Unknown,"NEC HWY 75 & ROSAMOND PARKWAY, Anna, TX 75409",Collin,11/15/2026,8/30/2027,"$5,500,000",New Construction,"This project is privately funded, on private land for private use.",Ground up construction of a 55072 sq. ft. single story building with a mercantile (M) occupancy.,"55,072 ft 2","SEITZ GROUP, INC.","2805 DALLAS PARKWAY Suite 110, PLANO, Texas 75409",(972) 398-3019,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026868,WAYNE EMERY SPEARS,"6945 S. 69th East Ave., Tulsa, Oklahoma 74133",(918) 481-9000,Courtney Hiel
KDC - Suite 130,TABS2026026851,The Campus at Legacy,"5360 Legacy Dr., Suite 130, Plano, TX 75024",Collin,8/17/2026,10/1/2026,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out - remodel,"4,681 ft 2","TCAL Property Owner, LLC","300 Crescent Court, Suite 700, Dallas, Texas 75201",(972) 473-2525,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026851,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972-770-2222,
KDC - Suite 120,TABS2026026850,The Campus at Legacy,"5360 Legacy Dr., Suite 120, Plano, TX 75024",Collin,8/17/2026,10/1/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out - remodel,"6,076 ft 2","TCAL Property Owner, LLC","300 Crescent Court, Suite 700, Dallas, Texas 75201",(972) 473-2525,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026850,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",972-770-2222,
Mckinney ARFF Renovation,TABS2026026834,McKinney National Airport (TKI),"1469 FM 546, Mckinney, TX 75069",Collin,9/1/2026,3/1/2027,"$950,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior renovation of 2347 SF of an existing building,"2,347 ft 2",City of McKinney,"PO Box 517, McKiney, Texas 75070",972-547-7439,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026834,Conduit Architecture and Design,"711 N Tennessee St, McKinney, Texas 75069",(972) 302-9747,
ELEGANT FLOORS,TABS2026026819,ELEGANT FLOORS,"4005 WEST UNIVERSITY DR, Mckinney, TX 75071",Collin,8/24/2026,11/20/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH-OUT IN AN EXISTING BUILDING,"11,282 ft 2",DRM REALTY LP,"PO BOX 8008, McKINNEY, Texas 75070",(972) 548-8745,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026819,,,,SAMMY KHATIB
BSWH HEALTH MAMMOGRAPHY,TABS2026026801,BAYLOR SCOTT & WHITE MEDICAL CENTERS-GREATER NORTH TEXAS,"5252 W UNIVERSITY DR, Mckinney, TX 75071",Collin,8/24/2026,10/28/2026,"$121,366",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation and Construction,390 ft 2,BAYLOR SCOTT & WHITE MEDICAL CENTERS-GREATER NORTH TEXAS,"301 N. WASHINGTON AVE, DALLAS, Texas 75246",972-345-1366,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026801,GUIDE Architecture,"1108 Quaker Street, DALLAS, Texas 75207",(817) 366-2360,
Mapleshade Apartments,TABS2026026789,Mapleshade Apartments,"Mapleshade Lane, Plano, TX 75075",Collin,1/4/2027,1/5/2029,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.","11,367 SF - Clubhouse and associated parking for a 360 unit for-rent apartment development.  The Clubhouse is in a 2-story, wood framed building with elevator and public access sidewalks to public right of way.","11,367 ft 2",AHC MAPLESHADE MANAGER LLC,"9805 Katy Freeway, suite 550, Houston, Texas 77024",512.879.7827,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026789,JHP Architecture / Urban Design,"2535 17th Street, Suite E, Denver, Colorado 80211",(303) 381-2776,
CO2213 - DOWNTOWN MCKINNEY STREET IMPROVEMENTS,TABS2026026785,"Church St., McKinney Ave., Henry St., Wood St., Standifer St., Howell St. and Davis St.","Church St., McKinney Ave., Henry St., Wood St., St, Mckinney, TX 75069",Collin,9/20/2026,12/20/2028,"$320,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconstruction of roadway paving, drainage, water, and waste water (108,142 SF).","108,142 ft 2",City of McKinney,"401 E. Virginia St., McKinney,, Texas 75069",972-547-3488,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026785,Halff,"3803 Parkwood Blvd Unit 800, Frisco, Texas 75030",214-937-3939,
NRI Expansion,TABS2026026784,Frisco Station Offices Three,"5844 John Hickman Parkway Suite 250, Frisco, TX 75034",Collin,8/10/2026,9/11/2026,"$76,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,598 ft 2,Offices 3 at Frisco Station LP,"4900 Main Street Suite 800, Kansas City, Missouri 64112",(816) 569-1441,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026784,Schwabauer Design,"1600 North Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,
Challenger School Independence Phase II,TABS2026026777,Challenger School - Independence,"10145 Independence Parkway, Plano, TX 75025",Collin,7/15/2025,8/15/2026,"$2,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Site work and playground installation for the main school building,"5,000 ft 2","Challenger School Foundation, Inc.","9434 South 300 West, Sandy, Utah 84070",(801) 569-2700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026777,Quiddity,"2805 Dallas Parkway, Suite 600, Plano, Texas 75093",972-488-3880,
25042 - McKinney Commerce Spec Office - Building A Spec Office,TABS2026026775,25042 - McKinney Commerce Spec Office - Building A Spec Office,"3200 N. Central Expy, Mckinney, TX 75071",Collin,8/15/2026,1/15/2027,"$750,000",New Construction,"This project is privately funded, on private land for private use.",New Construction of a 4776 sf office,"4,776 ft 2",RG McKinney Commerce Center Owner LLC,"1271 Avenue of the Americas 24th Floor, New York, New York 10020",(212) 282-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026775,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,
Motorola TX-139,TABS2026026738,"TX139 - Allen, TX","415 E Exchange Parkway, Allen, TX 75002",Collin,8/17/2026,9/25/2026,"$297,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement and addition of work stations and required power & data.,"4,061 ft 2","420 E Exchange Parkway, LLC","2000 Progress Parkway, Schaumburg, Illinois 60196",847-313-5452,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026738,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",214-273-1500,Kari Bresemann
