project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
OAK TREE MASSSAGE AND FACIALS,TABS2025016327,FRISCO VILLAGE,"4944 PRESTON RD. #108, Frisco, TX 75034",Collin,4/18/2025,8/29/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMOVE SOME WALLS AND INSTALL NEW WALLS TO MAKE PRIVATE ROOMS.,"1,600 ft 2",WEITZMAN,"3102 MAPLE AVE. #500, DALLAS, Texas 75201",(214) 720-3621,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016327,,,,
Perspire Sauna Studio,TABS2025016311,Shop Companies,"3241 S Custer Rd, Mckinney, TX 75070",Collin,7/17/2025,10/2/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Previous tenant space with new demising wall at 2362 SF to be finished as an infrared sauna studio. Existing electrical, HVAC, water, sewer to be reused with all new interior walls, finishes, fixtures, and distribution throughout.","2,362 ft 2",Mehrdad Sehat/Chokoli LLC,"3575 Story Rd West, Suite 100, Irving, Texas 75038",(214) 682-4886,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016311,EMR Engineering and Design PLLC,"4236 Hwy 3630, Annville, Kentucky 40402",606-364-2886,Tania Ohrn
"Café Zupas - McKinney, TX",TABS2025016284,"Café Zupas - McKinney, TX","3990 W. University Drive, Mckinney, TX 75071",Collin,10/1/2025,12/1/2025,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.","2,863sf new freestanding restaurant, 2 drive-thru lanes, double bay dumpster enclosure & all site work","2,863 ft 2","David W. Hardesty / Corner Acquisition Fund, LLC","1612 Summit Avenue, Suite, 100, Forth Worth, Texas 76102",(214) 502-5700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016284,Interplan LLC,"220 East Central Parkway, Altamonte Springs, Florida 32701",407.645.5008,Chase Bawden
"Solidcore Plano, TX",TABS2025016268,The Shops at Legacy East,"5800 Legacy Drive Suite C-2, Plano, TX 75024",Collin,6/1/2025,8/1/2025,"$350,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Fitness studio interior build out. ,"2,400 ft 2",Shops at Legacy (Inland) LP The,"PO Box 9273, Oak Brook, Illinois 60522",(317) 578-5152,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016268,DXU Architects,"412 S. Wells Street 2nd Fl, Chicago, Illinois 60607",(312) 955-0334,Alison Goss
"Triple Cards, Prosper TX",TABS2025016255,Shopping center,"1350 N Preston RD Suite 70, Prosper, TX 75075",Collin,5/1/2025,5/30/2025,"$112,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","renovation of retail space. removing walls, adding rooms, restrooms are existing, new finishes","2,417 ft 2",Prosper Younger LLC,"14643 Dallas Parkway Suite 950, Dallas, Texas 75254",(512) 632-6783,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016255,interior design group,"2307 Oak Forest Ct, Arlington, Texas 76012",(214) 803-2692,Cortne Bishop
MCH - Frisco Tower Advanced Reconstruction,TABS2025016252,MCF - Medical Office building,"5575 Frisco Blvd Suite 110, Frisco, TX 75034",Collin,6/1/2025,9/1/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Design 3174 USF ,"3,174 ft 2",Medical City of Frisco,"8140 Walnut hill lane, Dallas, Texas 75231",(214) 461-2354,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016252,MPI Architects,"4949 Addison Circle, Addison, Texas 75001",(972) 788-0078,
Broadcom,TABS2025016248,Plaza at Legacy,"5465 Legacy Dr. Suite 550, Plano, TX 75024",Collin,4/9/2025,10/9/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is a non-structural interior finish-out in an existing single floor suite for the above named tenant. Scope includes HVAC, electrical, plumbing. ","14,279 ft 2",Broadcom,"5465 Legacy Dr. Suite 550, Plano, Texas 75024",(632) 375-1506,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016248,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,
Slaughter Elementary Kitchen Renovation,TABS2025016244,Slaughter Elementary School,"2706 Wolford Street, Mckinney, TX 75071",Collin,5/23/2025,7/31/2025,"$1,447,302",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing kitchen to provide new office space, dry storage, new finishes, and new equipment.","1,800 ft 2",McKinney ISD,"1 Duvall Street, McKinney, Texas 75069",(469) 302-4142,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016244,"EMA Engineering & Consulting, Inc.","328 S. Broadway Ave., Tyler, Texas 75702",903-581-2677,
CART WASHER ADDITION,TABS2025016231,MEDICAL CITY PLANO,"W 15TH ST, Plano, TX 75075",Collin,5/12/2025,7/31/2025,"$637,717",Renovation/Alteration,"This project is privately funded, on private land for private use.","AN ADDITION OF A NEW CART WASHER IN A FIRST FLOOR STERILE PROCESSING DEPARTMENT, CONSOLIDATING THE MENS LOCKER ROOM WITH ADJACENT OPERATING ROOM SUITE.","2,335 ft 2",ELIZABETH JOHNSEN,"W 15TH ST, PLANO, Texas 75075",(817) 404-2929,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016231,"IMAGINE UNLIMITED, LLC","9155 STERLING STREET, SUITE 120, IRVING, Texas 75063",817-808-2617,
Exterior Stair Addition,TABS2025016229,465 Independence,"465 Independence Pkwy, Plano, TX 75075",Collin,4/16/2025,6/15/2025,"$100,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Addition of exterior metal staircase and concrete landing pad from ground level to existing building deck.,156 ft 2,"WDS Green Oaks, LP","16400 N Dallas Pkwy, Dallas, Texas 75248",210-838-2311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016229,Meinhardt & Associates Architects P.L.L.C.,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,
ALLEN INTERNAL MEDICINE PLLC,TABS2025016214,ALLEN INTERNAL MEDICINE PLLC,"931 SH 121 #STE. 4300, Allen, TX 75225",Collin,5/1/2025,7/1/2025,"$85,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",PH 2 WITH MEDICINE OFFICE AND EXAM ,"1,500 ft 2",SATISH BAGDURE,"915 OLIVIA WAY, ALLEN, Texas 75013",(469) 649-9995,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016214,FK+ARCHITECT LLC,"400 CHISHOLM PLACE #STE. 310, PLANO, Texas 75075",(469) 258-9322,
Spec Suite SO70,TABS2025016212,The Shops at Legacy - South Building G,"7161 Bishop Road- Floor 2 - Suite SO70, Plano, TX 75024",Collin,4/15/2025,7/1/2025,"$1,069,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Spec Suite tenant Finish out. 6,985 RSF","6,985 ft 2","KRG Town Square Ventures, LLC","285 Grand Ave Suite 210 Southlake TX 76092, Southlake, Texas 76092",972-442-6770,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016212,Jones Commercial Interiors,"3900 Willow St, Suite 150, Dallas, Texas 75226",972-690-3400,
Spec Suite SO65,TABS2025016193,The Shops at Legacy - South Building E,"7201 Bishop Road- Floor 2 - Suite SO65, Plano, TX 75024",Collin,4/15/2025,7/1/2025,"$697,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Spec Suite tenant Finish out. 3,828 RSF","3,828 ft 2","KRG Town Square Ventures, LLC","285 Grand Ave Suite 210 Southlake TX 76092, Southlake, Texas 76092",972-442-6770,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016193,Jones Commercial Interiors,"3900 Willow St, Suite 150 Dallas, Texas 75226, Dallas, Texas 75226",972-690-3400,
Wagyu House,TABS2025016181,Shops at Legacy North,"5840 Legacy Circle Suite D100, Plano, TX 75024",Collin,6/1/2025,1/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Restaurant remodeling, including interior and exterior renovation. 6,844 SF","6,844 ft 2","Indigo Grp, Inc, CTO Realty Growth, Inc., CTO21 Ac","1140 Williamson Street, Suite 140,, Daytona, Florida 75024",386-214-3848,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016181,Loaded Design Services LLC,"24010 Cane Fields,, Katy, Texas 77493",732-647-4215,
GR Experience Center,TABS2025016179,GR Experience Center,"6644 All Stars Ave., Suite 120, Frisco, TX 75206",Collin,5/1/2025,8/15/2025,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New interior partitions and expansion of existing restrooms of an existing warehouse building.  ,"20,000 ft 2",Czarnowski Collective,"5908 Headquarters Drive, Bldg. K, Plano, Texas 75024",(404) 921-5166,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016179,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1500,
KABLE,TABS2025016150,PREMIER PULMONARY CRITICAL CARE AND SLEEP MEDICINE,"2152 N. LAKE FOREST DR. SUITE 408, Mckinney, TX 75071",Collin,5/1/2025,8/18/2025,"$296,375",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL OFFICE,"2,925 ft 2","TMS MANAGEMENT, LLC","1073 KENILWORTH ST., ALLEN, Texas 75013",734-417-6719,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016150,,,,
Superior Spine,TABS2025016069,1800 Preston Park,"1800 Preston Park Blvd Suite 100, Plano, TX 75093",Collin,4/21/2025,8/4/2025,"$161,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to Tenant Suite,"4,200 ft 2",Preston Park Office Center,"999 Vanderbilt Beach Rd Suite 701, Naples, Florida 34018",(239) 540-2002,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016069,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Catalyst Physician Group – Richardson,TABS2025016062,Richardson Medical Village,"3261 East President George Bush Highway, Richardson, TX 75082",Collin,5/5/2025,9/1/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Clinic finish out.,"17,038 ft 2",Harrod Healthcare Real Estate,"8277 Belleview Drive, Plano, Texas 75024",(972) 808-7285,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016062,Corgan,"401 North Houston Street, Dallas, Texas 75202",(214) 977-3540,Abi Poth
Infinitude,TABS2025016056,1820 Preston Park,"1820 Preston Park 1150, Plano, TX 75039",Collin,4/7/2025,6/30/2025,"$152,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to Tenant Suite ,"2,650 ft 2",Preston Park Center LLC,"999 Vanderbilt Beach Suite 701`, Naples, Florida 34108",(239) 540-2002,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016056,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 7524",(972) 770-2222,
La Guadalapana Tacqueria,TABS2025016052,"Lakeside Shops and Business Park, LLC","1767 Old St. Hwy 24 Suite 100, Little Elm, TX 75068",Collin,5/8/2025,9/30/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",First Generation restaurant in office/ flex building,"1,500 ft 2","Lakeside Shops and Business Park, LLC","1767 Old St. Hwy 24, Little Elm, Texas 75068",(972) 897-7592,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016052,,,,
CraftMeds Compound Pharmacy,TABS2025016041,Parker Plaza West,"2109 W. Parker Road Suite A, Plano, TX 75023",Collin,4/28/2025,8/1/2025,"$438,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Buildout and renovation,"4,380 ft 2",Parker Plaza West LTD,"4560 Beltline Road Suite 400, Addison, Texas 75001",(945) 275-4494,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016041,OnWorks LLC,"5048 Addison Circle, Addison, Texas 75001",(972) 824-7710,
"Tesla - Allen, TX",TABS2025016024,Tesla,"895 W. Bethany Drive, Allen, TX 75013",Collin,6/2/2025,6/29/2026,"$225,000",New Construction,"This project is privately funded, on private land for private use.",electrical infrastructure,"3,500 ft 2",Tesla,"3500 Deer Creek Road, Palo Alto, California 94304",(504) 812-7053,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016024,GPD Group Professional Corporation,"520 South Main Street, Suite 2531, Akron, Ohio 44311",(330) 572-2100,
