project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
Petfolk Frisco,TABS2025003009,Park West,"4453 Main Street Suite 310, Frisco, TX 75034",Collin,11/18/2024,2/3/2025,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THIS PROJECT IS THE FIRST GENERATION UPFIT OF A UNIT IN A NEW ONE STORY BUILDING AT 4305 MAIN ST FRISCO, TX 75033. THE UNIT WILL BE A PET CARE CENTER, OCCUPANCY B. THE UPFIT IS A LEVEL 2PER THE 2021 BUILDING CODE: 304.1.","2,879 ft 2",Liberty Bankers Life Insurance Company,"1605 LBJ Freeway Suite 700, Dallas, Texas 75234",(972) 482-9339,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025003009,Rob Giglio,Little Diversified Architectural Consulting,"615 S College St Suite 1600, Charlotte, North Carolina 28202",704-561-3213
"O'Reilly Auto Parts Store - Melissa, TX #1",TABS2025002996,O'Reilly Auto Parts Store,"E. Melissa Rd., Melissa, TX 75454",Collin,11/1/2025,3/1/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new auto parts store for the purpose of the retail sale of automotive parts and accessories.,"7,885 ft 2",O'Reilly Auto Enterprises,"233 S. Patterson Ave., Springfield, Missouri 65802",(417) 862-2674,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002996,,"Esterly, Schneider & Associates, Inc. AIA","1736 E. Sunshine Street Suite 417, Springfield, Missouri 65804",(417) 862-0558
Bojangles 2098 Celina New Construction,TABS2025002975,Bojangles,"SWC Preston & Ownsby Pkwy, Celina, TX 75009",Collin,2/10/2025,8/11/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a new stand-alone Bojangles restaurant in Celina, TX.","2,655 ft 2",Trinity Celina LLC,"1120 Cowan Rd, Celina, TX 75009, Celina, Texas 75009",(682) 207-8464,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002975,Bojangles - Hilary McKone,"HFA-AE, LTD.","1705 S Walton Blvd, Bentonville, Arkansas 72712",(479) 273-7780
UTD Housing - Accessibility Sidewalk Improvements,TABS2025002969,"University Village (Building 26), UTD Housing (Buildings 65-67)","University of Texas at Dallas Campus, Richardson, TX 75080",Collin,12/1/2024,2/1/2025,"$250,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Addition of approximately 425lf accessible sidewalk route improvements.,425 ft 2,University of Texas at Dallas,"800 W. Campbell, Student Services Addition, Richardson, Texas 75080",(972) 883-6352,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002969,,"Westwood Professional Services, Inc.","7557 Rambler Road, Suite 1400, Dallas, Texas 75231",(972) 235-3031
Bell Tower Reserve Renovations,TABS2025002963,Bell Tower Reserve,"375 ADRIATIC PARKWAY, Mckinney, TX 75072",Collin,3/1/2025,3/1/2026,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATIONS TO AN EXISTING 4-STORY BUILDING CONTAINING 121 RESIDENTIAL UNITS OVER A 1-STORY BELOW GRADE PARKING STRUCTURE. WORK TO INCLUDE UPDATES TO THE COMMON AREAS.,"12,000 ft 2","Draper and Kramer, Inc.","55 E. Monroe St. 3900, Chicago, Illinois 60603",(312) 580-6545,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002963,,seven-d-four,"8446 Winged Foot Dr, Frisco, Texas 75036",(972) 768-8283
Spec Suite 1050,TABS2025002905,MAA Time Square,"7951 Collin McKinney Parkway, Mckinney, TX 75070",Collin,12/1/2024,3/1/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Grey Shell Buildout for future office space,"1,612 ft 2",Mid America Apartments L.P.,"6815 Poplar Avenue Suite 500, Germantown, Tennessee 38138",(404) 207-8294,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002905,,1 Common Ground,"3416 Singletree Trail, Plano, Texas 75023",817-913-5143
Spec Suite 1000,TABS2025002901,MAA Time Square,"7951 Collin McKinney Parkway, Mckinney, TX 75070",Collin,12/1/2024,3/1/2025,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Grey Shell Buildout for future office space,"1,591 ft 2",Mid America Apartments L.P.,"6815 Poplar Avenue Sutie 500, Germantown, Tennessee 38138",(404) 207-8294,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002901,,1 Common Ground,"3416 Singletree Trail, Plano, Texas 75023",817-913-5143
Spec Suite 950,TABS2025002898,MAA Time Square,"7951 Collin McKinney Parkway, Mckinney, TX 75070",Collin,12/1/2024,3/1/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Grey Shell Building for future office space,"2,058 ft 2",Mid America Apartments L.P.,"6815 Poplar Avenue Ste 500, Germantown, Tennessee 38138",(404) 207-8294,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002898,,1 Common Ground,"3416 Singletree Trail, Plano, Texas 75023",817-913-5143
Imad Inc’s Office,TABS2025002865,Plano Buisness Park II,"4065 E. Plano Pkwy #210, Plano, TX 75074",Collin,12/1/2024,5/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.","Leasing office with small warehouse area and total sq ft area of 1,800 sqft ","1,800 ft 2",IMAD Inc,"22 Lochleven, Richardson, Texas 75082",(214) 649-7980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002865,,Design Associates & Consultants,"2500 Coolwater Dr, Plano, Texas 75025",214-714-5666
ELDORADO NEIGHBORHOOD SHOPS MT SHELL 3,TABS2025002856,ELDORADO NEIGHBORHOOD SHOPS MT SHELL 3,"3200 S STONEBRIDGE DR, Mckinney, TX 75070",Collin,1/1/2025,5/31/2025,"$4,370,886",New Construction,"This project is privately funded, on private land for private use.",New Construction MT Shell,"10,987 ft 2","ELDORADO NEIGHBORHOOD SHOPS HOLDINGS, LLC","5830 GRANITE PKWY STE 100-215, PLANO, Texas 75024",(214) 907-5356,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002856,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387
Grace Bridge - Resale Celina,TABS2025002854,Grace Bridge - Resale Celina,"402 S. Oklahoma Dr., Celina, TX 75009",Collin,1/1/2025,10/1/2025,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.","NEW 20,000 SF RETAIL AND DONATION RECEIVING CENTER LOCATED IN CELINA, TEXAS.  THE SPACES ARE AS FOLLOWS: SALES FLOOR, RESTROOMS, CHANGING ROOMS, POINT OF SALE COUNTERS, OFFICES, BREAK ROOM, DONATION RECEIVING AND SORTING AREAS.","20,000 ft 2",Carter Morris,"9300 Wade Blvd. Suite 330, Frisco, Texas 75035",(214) 425-9423,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002854,,,,
City of Frisco - Downtown Parking Garage,TABS2025002834,City of Frisco - Downtown Parking Garage,"3rd St and Elm St, Frisco, TX 75034",Collin,1/14/2025,4/30/2026,"$25,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New 4 story parking garage in Downtown Frisco Texas with approximately 457 parking spaces and 5 parking levels.,"185,000 ft 2",City of Frisco,"6101 Frisco Square Boulevard, Frisco, Texas 75034",(469) 980-6482,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002834,,,,
The UPS Store #8006,TABS2025002803,Wylie Shopping Center One,"2030 N. HWY 78, STE 300, Wylie, TX 75098",Collin,10/20/2024,1/30/2025,"$77,815",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out of new shell space comprising 1,133 SF; to include: walls, ACT, new RTU and duct, lighting, flooring and fixtures. One new ADA compliant restroom.","1,133 ft 2",CityView Enterprises LLC,"16817 Coit Rd #1014, Dallas, Texas 75248",972-523-3096,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002803,Shaileshkumar Patel,The Lawrence Group,"319 N. 4th Street, Suite 1000, St. Louis, Missouri 63102",314-231-5700
CyrusOne Allen Tenant Office Fitout,TABS2025002766,Cyrus One,"2300 Chelsea Blvd, Allen, TX 75013",Collin,12/2/2024,4/2/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Small interior tenant finish-out. Open office and conference room suite in Data Center. ,"1,623 ft 2",CyrusOne,"2850 N Harwood St Ste 2200, Dallas, Texas 75201",(469) 833-5090,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002766,,Corgan Associates,"401 N Houston St., Dallas, Texas 75202",214-757-1835
Gates of Prosper - Phase III (Bldg B) Nordstrom Rack TI FO,TABS2025002717,Building B (Nordstrom Rack) Tenant Finish Out,"1191 Gates Parkway Suite 200, Prosper, TX 75078",Collin,3/1/2025,12/1/2025,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",Tenant Interior Finish Out,"25,848 ft 2",Blue Star Land,"8000 Warren Parkway, Suite 100, Frisco, Texas 75034",(214) 869-8076,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002717,Jason Runevitch,MG2 Architecture Corporation,"1101 Second Avenue, Suite 100, Seattle, Washington 98101",(206) 962-6505
WOOF GANG (BAKERY AND GROOMING),TABS2025002707,The Gates of Prosper,"900 S PRESTON RD 10 , PROSPER, TX, 75078, Prosper, TX 75078",Collin,1/1/2025,3/1/2025,"$180,000",New Construction,"This project is privately funded, on private land for private use.","TENANT IMPROVEMENT FOR A ""WOOF GANG (BAKERY AND GROOMING) CENTER IN AN EXISTING EMPTY SHELL AND BUILDING. (NO BAKING IS DONE IN HOUSE, ALL BAKED DOG TREATS ARE DELIVERED AND SOLD AS IS). NEW PARITION WALLS, HVAC, WALL / FLOOR FINISHES AND LIGHTING. ","2,054 ft 2",Lincoln Property Company,"8111 DOUGLAS AVE. #600, DALLAS, Texas 75225",(816) 868-8687,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002707,WOOF GANG (BAKERY AND GROOMING)  WILLIAM LOUREIRO,Gary Wang and Associates,"1000 Corporate Center Dr. Suite 550, Monterey Park, California 91754",(626) 288-6898
Plano Gateway - Core/Shell Building 1,TABS2025002684,Plano Gateway,"Southwest Corner of Wyngate Blvd & Wynview Dr, Plano, TX 75074",Collin,1/6/2025,5/30/2025,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.","construction of a 7,500 sf 1 story wood framed core and shell building","7,500 ft 2",Huffman Builders,"5880 Ashmill Drive, Suite 100, Plano, Texas 75024",(469) 951-5959,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002684,,Boulder Associates,"240 Milton St, Suite 240, Dallas, Texas 75206",214-420-5700
"QuadCap Wealth Management, LLC",TABS2025002662,Hall Park Lakes IV,"2600 Network Blvd. Ste. 300, Frisco, TX 75034",Collin,10/15/2024,1/30/2025,"$267,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation and new finishes of 5,271 USF","5,271 ft 2",Hall Group,"3000 Internet, Suite 100, Frisco, Texas 75034",(214) 336-4330,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002662,,Vaughan Myers Design Inc,"1112 Cool River, Southlake, Texas 76092",214-460-6485
THRIVE MEDICAL CLINIC,TABS2025002660,COMMUNITY MEDICAL PLAZA,"2823 Trail Head Dr, Mckinney, TX 76210",Collin,1/6/2025,2/10/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement in the new shell,"1,900 ft 2",MOHAMMED YOUNUS,"3705 Hackberry Lane, RICHARDSON, Texas 75082",214-762-0246,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002660,,G1 Construction Inc,"Po Box92293, Southlake, Texas 76092",(405) 365-7727
Plano ISD - Plano Senior High School,TABS2025002653,Plano Senior High School,"2200 Independence Pkwy, Plano, TX 75075",Collin,2/1/2025,8/1/2028,"$208,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of approximately 380,000 SF of existing buildings which includes reconfiguration of most spaces, updated finishes and upgraded major building systems.  Additions totaling approximately 130,000 SF.","380,000 ft 2",Plano Independent School District,"6600 Alma Dr., Plano, Texas 75023",(469) 752-1484,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002653,,Corgan Associates,"401 N Houston, Dallas, Texas 75202",(214) 757-1731
Atlantic Aviation,TABS2025002649,Granite Park 6,"5525 Granite Parkway Suite 1700, Plano, TX 75024",Collin,10/18/2024,2/28/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"21,683 ft 2",Granite Properties,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(972) 731-2300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002649,,ENTOS,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222
SeeU Chinese Restaurant,TABS2025002636,Frisco Oasis Shopping Center,"9244 Prestmont Place, Suite 208, Frisco, TX 75035",Collin,10/21/2024,12/13/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",906 SF of a Chinese Breakfast Restaurant in a generation one building.,906 ft 2,"XG1 Realty Development, LLC","2104 Old Country Drive, Allen, Texas 75013",(469) 503-4305,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002636,,Develop Inc Architectural,"9244 Prestmont Place Suite 306, Frisco, Texas 75035",(469) 634-4625
Children's Health Specialty Center Fairview,TABS2025002635,Children's Health Specialty Center Fairview,"195 Murray Farm Road, Suite 100, Fairview, TX 75069",Collin,10/25/2024,8/15/2025,"$12,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior buildout of 1st level for clinic space for Children's health. Total approximate square feet is 27,000 sqft.","27,000 ft 2",Children's Health System of Texas,"2777 N. Stemmons Freeway, Suite 7400, Dallas, Texas 75207",(512) 848-0987,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002635,,"Beck Architecture, LLC.","1601 Elm Street, Suite 2800, Dallas, Texas 75201",(214) 303-6200
Cubixx Solutions,TABS2025002624,Star Business Park BLDG B1,"8101 Corporate Way, Suite 100, Frisco, TX 75035",Collin,10/3/2024,2/13/2025,"$1,455,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of an existing building,"10,316 ft 2",Blue Star Land,"8000 Warren Parkway Suite 100, Frisco, Texas 75034",(817) 892-4179,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002624,,,,
Spec Suite 211,TABS2025002613,Baylor Frisco POB I,"5575 Warren Parkway Suite 211, Frisco, TX 75034",Collin,10/9/2024,12/29/2025,"$146,430",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"1,627 ft 2",HealthCare Realty,"3900 Junius Suite 640, Dallast, Texas 75246",(214) 747-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002613,,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400
Melissa City Hall Renovations Phase 2,TABS2025002587,Melissa City Hall,"3411 Barker Avenue, Melissa, TX 75454",Collin,11/11/2024,3/10/2025,"$500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior remodel, move library to another area of building, new multi-purpose room, new interior finishes, paint and flooring.","8,600 ft 2",City of Melissa,"3411 Barker Avenue, Melissa, Texas 75454",(972) 838-2338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025002587,,Ron Hobbs Architecture & Interior Design,"614 W. Main Street Suite 200, Garland, Texas 75040",(972) 494-0174
