project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
SiteOne #212 Plano TX,TABS2025024294,SiteOne,"1200 Summit Ave, Plano, TX 75074",Collin,10/1/2025,12/31/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing SiteOne location,"2,214 ft 2",Site One Landscape Supply LLC,"300 Colnl Ctr Pkwy Ste 600, Roswell, Georgia 30076",(214) 685-2041,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024294,,Interplan LLC,"220 E Central Parkway Ste 4000, Altamonte Springs, Florida 32701",(407) 645-5008
THE PLAZA AT SPRING CREEK- BUILDING 600,TABS2025024293,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$3,108,597",New Construction,"This project is privately funded, on private land for private use.","New construction of a 22,165 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants. Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","22,165 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024293,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK - BUILDING 500 B,TABS2025024289,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$1,773,716",New Construction,"This project is privately funded, on private land for private use.","New construction of a 12,647 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants.Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","12,647 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024289,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK- BUILDING 500 A,TABS2025024286,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$2,250,139",New Construction,"This project is privately funded, on private land for private use.","New construction of a 16,044 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants.Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","16,044 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024286,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK - BUILDING 400 B,TABS2025024285,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY LOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$2,250,419",New Construction,"This project is privately funded, on private land for private use.","New construction of a 16,046 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants.Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","16,046 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024285,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK - BUILDING 400 A,TABS2025024284,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$1,773,576",New Construction,"This project is privately funded, on private land for private use.","New construction of a 12,646 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants. Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","12,646 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024284,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK- BUILDING 300 B,TABS2025024282,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$1,015,536",New Construction,"This project is privately funded, on private land for private use.","New construction of a 7,421 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants.Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","7,421 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024282,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK- BUILDING 300 A,TABS2025024279,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$1,313,002",New Construction,"This project is privately funded, on private land for private use.","New construction of a 9,362 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants.Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","9,362 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024279,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
Gyro King Texas,TABS2025024278,Bunker Hill Road Retail,"3115 Bunker Hill Rd Suite 105 4112 Onyx Way Plano TX, Sachse, TX 75074",Collin,8/4/2025,10/15/2025,"$75,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Mediterranean Resturant.,"1,500 ft 2",Ankush Agrawal,"3800 Miles Rd, Sachse, Texas 75048",701-566-2568,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024278,Halima AbdulKarimQazi,P&P Barragan,"8500 N Stemmons Fwy, Dallas, Texas 75247",214-206-0571
THE PLAZA AT SPRING CREEK - BUILDING 200,TABS2025024277,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$7,341,413",New Construction,"This project is privately funded, on private land for private use.","New construction of a 39,352 sqft building. Mercantile and Business. Type II-B, Sprinklered, two story shell. Intended for commercial use by future tenants. Work includes Structural, Mechanical, Electrical and Plumbing. ","39,352 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024277,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK- BUILDING 100 B,TABS2025024275,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$1,313,563",New Construction,"This project is privately funded, on private land for private use.","New construction of a 9,366 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants.Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","9,366 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024275,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
THE PLAZA AT SPRING CREEK- BUILDING 100 A,TABS2025024272,THE PLAZA AT SPRING CREEK,"SPRING CREEK PARKWAY, BLOCK A, LOT 2, Plano, TX 75024",Collin,12/1/2025,12/1/2027,"$1,041,060",New Construction,"This project is privately funded, on private land for private use.","New construction of a 7,423 sqft retail building. Type II-B, Sprinklered, one story shell. Intended for commercial use by future tenants. Work includes Structural, Mechanical, Electrical and Plumbing. Civil and Landscape under separate permit","2,865,011 ft 2",NWC SPRING CREEK & DNT LP,"7500 SAN JACINTO PL, Plano, Texas 75024",(972) 980-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024272,,"DWELL DESIGN STUDIO, LLC","1280 HIGHTOWER TRAIL, Atlanta, Georgia 30350",770-864-1035
CBRE BOA Restroom Renovation,TABS2025024261,Bank Of America,"3510 Wyndham Lane, Richardson, TX 75082",Collin,9/15/2025,12/31/2025,"$959,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of Mens and Womens restroom, complete gut and reno",521 ft 2,Bank of America NA,"101 N Tryon St, Charlotte, North Carolina 28246",(214) 557 1454,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024261,,,,
Well Tower - Frisco BSW @ PGA parkway - Lab Offices,TABS2025024245,BSW Medical Office Building,"16050 Everwell Lane Suite 250, Frisco, TX 75033",Collin,8/25/2025,11/25/2025,"$250,000",New Construction,"This project is privately funded, on private land for private use.",Interior Design 1830 usf,"1,830 ft 2","Blue Star Land L.P,","800 Warren Parkway Suite 100, Frisco, Texas 75034",(469) 460-4055,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024245,,MPI Architects,"4949 Addison Circle, Addison, Texas 75001",972-788-0078
"GP Wealth Solutions, LLC",TABS2025024207,Parkway Centre II,"2805 Dallas Parkway Suite 100, Plano, TX 75093",Collin,8/15/2025,9/30/2025,"$114,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise building.,"2,224 ft 2",Christy Skinner,"2805 Dallas Parkway Suite 120, Plano, Texas 75093",(972) 608-9686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024207,Bryn Henry,Go Studio,"1201 Main Street Suite 1370, Dallas, Texas 75202",(214) 420-4646
"MCD ANNA EAST - ANNA, TX",TABS2025024167,"MCD ANNA EAST - ANNA, TX","NEAR NWC OF ROSAMOND PKWY & HWY 5, Anna, TX 75409",Collin,1/1/2026,5/31/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonald's,"3,818 ft 2","MCDONALD'S USA, LLC","110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(702) 788-6093,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024167,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387
MCKINNEY LAKE FOREST CONVENIENCE STORE,TABS2025024150,MOVEMENT CONVENIENCE STORE,"4011 S Lake Forest Dr, Mckinney, TX 75070",Collin,3/10/2026,12/10/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","New 4,222 square foot convenience store with 8 fuel dispensers.","4,222 ft 2","MOVEMENT HOLDINGS, LLC","1814 RUSTIC HILLS CT, Sugar Land, Texas 77479",832-790-4979,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024150,,ALTAR GROUP,"10109 LOUETTA RD., SUITE 103,, Houston, Texas 77070",(713) 248-7752
Miyako Hybrid Hotel Plano,TABS2025024065,Miyako Hybrid Hotel Plano,"6425 Legacy Drive, Plano, TX 75024",Collin,9/15/2025,6/15/2027,"$117,500,000",New Construction,"This project is privately funded, on private land for private use.",13-story high-rise tower with 5-story parking garage and food & beverage outlets,"273,100 ft 2",Kintetsu Enterprises Company of America,"21241 S Western Avenue Suite 100, Torrance, California 90501",(310) 321-8050,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024065,,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1650
RX Square Pharmacy,TABS2025024057,National Medical Centre,"3465 National Dr., Suite 210, Plano, TX 75025",Collin,8/1/2025,9/30/2025,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of tenant space into compounding pharmacy,"2,120 ft 2",Chase Real Estate Services,"17120 Dallas Parkway Suite 217, Dallas, Texas 75248",(214) 624-9775,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024057,Ike Okolocha,interior design group,"2307 Oak Forest Ct, Arlington, Texas 76012",(214) 803-2692
Datalogic Expansion,TABS2025024022,Datalogic USA Headquarters,"1400 10th Street, Plano, TX 75074",Collin,9/2/2025,7/3/2026,"$14,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Alteration/remodel of existing facilities. Expansion to building to add more warehouse space as well as first and second level offices. ,"89,733 ft 2","Datalogic USA, Inc.","1400 10th Street, Plano, Texas 75074",541-683-5700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024022,,"Alliance Architects, Inc.","1600 North Collins Blvd. Suite 1000, Richardson, Texas 75080",(942) 233-0400
KOUCHAN RAMEN,TABS2025024020,4709 W. PARKER RD,"4709 W. Parker Rd 440 Plano, TX 75093, Plano, TX 75093",Collin,9/1/2025,2/15/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of a tenant space for restaurant,"1,823 ft 2","Preston Parker Crossing, Ltd","12300 Park Central Drive Dallas, TX 75251, DALLAS, Texas 75251",972-720-9300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024020,KENTARO TANAKA,3S MEP PLLC,"27475 Ferry Rd Suite 121,, Warrenville,, Illinois 60555",630.740.6394
Prosper ISD New Dist. Admin/Outdoor Comm. Center,TABS2025024015,New Dist. Admin/Outdoor Comm. Center,"1061 Lakewood Drive, Prosper, TX 75078",Collin,8/1/2025,3/30/2027,"$122,324,522",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",new construction,"144,112 ft 2",Prosper ISD,"605 E 7th St #500, prosper, Texas 75078",(469) 219-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024015,,Huckabee,"801 Cherry St. #500, Fort Worth, Texas 76102",800-687-1229
Texas Health Digestive Specialists,TABS2025024008,TX Health Allen MOB1,"1105 N. Central Expwy. Suite 210, Allen, TX 75013",Collin,8/6/2025,10/30/2025,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an out-patient medical office,"4,390 ft 2",Texas Health,"1105 N. Central Expwy., Allen, Texas 75013",(214) 673-3033,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024008,,ANPH Architects,"5499 Glen Lakes Dr Suite 110, Dallas, Texas 75231",(214) 369-9066
Prosper Veteran's Memorial,TABS2025024000,The Prosper Historic Society's Veteran's Memorial,"1551 Frontier Parkway, Prosper, TX 75078",Collin,8/18/2025,10/3/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",New hardscape with concrete monument.,"10,894 ft 2",David Huck,"900 N. Preston Road Suite B, Prosper, Texas 75078",972-347-5573,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024000,,,,
Hartwood Phase II,TABS2025023993,Buildings 1 to 9,"827 BROOK ST, Allen, TX 75013",Collin,11/3/2025,9/3/2027,"$92,000,000",New Construction,"This project is privately funded, on private land for private use.",Accessible route from Phase II to Phase I and public sidewalks around the site.  Project is 100% residential with no public amenities provided.,"519,632 ft 2",Billingsley Company,"1722 Routh Street, Suite 770, DALLAS, Texas 17201",(214) 270-0986,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023993,,HLR architects,"6201 W Plano Pkwy Suite 100, Plano, Texas 75093",(972) 726-9400
Hiatus Spa,TABS2025023975,Watters Creek Village,"981 Garden Park Dr. Suite E300, Allen, TX 75013",Collin,8/1/2025,12/20/2025,"$1,056,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Combining of 3 Suite into 1 Suite of 4504 S.F., Total Demolition and all new med spa. All new MEP and Architecture.","4,504 ft 2",Charter DW Watters Creek Village LLC,"47 HIGHLAND PARK VLG Sute 200, Dallas, Texas 75205",(972) 521-5011,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023975,Kate Sazer,The Stensland Group,"3409 Westway Ct., Plano, Texas 75093",(214) 680-1387
