project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Kibo Highland,TABS2024026434,Kibo Highland,"6429 Hillcrest Ave, Dallas, TX 75205",Dallas,7/31/2024,10/31/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Partial interior remodeling,"2,273 ft 2",Lisa Lee,"6429 Hillcrest Ave, Dallas, Texas 75205",(469) 455-4119,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026434,,,,
Northway Sanctuary,TABS2024026426,Northway Sanctuary,"3877 Walnut Hill Ln, Dallas, TX 75229",Dallas,10/1/2024,10/1/2025,"$10,430,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Sanctuary addition to existing Church,"21,852 ft 2",Northway Church,"3877 Walnut Hill Ln, Dallas, Texas 75229",(214) 536-6464,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026426,OMNIPLAN Architects,"1845 Woodall Rodgers, Suite 1600, Dallas, Texas 75201",(214) 826-7080,
Treazure Studios,TABS2024026421,The Shops at Mustang Station,"13001 Bee St Suite 100, Farmers Branch, TX 75234",Dallas,9/9/2024,1/9/2025,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New tenant improvement of an existing 4,398 square foot space per the approved drawings","4,398 ft 2","FB Land, Ltd","2626 Howell St Suite 850, Dallas, Texas 75204",(214) 871-9798,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026421,Barr Architecture,"5011 S State Rd 7 Suite 107, Davie, Florida 33314",(954) 418-2277,"Treazure Studios Farmers Branch, LLC"
HomeTowne Studios Dallas,TABS2024026405,HomeTowne Studios Dallas,"39510 LBJ FWY, Dallas, TX 75232",Dallas,2/1/2025,1/1/2027,"$5,000,000",New Construction,"This project is privately funded, on private land for private use.","4 Story new wood construction hotel, 35,000 Sq ft ","35,000 ft 2",NorTex Lodging,"1400 N Stemmons St, Sanger, Texas 76266, Sanger, Texas 76266",(940) 206-2001,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026405,RSS Architects,"PO BOX 270035, 75027, Texas 75027",(817)538-9258,
Candle Science Selective Rack Installation,TABS2024026400,Candle Science,"909 Avenue R, Grand Prairie, TX 75050",Dallas,9/20/2024,10/30/2024,"$99,500",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of 230 Bays of selective pallet rack for inventory storage,"42,223 ft 2",Lang Real Estate Services,"6115 Owens Street Suite 113, Dallas, Texas 75235",(972) 744-6400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026400,,,,Michael O'Connor
BRAVO ENERGY,TABS2024026395,BRAVO ENERGY,"1511 E. LEVEE, Dallas, TX 75207",Dallas,9/10/2024,4/30/2029,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL WITH NEW OFFICE PARTITIONS,"7,250 ft 2",MARSHALL ROBERTS,"1511 EAST LEVEE STREET, DALLAS, Texas 75207",(210) 859-4121,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026395,"Gage Architecture & Construction, Inc.","5331 Inker Street, Houston, Texas 77007",(713) 955-4447,
Victory Shops at Habibi Market,TABS2024026393,Victory Shops at Habibi Market LLC,"1704 E. Beltline Rd, Richardson, TX 75081",Dallas,10/1/2024,5/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Exterior facade renovation,"65,000 ft 2","Victory Shops at Habibi Market, LLC","2911 Turtle Creek Boulevard, Suite 700, Dallas, Texas 75219",972-707-9555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026393,Amara Architects,"2911 Turtle Creek Boulevard, Richardson, Texas 75219",469 264-1276,
The Salvation Army New Dallas Campus,TABS2024026374,Social Services Campus,"8625 N. Stemmons Freeway, Dallas, TX 75247",Dallas,1/20/2025,3/19/2027,"$122,000,000",New Construction,"This project is privately funded, on private land for private use.","Site area is approx. 21 Acres. Includes full site development/ infrastructure, parking, fire lanes and five (5) new buildings. Buildings are Social Services Center, Chapel, Supportive Living, Emergency Shelter and Wellness Center.","301,000 ft 2",The Salvation Army,"9216 Harry Hines Blvd., Dallas, Texas 75235",(469) 450-3574,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026374,HH Architects,"2221 Lakeside Blvd #1100, Richardson, Texas 78082",(972) 979-1175,
Landscape Structures Building 2,TABS2024026370,Landscape Structures,"8121 Forney Road, Dallas, TX 75227",Dallas,11/1/2024,2/1/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","LIGHT RENOVATION OF EXISTING 35,109 SF BUILDING. RENOVATION WILL INCLUDE DEMOLITION OF EXISTING FIRE WALL, DRY SPRINKLER SYSTEM AND INTERIOR PARTITION SYSTEM. NEW WET SPRINKLER SYSTEM WILL BE ADDED AND NEW OFFICE AREA. ELECTRICAL, AND FIRE PROTECTION","35,109 ft 2",Landscape Structures,"8131 Forney Road, Dallas, Texas 75227",817.980.1807,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026370,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",817-717-8675,
"24-0234 Foot Locker - Cedar Hill, TX",TABS2024026369,Foot Locker,"305 W. FM 1382 Space #506, Cedar Hill, TX 75104",Dallas,9/30/2024,10/3/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Scope: Storefront: - Footlocker sign to be replaced – white letters/black backer - New black awnings with white footlocker sign - Remove Alu fixtures - New surface mounted illuminated striper on window wall - New Crystal vinyl on windows - New blade ,"5,054 ft 2",Hillside Real Estate LLC,"5905 E. Galbraith Rd Suite 1000, Cincinnati, Ohio 45236",972-637-6305,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026369,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",682-334-5879,
Grand Prairie Historical Organization Parking Lot,TABS2024026364,Grand Prairie Historical Organization,"1516 W Main St, Grand Prairie, TX 75050",Dallas,9/8/2024,12/8/2024,"$500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The project consists of the demo of existing parking and the construction of a new parking lot. 29 TOTAL NEW PARKING SPACES, INCLUDING  2 HC.  The square footage is 9,500 sf.","9,500 ft 2",City of Grand Prairie,"300 Main St, Grand Prairie, Texas 75050",(972) 237-2028,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026364,Rouch Architects,"1445 Ross Ave Ste 5700, Dallas, Texas 75202",(214) 997-6029,
Away Northpark,TABS2024026362,Northpark Center,"8687 North Central Expressway Space #786, Dallas, TX 75225",Dallas,10/29/2024,2/25/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New tenant build-out in an existing commercial space on the 1st floor of an existing indoor mall building. ,"1,825 ft 2",NorthPark Management Company,"8080 N. Central Expressway Suite 1100, Dallas, Texas 75206",(214) 369-1234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026362,Mark Vetter Architecture,"58 East 4th Street, Brooklyn, New York 11218",(347) 513-7381,Darcy Budworth
Miller Yard Truck Scale,TABS2024026339,Miller Yard,"4423 Linfield Rd, Dallas, TX 75141",Dallas,9/16/2024,9/30/2024,"$250,000",New Construction,"This project is privately funded, on private land for private use.",Truck scale installation ,"2,200 ft 2",Martin Marietta,"1503 LBJ Freeway, Suite 400, Dallas, Texas 75234",(512) 591-1314,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026339,,,,
ePlus,TABS2024026324,Parkway Tower,"8445 Freeport Parkway Suite 550, Irving, TX 75063",Dallas,9/9/2024,10/31/2024,"$82,215",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"3,048 ft 2",Parkway Tower LLC,"185 Great Neck Rd Suite 250, Great Neck, New York 11021",(516) 487-5690,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026324,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Chocolate Dip Construction,TABS2024026314,Chocolate Dip,"1057 S. Sherman St  Ste 150, Richardson, TX 75081",Dallas,9/1/2024,1/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The interior finish out of a restaurant.,"4,500 ft 2",Campfire Shops LLC,"1057 S. Sherman  Ste 300, Richardson, Texas 75081",(214) 215-1186,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026314,,,,Nabil Hallak
Norsha Café and Catering Construction,TABS2024026305,Norsha Café and Catering,"1057 S. Sherman  Ste140, Richardson, TX 75081",Dallas,9/1/2024,1/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of a restaurant,"4,500 ft 2",Campfire Shops LLC,"1057 S. Sherman  Ste 300, Richardson, Texas 75081",(214) 215-1186,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026305,,,,Ahmet Goysaya
McInnish Sports Complex Turf Improvements,TABS2024026304,McInnish Sports Complex,"2335 Sandy Lake Rd, Carrollton, TX 75006",Dallas,2/1/2025,4/30/2025,"$1,700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Conversion of lacrosse grass field and baseball/softball infields to synthetic turf w/ network of perforated pipes underneath, associated grading and drainage.","207,000 ft 2",City of Carrollton,"1945 E. Jackson Road, Carrollton, Texas 75006",(972) 466-9835,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026304,"CEI Engineering Associates, Inc.","3030 LBJ Freeway Suite 920, Dallas, Texas 75234",479-644-6728,
DFW Terminal Golf Cart Parking Locations,TABS2024026284,"Terminal D, B-D Connector, Terminal C","2400 Aviation Drive, Dallas, TX 75261",Dallas,9/9/2024,11/8/2024,"$105,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Installation of dedicated circuits, duplex receptacles, and parking positions for golf cart parking in Terminals D, B-D Connector, and Terminal C","1,500 ft 2",Dallas Fort Worth International Airport,"3003 S Service Rd, Dallas, Texas 75261",940-391-0131,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026284,Gresham Smith,"500 N Akard St Suite 3210, Dallas, Texas 75201",(214) 366-6542,
Surgical Oncology,TABS2024026281,Sammons Tower,"3410 Worth Street, Dallas, TX 75246",Dallas,9/16/2024,3/31/2025,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing space. ,"5,530 ft 2","HCP MOB Property Manager, LLC.","3410 Worth Street Suite 700, Dallas, Texas 75246",(469) 416-6793,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026281,Schwabauer Design,"1600 N. Collins Blvd Suite 1900, Richardson, Texas 75080",(469) 804-2400,
Suite B-303/308/311 Renovation - Medical City,TABS2024026273,Medical City - Bldg B,"7777 Forest Lane, Dallas, TX 75230",Dallas,9/25/2024,11/15/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Reno - mainly finishes (flooring and paint) and minimal layout revision for space, with some millwork modifications.","6,500 ft 2",HCP DR MCD LLC,"7777 Forest Lane C840, Dallas, Texas 75230",(972) 566-3493,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026273,+ONE DESIGN,"521 goodwin drive, Richardson, Texas 75081",(214) 564-3202,Paul Kramer
Medical Esthetic Institute,TABS2024026260,Woodview Tower,"1349 Empire Central Suite 550, Dallas, TX 75247",Dallas,9/16/2024,11/18/2024,"$118,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvements,"2,032 ft 2","PSC Woodview, LLC","15 Walker Ave Suite 200, Baltimore, Maryland 21208",(443) 940-0793,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026260,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
