project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,project_url,design_name,design_address,design_phone
Ariana Fusion Cafe,TABS2025015239,Richland Meadows Management LLC,"908 Audelia Rd, Suite 100, Richardson, TX 75081",Dallas,6/20/2025,10/20/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Design Remodel,"1,245 ft 2",Miles Delleney,"PO Box 279 Leander, Leander, Texas 78646",(512) 335-7871,Aung Kyaw Moe,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015239,Restaurant Headquarters,"1501 S Jupiter Rd, Garland, Texas 75042",(469) 324-7386
Verizon Addison,TABS2025015224,Verizon Addison,"5100 Belt Line Rd. 1052, Addison, TX 75254",Dallas,5/8/2025,7/1/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of an existing Verizon store. Scope includes minor demo, electrical, mechanical work and new restrooms. ","4,000 ft 2",VOP Partners LLC,"4801 Harbor Dr, Flower Mound, Texas 75022",(214) 334-3560,Karen Butler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015224,Apogee,"16775 Addison Rd 350, Addison, Texas 75001",(469) 960-2322
2520 Weir,TABS2025015220,Oakdale Logistics Center,"2520 weird, Dallas, TX 75212",Dallas,4/1/2025,8/1/2025,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",Office remodel/build out,"17,000 ft 2",BCIF OAKDALE LOGISTICS CENTER LLC,"501 S CHERRY ST FL 11, Denver, Colorado 80246",(940) 224-3734,Cole Sparks,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015220,,,
Ojos Locos Mesquite,TABS2025015202,Iron Horse Commercial,"375 Rodeo Center Drive, Mesquite, TX 75149",Dallas,4/21/2025,9/22/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","Interior finish-out of existing single story retail building.  New mechanical, electrical and plumbing equipment.","10,878 ft 2","ICS Commercial, LP","3624 Oak Lawn Avenue #325, Dallas, Texas 75219",(214) 521-4928,Tyson Boiko,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015202,"HUB CITY PRODUCTIONS, LP","800 Exposition Ave Apt 1, Dallas, Texas 75226",(214) 821-8242
OJB,TABS2025015176,Advanical Tower,"1845 Woodall Rogers Fwy. Suite 1150, Dallas, TX 75201",Dallas,4/4/2025,7/14/2025,"$77,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to Tenant Suite ,"2,050 ft 2","WDC-FUB Office, LLC","1900 N. Akward St. Suite 3000, Dallas, Texas 75201",(214) 855-6012,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015176,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222
Lake June,TABS2025015165,Cielito Lindo,"9600 Lake June Road, Dallas, TX 75217",Dallas,4/14/2025,7/20/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel exterior facade with new stucco and replace with new doors and windows. In addition, build a fire sprinkler room in the banquet hall space. ","5,330 ft 2",Antonio Torres,"3609 Wise Ln, Flower Mound, Texas 75022",(972) 978-5827,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015165,Avila Castillo.com,"614 Bishop Ave #2, Dallas, Texas 75208",(214) 478-2645
Las Colinas Pediatrics,TABS2025015162,6750 N. MacArthur Blvd,"6750 N. MacArthur Blvd Sutie 208, Irving, TX 75039",Dallas,3/27/2025,7/11/2025,"$135,375",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior medical office renovation,"1,764 ft 2",MOP/GP 106 of TX,"7200 N. State Hwy 161 Suite 115, Irving, Texas 75039",(214) 662-4375,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015162,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400
SKIMS Northpark,TABS2025015144,Northpark Center,"8687 North Central Expressway, Space 919, Dallas, TX 75225",Dallas,5/1/2025,8/14/2025,"$780,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant improvement of existing 6,350 SF retail space within a covered shopping mall. Remodel to include storefront, signage (under separate permit), interior partitions, new ceiling, interior finishes, lighting, millwork, MEP and structural.","6,350 ft 2",Northpark Management Company,"8080 North Central Expressway Ste. 1100, Dallas, Texas 75206",(214) 236-5291,Robert Zweig,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015144,RDC,"245 East Third St., Long Beach, California 90802",(917) 254-0092
Costco Fleet Restroom Remodel,TABS2025015142,Warehouse #655,"8282 Park Lane, Dallas, TX 75231",Dallas,5/1/2025,4/1/2026,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of existing building to add a new interior restroom used for employees only. 105 SF. Provide exterior access to fleet delivery drivers during after-hours.  Not for public use.  No change in use. No additional site work.,105 ft 2,Costco Wholesale,"999 Lake Drive, Issaquah, Washington 98027",(425) 313-8100,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015142,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",(281) 661-4790
Flying J #726 FEP,TABS2025015134,Flying J Travel Center #726,"7425 Bonnie View Road, Dallas, TX 75241",Dallas,5/12/2025,11/14/2025,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior and Exterior remodel as well as a complete replacement of the fuel system and everything under the fueling canopies.,"16,335 ft 2",Pilot Travel Centers LLC,"5508 Lonas Drive, Knoxvile, Tennessee 37909",(865) 660-2868,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015134,Pilot Travel Centers LLC,"5508 Lonas Drive, Knoxville, Tennessee 37909",(865) 805-6069
Rainbow Store Expansion,TABS2025015129,Addison Town Center,"3752-3752A Belt Line Road, Addison, TX 75001",Dallas,4/1/2025,5/30/2025,"$155,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Expand existing rainbow apparel into adjacent tenant space, existing ceiling & all related hvac to remain in all spaces, existing plumbing to remain in all spaces, new interior partitions & finishes per plans.","10,293 ft 2",Addison Town Center,"3102 Maple Avenue, Suite 350, Dallas, Texas 75201",(214) 954-0600,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015129,Albert Taus and Associates,"1187 Morefield Rd., Philadelphia, Pennsylvania 19115",214-698-2516
Xebec Realty,TABS2025015128,2100 Ross,"2100 Ross Avenue Suite 900, Dallas, TX 75201",Dallas,3/25/2025,6/30/2025,"$130,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement ,"7,181 ft 2","Dallas 2100 Ross, LP","1601 Elm Street Suite 3110, Dallas, Texas 75201",(214) 302-0080,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015128,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222
Matador Resources Company,TABS2025015118,Suite 1500,"Lincoln Centre, Dallas, TX 75240",Dallas,3/24/2025,7/1/2025,"$850,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Remodel of an existing shell building, total square footage is 28,974 SF.","28,974 ft 2","Cushman & Wakefield, Inc","5430 Lyndon B Johnson Freeway, Dallas, Texas 75240",972-770-2440,Rob Maclik,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015118,O'Brien Architects,"1722 Routh Street #122, Dallas, Texas 75201",972-788-1010
Black & Veatch Dallas,TABS2025015106,International Plaza III,"14241 Dallas Parkway Suite 1100, Dallas, TX 75254",Dallas,6/2/2025,12/12/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of Suite 1100 on the eleventh floor of an existing business occupancy building. Scope of work includes demolition of existing interior fit-out and new construction to include open and enclosed work space. ,"18,190 ft 2","IP III Dallas, JV, LP","700 Louisiana Street Ste. 1750, Houston, Texas 77002",(972) 385-0125,Meghann Hoffman,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015106,HOK Houston,"3200 Southwest Freeway Ste 900, Houston, Texas 77027",(713) 407-7711
St. Rita Catholic School - Campus Addition,TABS2025015104,St. Rita Catholic School,"12525 Inwood Rd, Dallas, TX 75244",Dallas,1/5/2025,7/23/2027,"$21,262,867",Additions to Existing Building,"This project is privately funded, on private land for private use.","THIS PROJECT INCLUDES SITE RENOVATIONS AND A NEW BUILDING ADDITION TOTALING 33,408 SQUARE FEET.","33,408 ft 2",St. Rita Catholic School,"12525 Inwood Rd, Dallas, Texas 75244",972.239.3203,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015104,Glenn | Partners,"5646 Milton Street, Suite 426, Dallas, Texas 75206",(469) 930-7655
American Bath Expansion,TABS2025015093,Las Colinas Highlands,"6191 North State Highway 161 Suite 330, Irving, TX 75038",Dallas,4/1/2025,6/6/2025,"$160,600",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement ,"15,020 ft 2",CCH Office Partners,"16400 North Dallas Parkway, Dallas, Texas 75248",(972) 759-7712,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015093,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222
Hyperfuel,TABS2025015080,Parkside Tower,"3500 Maple Avenue Suite 1500, Dallas, TX 75219",Dallas,4/1/2025,7/1/2025,"$691,051",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/ Alteration,"6,114 ft 2",TR 3500 Maple Corp % LPC Realty Advisors I LP,"N La Salle Street, 120 Suite 2900, Chicago, Illinois 60602",(214) 526-0060,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015080,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991
BUMC Central Pharmacy Renovation - Added Scope,TABS2025015072,BUMC Central Pharmacy Renovation - Added Scope,"3500 Gaston Ave., Dallas, TX 75240",Dallas,5/2/2025,8/1/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","ENOVATION OF EXISTING RESTROOMS, LOCKER ROOM, AND NARCOTIC VAULT WITHIN THE PHARMACY SUITE, AND ADDITION OF ONE RESTROOM AND TRASH ROOM","2,000 ft 2",Baylor Scott & White Health,"301 N. Washington, Dallas, Texas 75246",(972) 247-2170,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015072,"Page Southerland Page, Inc.","1800 Main Street, Suite 123, Dallas, Texas 75201",(214) 522-3900
CAE TENANT FINISH OUT,TABS2025015070,VARISPACE - LAS COLINAS,"901 W WALNUT HILL LN, Irving, TX 75038",Dallas,4/1/2025,4/30/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",ADD CONFERENCE ROOMS TO EXISTING TENANT SPACE,"12,159 ft 2",VARISPACE,"450 N FREEPORT PKWY, COPPELL, Texas 75019",(469) 391-0976,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015070,OLER SENITZ,"2175 E STONE ROAD, WYLIE, Texas 75098",(214) 498-4161
Somerset Drive Sidewalk Extension,TABS2025015067,Somerset Drive Sidewalk Extension,"Somerset Drive, Cedar Hill, TX 75104",Dallas,6/1/2025,11/1/2025,"$190,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Extending sidewalk from Stadium Dr entrance north to the end of school property. Approx 1390 LF of sidewalk plus accessible ramps & repairs to road crossings,"6,950 ft 2",City of Cedar Hill,"285 Uptown Blvd, Cedar Hill, Texas 75104",(972) 291-5126,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015067,"STV, Inc","200 West Highway 6, Suite 620, Waco, Texas 76712",(254) 772-9272
5251 Frye Rd. Ofc Expan,TABS2025015054,5251 Frye Rd.,"5251 Frye Rd. Suite 100, Irving, TX 75061",Dallas,4/16/2025,7/16/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Office expansion of existing shell office pod within vacant warehouse shell building.,"3,538 ft 2",GID Properties,"14241 Dallas Parkway Suite 1050, Dallas, Texas 75254",833-259-7511,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015054,,,
DF Title LLC d/b/a Golden Dog Title,TABS2025015028,Bent Tree Tower II,"16479 N. Dallas PArkway Suite 310, Addison, TX 75001",Dallas,4/1/2025,5/15/2025,"$107,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"4,582 ft 2",BT II LP,"16479 N Dallas Parkway Suite 140, Addison, Texas 75001",972-980-1188,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015028,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222
CMH Advisors,TABS2025015024,Dominion Plaza,"17304 Preston Road Suite 1350, Dallas, TX 75252",Dallas,4/1/2025,7/30/2025,"$261,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement interior finish out in an existing high rise building ,"4,000 ft 2",G & I VIII Dominion Plaza LP,"901 Main Street Suite 4200, Dallas, Texas 75202",817235610,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015024,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222
Resident Taqueria,TABS2025015015,N/A,"9661 Audelia Rd, #112, Dallas, TX 75238",Dallas,4/1/2025,6/1/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Renovation to combine two suites. ,"1,168 ft 2","Audelia WGK II, LLC","8525 Ferndale Road, Suite 204, Dallas, Texas 75238",(212) 553-0000,Andrew Savoie,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015015,The Guest Group,"4213 Dickason, #8, Dallas, Texas 75219",214-683-5142
Slick City,TABS2025015007,Slick City,"11250 N Central Expressway Suite 100, Dallas, TX 75243",Dallas,8/18/2025,2/10/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Vacant space to be renovated to form a proposed slide park, new concession food service area with new prep equip, lighting, power HVAC & plumbing.  HVAC to be modified - no exterior work","30,000 ft 2","11250 North Central, LP","2522 Mckinnon St. Suite 700, Dallas, Texas 75201",(214) 608-5676,Val Throckmorton,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015007,Apogee,"16775 Addison Road Suite 350, Addison, Texas 75001",(940) 222-5698
Tenaska Power Services,TABS2025015002,The Point at Las Colinas,"300 E. John Carpenter Freeway Suite #1100, Irving, TX 75062",Dallas,4/1/2025,10/1/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The scope of this project is a non-structural interior finish-out in an existing single floor suite. Scope includes HVAC, electrical, and plumbing.","1,854 ft 2","The Point at Las Colinas, LLC","245 Park Ave FL 39, New York, New York 10167",917-773-6699,Renee Werts,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015002,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(484) 883-1649
Tenant Improvements for Inspired Closets,TABS2025014997,The International,"150 Turtle Creek Blvd. Suite 105B, Dallas, TX 75207",Dallas,4/14/2025,5/30/2025,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements within a newly demised suite in an existing building.,"1,188 ft 2",Asana Partners,"2151 Hawkins St Sutie 1100, Charlotte, North Carolina 28203",(386) 697-4141,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014997,S-Cubed Architects,"124 Donald Dr., Hurst, Texas 76053",(817) 431-0741
MM Miller Yard New Building,TABS2025014990,MM Miller Yard,"4423 Linfield Rd, Dallas, TX 75216",Dallas,8/4/2025,8/25/2025,"$75,000",New Construction,"This project is privately funded, on private land for private use.",Removal of existing 420sqft office building from site. Replace with new 752sqft office building.,752 ft 2,"Martin Marietta Materials Southwest, LLC","1503 LBJ Freeway Suite 400, Dallas, Texas 75234",(512) 591-1314,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014990,,,
SPS,TABS2025014987,885 E Collins,"885 E. Collins Blvd Suite 110, Richardson, TX 75081",Dallas,3/31/2025,9/30/2025,"$495,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Second generation renovation for incoming tenant prospect,"18,220 ft 2",LINK Logisitics,"13727 Noel Rd. Suite 750, Dallas, Texas 75240",(833) 354-0003,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014987,,,
DPT - Dallas Polymers Terminal,TABS2025014984,Building 2a,"1600 W Wintergreen Rd, Hutchins, TX 75141",Dallas,5/1/2025,3/6/2026,"$12,000,000",New Construction,"This project is privately funded, on private land for private use.",Warehouse storage and associated spaces,"295,000 ft 2",DP Terminal LP,"PO Box 1356, La Porte, Texas 77572",(346) 548-6041,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014984,"KE Group, inc.","1717 Turning Basin Suite 420, Houston, Texas 77029",(409) 692-0103
