project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Versum EMD Guard Shack replacement,TABS2025019557,Versum Materials/EMD,"8201 S Central Expressway, Dallas, TX 75241",Dallas,6/16/2025,8/29/2025,"$192,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement of guard shack with new CMU structure,456 ft 2,Versum Materials/EMD,"8201 S Central Expressway, Dallas, Texas 75241",(214) 414-2013,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019557,Deen Ritter Architects,"3901 Acapulco St., Irving, Texas 75062",(469) 348-6757,
Street Corner Urban Market,TABS2025019553,Gratitude,"1105 S Broadway St, Carrollton, TX 75006",Dallas,6/23/2025,10/23/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out of existing building to convert the space from a clothing store to a grocery store.,"2,026 ft 2",Kevin Jamison,"1105 N Broadway St, Carrollton, Texas 75006",(214) 546-0944,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019553,Perez Architecture Studio,"1412 Fernwood Dr, Mesquite, Texas 75149",(214) 718-0584,
Gibraltar Glass,TABS2025019552,Office / Warehosue,"11644 Ravenview Road, Dallas, TX 75253",Dallas,5/22/2025,9/12/2025,"$287,422",New Construction,"This project is privately funded, on private land for private use.",New interior finish out of a first generation o?ce space with an existing warehouse. No area is added to the building.,"7,747 ft 2",B & B CONCRETE SAWING,"1830 GARDEN SPRINGS DRIVE, DALLAS, Texas 75253",(972) 286-6853,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019552,ENTOS DESIGN,"5400 LBJ FREEWAY SUITE 125, DALLAS, Texas 75240",972-770-2222,Mike Larocca
SAUVAGE RESTAURANT,TABS2025019551,DINING LOUNGE,"1914 COMMERCE STREET SUITE 100 450 E John Carpenter Fwy, Irving, Dallas, TX 75062",Dallas,6/1/2025,6/30/2030,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL,"1,528 ft 2",AQUAUNITED CONSTRUCTION,"450 E John Carpenter Fwy, IRVING, Texas 75062",(214) 405-0780,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019551,,,,
Bldg 3 Restroom Renovation,TABS2025019547,13500 Midway,"13500 Midway Rd Bldg 3, Farmers Branch, TX 75244",Dallas,6/2/2025,8/29/2025,"$195,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior renovation ,230 ft 2,Reserve Capital Partners,"12404 Park Central Drive Ste 250 S, Dallas, Texas 75251",972.897.7913,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019547,"ninety 8 ninety 7, LLC  dba:Studio 9897","15428 Pioneer Bluff Trail, Ft Worth, Texas 76262",(214) 684-1269,
Butterfly Effects,TABS2025019544,13500 Midway,"13500 Midway Rd Bldg 3 Ste 300, Farmers Branch, TX 75244",Dallas,6/2/2025,8/29/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior renovation ,"5,254 ft 2",Reserve Capital Partners,"12404 Park Central Drive Ste 250 S, Dallas, Texas 75251",972.897.7913,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019544,"ninety 8 ninety 7, LLC  dba:Studio 9897","15428 Pioneer Bluff Trail, Ft Worth, Texas 76262",(214) 684-1269,Butterfly Effects
Freddy's - Sunnyvale,TABS2025019541,Freddy's,"172 S Collins Rd, Sunnyvale, TX 75182",Dallas,6/16/2025,12/8/2025,"$1,800,000",New Construction,"This project is privately funded, on private land for private use.",Construct a ~3000 square foot standalone Freddy's.,"3,000 ft 2",Sunnyvale US 80 & COLLINS LP,"4925 Greenville Avenue, Suite 200, Dallas, Texas 75206",(214)288-3624,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019541,Tessere,"1525 E. Douglas Avenue, Wichita, Kansas 67211",(816)683-7685,Joe DePinto
City of Dallas Bond Signals - Lemmon Corridor,TABS2025019536,Traffic signals and Sidewalk/ADA ramps improvements,"Lemmon Ave At Ropper St Lemmon Ave at Turtle Creek Blvd, Dallas, TX 75209",Dallas,7/1/2025,7/30/2026,"$5,095,230",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Traffic Signal installation and sidewalk improvements at 7 intersections on Lemmon Ave from Manor Way/Roper Street to Turtle Boulevard,"304,920 ft 2",City of Dallas Department of Public Works,"2710 Municipal St, DALLAS, Texas 75215",(214) 670-3182,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019536,Stantec,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(972) 983-9493,
Pegasus,TABS2025019517,Aimbridge,"5301 Headquarters; Suite 140 Suite 125, Plano, TX 75024",Dallas,5/19/2025,9/15/2025,"$645,478",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish-out for Office Space, no demolition","5,358 ft 2","Drawbridge HQ53, LLC","3 Embarcadero Center, Suite 2310, San Francisco, California 94111",(415) 391-8300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019517,Entos Design,"5400 LBJ Freeway, SUITE 125, Dallas, Texas 75240",(972) 770-2222,
Greyhound Storage Facility,TABS2025019511,Parts Storage,"9773 Harry Hines Blvd, Dallas, TX 75220",Dallas,8/1/2025,12/31/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",Ground up PEMB storage facilit,"1,652 ft 2","Greyhound Lines, Inc","9773 Harry Hines Blvd, Dallas, Texas 75220",(469) 243-2552,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019511,Method Architecture,"3227 McKinney Ave, suite 201, Dallas, Texas 75204",(210) 744-5976,
Finical 2024 Expansion,TABS2025019499,The Crossings I,"5429 LBJ Freeway Suite 725, Dallas, TX 75240",Dallas,5/26/2025,8/23/2025,"$184,751",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in high rise  building.,"4,499 ft 2","Goddard Investment Group, LLC","3390 Peachtree road NE suite 1200, Atlanta, Georgia 30326",(972) 788-5429,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019499,Go Studio,"1201 Main Street, Dallas, Texas 75202",(214) 420-4646,Marty Friend
Columbia Ave/Main St from Deep Ellum to Beacon St (Complete St Improvements with Bike Lanes),TABS2025019496,Columbia Avenue/Main Street,"Columbia Avenue/Main Street, Dallas, TX 75214",Dallas,9/1/2025,9/1/2027,"$1,399,170",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Proposed roadway and sidewalk reconstruction, approx. 7,400 feet of roadway","7,400 ft 2",City of Dallas,"320 E. Jefferson, Ste 307, Dallas, Texas 75203",214-948-4163,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019496,"Huitt-Zollars, Inc","5430 LBJ Freeway, Suite 1500, Dallas, Texas 75240",214-934-5635,
Duncanville ISD Central Fine Arts Academy Renovation,TABS2025019482,Central Elementary Fine Arts Academy,"302 E Freeman St., Duncanville, TX 75116",Dallas,7/1/2025,7/1/2026,"$14,873,349",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Demolition, renovation and alteration of building interior. Scope includes new plumbing fixture, renovated HVAC systems and renovated electrical systems. Minor site work is also included in the scope. ","49,579 ft 2",Duncanville ISD,"710 S. Cedar Ridge Dr., Duncanville, Texas 75137",972-708-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019482,WRA Architects,"6000 Headquarters Dr suite 600, Plano, Texas 75024",(214) 764-9994,
O SHO SUSHI,TABS2025019447,FRANKFORD PAVILION SHOPPING CENTER,"18148 DALLAS PKWY #STE, 110, Dallas, TX 75287",Dallas,6/1/2025,10/1/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,175 ft 2",STEVE FLENS,"PO BOX 41273, CREVE COEUR, Missouri 63141",(314) 872-8500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019447,"BC Structural Engineers, LLC","450 Century Pkwy Suite #STE 250, ALLEN, Texas 75013",(214) 991-5117,MAN LUI
Linehaul Office Interior Build-out,TABS2025019425,FedEx 756 West Dallas,"3901 Adler Drive, Dallas, TX 75211",Dallas,6/16/2025,12/15/2025,"$375,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New interior office build-out in existing concrete tilt wall FedEx distribution facility, including new interior walls, finishes and two new single-user restrooms.","1,175 ft 2",BPREP I-30 LP,"8343 DOUGLAS AVE, STE 100, Dallas, Texas 75225",(214) 438-1504,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019425,Broadstone Design Group,"425 Pinson Road Ste M-104, Forney, Texas 75126",(713) 492-1194,Chelsey Ackerman
"Mesquite, TX",TABS2025019404,Town East & Galloway Shopping Center,"1100 N. TOWN EAST BLVD., SUITE 107, Mesquite, TX 75150",Dallas,7/29/2025,10/9/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","· FIXTURES, FURNITURE AND EQUIPMENT · INTERIOR PARTITIONS AND DOORS · CEILING IN ALL AREAS · FINISHES IN ALL AREAS · LIGHTING IN ALL AREAS · RESTROOM(S) FIXTURES AND FINISHES · KITCHENETTE AND MOP SINK","2,034 ft 2","GENE RICHARDSON, JR.","8235 Douglas Ave., Suite 620, Dallas, Texas 75225",214-673-0805,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019404,,,,
Cochran UMC Site Improvements Project,TABS2025019399,Cochran UMC - Education Building and Parking Lot,"9027 Midway Road, Dallas, TX 75209",Dallas,8/15/2025,8/17/2026,"$1,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",This project is focused on parking improvements for the area of work around the existing education building. The scope of work also includes the two canopy additions attached to the existing Cochran UMC education building,"101,540 ft 2",Cochran Chapel United Methodist Church,"9027 Midway Road, Dallas, Texas 75209",(214) 352-4889,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019399,,,,
University of Texas South Western Medical Center AIRC NE2.704 MRI Replacment,TABS2025019391,Bill and Rita Clements Advanced Medical Imaging Building,"2201 Inwood Road, Dallas, TX 75390",Dallas,8/19/2025,2/11/2026,"$1,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The replacement of an existing MRI for a Laboratory space, and the renovation of an adjacent equipment and MRI control room. ","1,500 ft 2",Univesity of Texas Southwestern Medical Center,"2201 Inwood Road, Dallas, Texas 75390",214.645.7136,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019391,HDR Architecture Inc.,"8750 N. Central Expressway Suite 100, Dallas, Texas 75231",(972) 960-4000,
UTSW Simmons Biomedical Research Building Level 04 Renovations,TABS2025019388,Simmons Biomedical Research Building,"6201 Harry Hines Blvd, Dallas, TX 75235",Dallas,5/20/2025,11/30/2025,"$3,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project."," Modify existing storage room into an equipment galley, Replace existing cold room with a new room of similar size, Replace existing cold room with a new room of similar, Refresh space with updated equipment. ","2,100 ft 2",Univesity of Texas Southwestern Medical Center,"6201 Harry Hines Blvd, Dallas, Texas 75235",214-648-7127,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019388,HDR Architecture Inc.,"8750 N. Central Expressway Suite 100, Dallas, Texas 75231",(972) 960-4000,
AutoZone #9334,TABS2025019387,AutoZone,"3002 N Town E Blvd, Mesquite, TX 75150",Dallas,5/19/2025,10/20/2025,"$745,332",New Construction,"This project is privately funded, on private land for private use.",Construct an Auto Parts Retail Store from Ground Up.,"7,147 ft 2","PWMRE, LLC","1545 Hotel Circle South, Ste 190, San Diego, California 92108",(619) 501-7501,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019387,AutoZone,"123 South Front Street, Memphis, Tennessee 38103",901-495-8705,
Healthpeak One Forest Regional Office,TABS2025019379,One Forest MOB,"12200 Park Central Dr Suite 500, Dallas, TX 75251",Dallas,5/25/2025,8/25/2025,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Design 7869 USF,"7,869 ft 2",MOB 93 of Texas LP,"3000 Meridian Blvd, Franklin, Tennessee 37067",(214) 592-4580,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019379,MPI Architects,"4949 Addison Circle, Addison, Texas 75001",972-788-0078,
America's Credit Union,TABS2025019369,America's Credit Union,"10501 N. Central Expressway Suite 220, Dallas, TX 75231",Dallas,6/1/2025,9/30/2025,"$630,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION OF EXISTING TENANT SUITE,"5,063 ft 2",America's Credit Union,"10501 N Central Expy Ste 300, Dallas, Texas 75231",(214) 658-6862,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019369,Entos Design,"5400 Lyndon B Johnson Fwy 125, Dallas, Texas 75240",(972) 770-2222,
BANDAI GASHAPON OFFICIAL SHOP,TABS2025019349,Firewheel Town Center,"450 Cedar Sage Dr, Garland, TX 75040",Dallas,5/22/2025,6/20/2025,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Signage installation, Partial floor tile replacement, Install wall decals, Place outlets back on the wall after shelves removal. ","1,560 ft 2",Simon Property Group,"245 Cedar Sage Dr, Garland, Texas 75040",(972) 675-1041,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019349,,,,Ryosuke Okumura
McInnish Parking & Sandy Lake Service Center,TABS2025019343,McInnish Parking & Sandy Lake Service Center,"2155 Sandy Lake Rd, Carrollton, TX 75006",Dallas,7/14/2025,12/15/2025,"$1,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Remove and replace parking lots at McInnish Park and Sandy Lake Service Center,"147,879 ft 2",City of Carrollton,"1945 E. Jackson Rd, Carrollton, Texas 75006",(972) 466-4702,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019343,"O'Brien Engineering, Inc","2340 East Trinity Mills Suite 220, Carrollton, Texas 75006",(972) 233-2818,
"6606 LBJ Freeway, Suite 150-The Helm TI",TABS2025019328,Hillcrest Oaks,"6606 Lyndon Baines Johnson Freeway, Suite 150, Dallas, TX 75240",Dallas,5/15/2025,9/15/2025,"$521,034",Renovation/Alteration,"This project is privately funded, on private land for private use.","Adding tenant improvements to the existing suite 0150 consisting of .8,873 sf.  Adding additional office/classrooms, adding three restrooms, replacing fluorescent lights with new LED lights, new carpet, new paint. ","8,873 ft 2",PSC Hillcrest LLC,"15 Walker Avenue, #200, Baltimore, Maryland 21208",443-940-0793,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019328,"Thomas A Pirtle III NCARB, AIA","1308 Meadowview, Kennedale, Texas 75254",817-265-2415,
One Hanover Tenant Lounge,TABS2025019321,One Hanover,"16633 North Dallas Parkway, 1st Floor, Addison, TX 75001",Dallas,6/16/2025,9/19/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel and update to current building lounge area on first floor,"1,175 ft 2","MSSDFOFCB Hanover, LLC","5005 LBJ Freeway, Farmers Branch, Texas 75244",(972) 867-6455,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019321,Entos Design,"5400 LBJ Freeway SUITE 125, Dallas, Texas 75240",(972) 770-2222,
DAIRY QUEEN,TABS2025019319,DAIRY QUEEN,"848 E BELTLINE ROAD, Cedar Hill, TX 75104",Dallas,6/2/2025,1/2/2026,"$600,000",New Construction,"This project is privately funded, on private land for private use.",CONSTRUCT NEW DAIRY QUEEN BUILDING WITH DRIVE-THRU AND ASSOCIATED SITE DEVELOPMENTS ...,"1,930 ft 2","VHIMASHANKAR, LLC.","121 CHAPEL HILL DRIVE, PROSPER, Texas 75078",(214) 934-6251,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019319,PSA ENGINEERING,"17819 DAVENPORT ROAD, #215, DALLAS, Texas 75252",(972) 248-9651,
