project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Highland Park Aesthetics,TABS2025011845,Highland Park Aesthetics,"5213 W. Lovers Lane, Dallas, TX 75209",Dallas,3/3/2025,5/26/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1,068 sq/ft office med spa interior finish-out within an existing one story retail building","1,068 ft 2",Prescott Interests Lovers-Inwood LLC,"1501 Dragon St Suite 102, Dallas, Texas 75207",(214) 268-7822,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011845,"Triplett Design Group, PC","5830 Granite Pkwy STE 100, Plano, Texas 75204",(806) 223-6611,Megan Cheatham
Mo'Money Museum,TABS2025011836,Mo'Money Museum,"501 Elm Street, Dallas, TX 75202",Dallas,4/16/2025,11/20/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out occupying two levels in a historic building in Downtown Dallas ,"17,086 ft 2",3L Real Estate,"6250 N River Road, Rosemont, Illinois 60018",(630) 450-3692,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011836,ID Studio 4,"6201 Campus Circle Dr E, Irving, Texas 75063",(972) 870-1288,"TME Ventures, LLC -Mustafa"
"Baylor University Medical Center (Dallas, TX)-Simulation Renovation",TABS2025011831,Baylor University Medical Center,"3500 Gaston Avenue, Dallas, TX 75246",Dallas,4/1/2025,6/1/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing diagnostic area into a non-patient care training and classroom area.,"2,700 ft 2",Baylor Scott & White Health,"301 N Washington Avenue, Dallas, Texas 75246",(214) 820-8521,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011831,HDR,"8750 N Central Expressway, Suite 100, Dallas, Texas 75231",(972) 960-4081,
Metroplex ENT & Allergy,TABS2025011807,Las Colinas Medical Plaza II,"7200 N. Highway 161 Ste 220, Irving, TX 75039",Dallas,2/17/2025,5/30/2025,"$320,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovations to an existing suite in an existing building,"2,980 ft 2","HCP MOP 7200 Irving TX, LP,","3000 Meridian, Nashville, Tennessee 37067",(214) 683-4495,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011807,Lincoln Property  Company,"8140 Walnut Hill Lane Suite 700, Dallas, Texas 75231",(214) 461-2354,
Cheeky Monkeys- Dallas,TABS2025011786,Muse Shops at Midtown,"5203 Alpha Road Building A Suite 115, Dallas, TX 75240",Dallas,3/1/2025,6/1/2025,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior improvements of children's play venue. ,"7,706 ft 2","Bel Muse I LP, c/o Morgan Stanley REIG","One Post Office Square, Boston, Massachusetts 02109",(617) 672-8613,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011786,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(469) 680-9562,Fahim Ali
Beeman - Renovation,TABS2025011780,Beeman,"6070 N Central Expressway, Dallas, TX 75206",Dallas,3/31/2025,11/28/2025,"$1,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing public spaces and exterior.,"13,928 ft 2","Supreme Bright Dallas VI, LLC","1785 State Highway 26 Suite 400, Grapevine, Texas 76051",(214) 774-4650,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011780,"Premier Architecture, LLC","14185 Dallas Parkway Suite 1400, Dallas, Texas 75254",214.794.8581,
Life Time Cold Plunge - Garland,TABS2025011745,Life Time Fitness,"5602 Naaman Forest Blvd, Garland, TX 75044",Dallas,4/14/2025,5/2/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of new equipment to convert existing hot tub into a cold plunge pool. 500 Sq Ft.,500 ft 2,Life Time Real Estate & Development,"2900 Corporate Plac, Chanhassen, Minnesota  5531",952-229-7091,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011745,BlueStreak Consulting,"25001 Emery Road #400, Cleveland, Ohio  4412",216-223-3294,
NYAB,TABS2025011743,Plaza One61,"7301 State Highway 161 Suite 400, Irving, TX 75039",Dallas,2/24/2025,6/1/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to portion of 4th floor for tenant space,"14,117 ft 2","BFP Plaza One61, LLC","7301 State Highway 161 Suite 198, Irving, Texas 75039",(469) 284-5620,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011743,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Zero Rez,TABS2025011708,501 E Rock Island Road,"501 E Rock Island Road, Grand Prairie, TX 75050",Dallas,2/24/2025,5/26/2025,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior renovation in an existing building for office and non combustible storage use ,"14,950 ft 2",Reserve Capital Partners,"12404 Park Central Drive Ste 250 S, Dallas, Texas 75251",(214) 983-1360,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011708,"ninety 8 ninety 7, LLC  dba:Studio 9897","15428 Pioneer Bluff Trail, Ft Worth, Texas 76262",(214) 684-1269,Bo Hopkins
Savills,TABS2025011702,23Springs,"2323 Cedar Springs Road Suite 1400, Dallas, TX 75201",Dallas,3/1/2025,8/31/2025,"$2,023,760",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out for 9,928 SF of existing office space.","9,928 ft 2",Granite Properties,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",972-731-2308,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011702,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1500,Alyssa Pauly
VILLAGE AT VALLEY RANCH FACADE RENOVATION,TABS2025011688,VILLAGE AT VALLEY RANCH,"9400 N MACARTHUR BLVD, Irving, TX 75063",Dallas,3/15/2025,6/15/2025,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",2 BLDGS FACADE RENOVATION,"25,608 ft 2",VILLAGE AT VR LLC,"5850 GRANITE PARKWAY #STE. 220, PLANO, Texas 75024",(210) 827-2827,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011688,THRASHER WORKS LLC,"351 W JEFFERSON BLVD #STE. 601, DALLAS, Texas 75208",(214) 293-3498,
Arch Reinsurance,TABS2025011680,Colonnade II,"15301 Dallas Parkway, Suite 285, Addison, TX 75001",Dallas,2/17/2025,6/17/2025,"$215,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to tenant suite ,"2,320 ft 2","FPG Colonnade, LP","45 Main St., Brooklyn, New York 11201",(858) 242-1223,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011680,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,
SWA Group,TABS2025011650,Meadows Building,"5646 Milton Street Suite 130, Dallas, TX 75206",Dallas,3/1/2025,12/15/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing B occupancy office space on Level 1.  All building core elements to remain.  Tenant improvement work entails new non-bearing partitions, millwork, ceiling/lighting, doors/frames, power/communication and new finishes.","6,980 ft 2","US Energy Square, LLC","6688 N Central Expressway Suite 350, Dallas, Texas 75206",(312) 795-1800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011650,Gensler,"5005 Greenville Avenu, Dallas, Texas 75206",214-866-3181,Zane Busbee
Lamar Street Streetscape,TABS2025011635,Lamar Street (Young to Ross Ave),"Lamar Street @ Young to Ross Avenue, Dallas, TX 75202",Dallas,6/24/2022,1/27/2025,"$5,058,058",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The design of 25,880 sf of sidewalks, barrier free ramps, crosswalks, a traffic control plan, traffic signals, street illumination, pedestrian lighting, pavement markings, green spaces, hardscape, landscape, irrigation, and site-appropriate furniture","25,880 ft 2",City of Dallas,"320 E. Jefferson Blvd Room 307, Dallas, Texas 75203",(682) 433-3141,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011635,"CRIADO, a Dunaway Company","3030 LBJ Fwy Suite 600, Dallas, Texas 75234",(972) 392-9092,
Freeport Parkway & Northwestern Drive Traffic Signal,TABS2025011634,N/a,"455 Freeport Parkway, Coppell, TX 75019",Dallas,11/1/2024,6/30/2025,"$900,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Traffic signal and curb ramps at Freeport Parkway & Northwestern Drive, approx. 1,000 SF","1,000 ft 2",City of Coppell,"265 E. Parkway Boulevard, Coppell, Texas 75019",(972) 304-3597,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011634,Kimley-Horn,"2600 N. Central Expressway, Suite 400, Richardson, Texas 75080",972-770-1392,
Nayar & McIntyre,TABS2025011612,Cascade Two,"106 Decker Court Suite 330, Irving, TX 75062",Dallas,2/11/2025,4/30/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/ Alteration,"2,284 ft 2","Cascade Dallas Operating, LLC","1935 West Avenue Suite 106, Miami, Florida 33139",(973) 809-5803,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011612,Interprise Design,"14241 Dallas Parkway Suite 260, Dallas, Texas 75254",(972) 385-3991,
"Petco-Las Colinas, TX",TABS2025011604,Las Colinas Plaza,"4030 N MacArthur Blvd, Suite, 208, Irving, TX 75038",Dallas,5/12/2025,7/4/2025,"$198,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Improvements / Remodel (9,145 sqft): Remodel retail areas and grooming salon areas.","9,145 ft 2","Petco Animal Supplies, Inc.","654 Richland Hills Drive, San Antonio, Texas 78245",(210) 846-3918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011604,SBLM Architects P.C.,"11430 North Kendall Drive, Suite 310, Miami, Florida 33176",(305) 412-9187,
Capital Improvements,TABS2025011603,Two Forest Plaza,"12201 Merit Drive, Dallas, TX 75251",Dallas,3/1/2025,6/1/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The scope of this project is a non-structural interior finish-out of building common areas on floors 1 and 2. Scope includes HVAC and electrical. ,"3,431 ft 2",Privcap Companies,"110 E Atlantic Ave Suite 200, Delray Beach, Florida 33444",(561) 952-2501,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011603,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,
M-Cor & Hayman,TABS2025011594,Old Parkland East Campus - Providence Hall,"4030 Maple Avenue, Dallas, TX 75219",Dallas,2/11/2025,6/1/2025,"$666,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"3,211 ft 2",Crow Holdings Development,"3819 Maple Avenue, Dallas, Texas 75219",(214) 922-8484,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011594,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,
BASANI,TABS2025011583,LAS COLINAS ENDOCRINOLOGY,"210 W. JOHN CARPENTER FWY SUITE 100, Irving, TX 75039",Dallas,3/10/2025,7/21/2025,"$308,300",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL OFFICE ,"3,000 ft 2",KARVI 1 VENTURES LLC,"616 WINDING RIDGE TRL, SOUTHLAKE, Texas 76092",469-360-1738,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011583,,,,
The Commit Partnership Phase 3,TABS2025011580,Pegasus Park,"3000 Pegasus Park, Suite 900, Dallas, TX 75247",Dallas,3/15/2025,7/15/2025,"$300,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","Interior renovations of existing tenant suite. Work to included general construction, MEP and fire sprinkler modifications. Square footage: 15,242 sf","15,242 ft 2",Pegasus Park LLC,"P.O. Box 35828, Dallas, Texas 75235",(214) 351-6300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011580,GFF Design,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,
Roland G. Parrish Park,TABS2025011578,City of Dallas Parks and Recreations,"3800 E. Kiest Blvd, Dallas, TX 75203",Dallas,3/1/2025,8/29/2025,"$8,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Athletic Field. Playground, Parking, Trail Loop, Disc Golf Baskets, Basketball Court, Lighting, Landscape & Irrigation, Enhancements (1,151,763 SF/26.44AC) ","1,151,763 ft 2",City of Dallas,"1500 Marilla St., Dallas, Texas 75201",(214) 671-7994,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011578,Dunaway,"550 Bailey Ave  #400, Fort Worth, Texas 76107",(817) 335-1121,
Inclusion Modera,TABS2025011564,Modera Trinity,"2350 N Beckley Ave., Dallas, TX 75208",Dallas,3/10/2025,9/10/2025,"$400,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","2740 sqft ground floor, 1534 sqft mezzanine, 4274 sqft total addition","4,274 ft 2",MCREF MFR 1 Trinity LLC,"5910 N Central Expy #1100, Dallas, Texas 75206",(301) 255-6011,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011564,,,,Joshua Moore
FedEx DFW Tri-Color Phase 4,TABS2025011552,3015 N. Airfield Drive,"3015 N. Airfield Drive, Dallas, TX 75261",Dallas,2/28/2025,6/2/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation of administrative space, addition of three specialty rooms, cage in warehouse, security entry,","49,530 ft 2",Prologis,"3015 N. Airfield Drive, Dallas, Texas 75261",(972) 345-1041,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011552,Frankfurt Short Bruza (FSB),"5801 Broadway Extension, Suite 500, Oklahoma City, Oklahoma 73118",(405) 318-5271,Taunee Hollingsworth
Eastman,TABS2025011551,15105 Surveyor Boulevard,"15105 Surveyor Boulevard Suite 100, Addison, TX 75001",Dallas,2/20/2025,3/15/2025,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out 7,804 sf","7,804 ft 2",Thirty Four Commercial,"4514 Travis Street Suite 312, Dallas, Texas 75205",(214) 974-4334,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011551,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(972) 690-3400,Eastman Films
FedEx DFW Tri-Color Phase 3,TABS2025011549,3015 N. Airfield Drive,"3015 N. Airfield Drive, Dallas, TX 73118",Dallas,2/14/2025,4/30/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Phase 3 of the project: Parking lot restriping with ADA, two guard booths, employee vehicle entry","10,000 ft 2",Prologis,"3015 N. Airfield Drive, Dallas, Texas 75261",(972) 345-1041,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011549,Frankfurt Short Bruza (FSB),"5801 Broadway Extension, Suite 500, Oklahoma City, Oklahoma 73118",(405) 318-5271,Taunee Hollingsworth
Mexican Sugar,TABS2025011536,Mexican Sugar,"4951 Beltline Rd, Dallas, TX 75254",Dallas,3/30/2025,8/30/2025,"$1,600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an existing restaurant space with a patio expansion and minor site modifications.,"8,867 ft 2",Cole Snadon,"15280 Addison Road STE 301, Addison, Texas 75001",(972) 628-3464,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011536,Civitarese Morgan Architecture,"3341 Regent Blvd. Ste 130-321, Irving, Texas 75063",214-613-0680,Stephen Gallant
DCC Renovation,TABS2025011520,Disciple City Church,"1304 S Hampton Rd, Dallas, TX 75208",Dallas,3/3/2025,6/3/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",3731 SF RENOVATION OF 1ST FLOOR NORTH WING,"3,731 ft 2",Jerry Wagner,"1304 S Hampton Rd, Dallas, Texas 75208",817-565-8533,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011520,Re: Studio Architecture,"1044 Burlington Blvd, Dallas, Texas 75208",817-706-2205,
Claycomb Dallas Office Renovation,TABS2025011519,Claycomb Associates Architects Dallas,"6600 LBJ Freeway Suite 200, Dallas, TX 75240",Dallas,2/17/2025,6/1/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Office Renovation of approximately 3600 total sf,"3,600 ft 2",Claycomb Associates Architects Inc,"6600 LBJ Freeway Suite 200, Dallas, Texas 75240",(972) 233-6100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011519,,,,
Spec Suite 750,TABS2025011509,2999 Olympus,"2999 Olympus Blvd Suite # 750, Dallas, TX 75019",Dallas,2/10/2025,8/10/2025,"$157,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",non-structural interior finish out in an existing single floor suite.,"2,414 ft 2",Billingsley Company,"1722 Routh Street Suite # 770, Dallas, Texas 75207",(214) 270-0942,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011509,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,
Advancial Federal Credit Union - Richardson Branch,TABS2025011489,Advancial Federal Credit Union - Richardson Branch,"720 West Renner Road, Richardson, TX 75080",Dallas,4/1/2025,9/1/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of an existing financial institution into a new Credit Union.,"3,747 ft 2",IA Richardson Custer Creek LP,"3025 Highland Parkway, Suite 350, Downers Grove, Illinois 60515",(469) 801-9227,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011489,"Gahl Architecture, Inc.","3875 Regent Drive, Dallas , Texas 75229",214.956.8500,
Loma,TABS2025011477,Loma,"909 E. Colorado Blvd, Dallas, TX 75203",Dallas,5/5/2025,1/8/2027,"$57,570,000",New Construction,"This project is privately funded, on private land for private use.","5 story multifamily on grade wrapping a 6 story cast in place parking garage.  The project includes one pool courtyard with approximately 10,000 sf of Amenities.","330,110 ft 2",Mintwood Real Estate,"1601 Elm Street Suite 3105, Dallas, Texas 75201",(972) 989-7192,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011477,WDG Architecture,"2001 Bryan Street Suite 3100, Dallas, Texas 75201",214-969-5311,
Regal Cinemas,TABS2025011467,Lincoln Center,"5430 LBJ Freeway Suite 1020, Dallas, TX 75240",Dallas,2/10/2025,5/1/2025,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Tenant Renovation project,"7,120 ft 2",TIAA,"730 3rd Avenue, New York, New York 10017",9-498-263-9530,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011467,BOKA Powell,"8080 Park Ln suite 800, Dallas, Texas 75231",(972) 701-9000,Ronald Kooch
Chase Oaks Church Woodbridge Campus Youth Renovations,TABS2025011465,Chase Oaks Church Woodbridge Campus,"2709 3rd Street, Sachse, TX 75048",Dallas,3/15/2025,7/15/2025,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing building to add secondary stair and wheelchair lift to a youth gathering space within a church facility as well as associated light fixtures for egress requirements.,367 ft 2,Chase Oaks Church,"241 Legacy Dr., Plano, Texas 75023",(972) 783-8800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011465,GFF Design,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,
Elk Range Royalties Office Expansion,TABS2025011462,Brook Partners,"2110 Farrington, Dallas, TX 75207",Dallas,3/1/2025,9/1/2025,"$508,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Commercial office remodel of existing warehouse facility and office showroom expansion,"4,240 ft 2","Brook Partners, Inc","150 Manufacturing St Suite 215, Dallas, Texas 75207",(773) 680-9908,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011462,Beck Architecture,"1601 Elm Street Suite 2800, Dallas, Texas 75201",(214) 303-6200,
