project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Amo Ristorante,TABS2026028433,AMLI Treehouse,"14875 Midway Road, Addison, TX 75001",Dallas,12/1/2026,5/3/2027,"$900,000",New Construction,"This project is privately funded, on private land for private use.",First generation interior improvements for retail restaurant,"4,082 ft 2",PPF AMLI 14681 Midway Road LLC,"5057 Keller Springs Rd Suite 250, Addison, Texas 75001",(310) 990-7455,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028433,Studio HMA LLC,"1020 Taylor Dr, Allen, Texas 75013",(469) 463-4845,Nino Rata
Closets by Design,TABS2026028432,14500 Beltwood Pkwy,"14500 Beltwood Pkwy,, Dallas, TX 75244",Dallas,9/7/2026,1/4/2027,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation to expand the existing office into adjacent warehouse space.,"47,140 ft 2",BELTWOOD INVESTMENTS LLC,"2 Los Arboles Court, Dallas, Texas 75230",214-405-7665,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028432,Escala Group USA,"7460 Warren Parkway, Suite 100, Frisco, Texas 75034",(214) 971-1278,Jay Hemby
Traffic Signal Improvements (CSJ: 0918-47-537),TABS2026028431,CSJ: 0918-47-537,"Addison Road at Lindbergh Drive and Arapaho Road, Addison, TX 75001",Dallas,1/1/2028,5/1/2028,"$50,100",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Traffic Signal and Pedestrian Improvements including Interconnect Signals, Flashing Yellow Arrow and Pedestrian Curb Ramps. ",864 ft 2,TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028431,Kimley-Horn,"2600 N Central Expressway, Suite 400, Richardson, Texas 75080",(214) 617-0535,
"2401 Tarpley Rd, Suite 100",TABS2026028427,2401 Tarpley Rd,"2401 Tarpley Rd, Suite 100, Carrollton, TX 75006",Dallas,9/7/2026,1/4/2027,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior build out of two new offices, new break room area, new ADA compliant restroom and a storage room.","2,418 ft 2","LUCKY 7 M&M PARTNERS TARPLEY, LLC","4851 LYNDON B JOHNSON FWY STE 1000, Dallas, Texas 75244",(214) 537-9940,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028427,Escala Group USA,"7460 Warren Parkway, Suite 100, Frisco, Texas 75034",(214) 971-1278,Mordi Isakov
PRO-CARE Medical Center,TABS2026028425,Preston Valley Shopping Center,"12829 Preston Rd. Suite 425, Dallas, TX 75230",Dallas,9/14/2026,12/7/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","4,640 SF NEW BUILD-OUT OF EXISTING SHELL SPACE CONSTRUCTION TO INCLUDE: INTERIOR WALLS ,FLOORS FINISHES, INTERIOR DOORS, MILLWORK AND LIGHT FIXTURES.","4,640 ft 2",PV 634 PRESTON LTD.,"7047 Currin Dr., Dallas, Texas 75230",(214) 507-3611,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028425,BASIC GROUP P.E.I.,"3225 Turtle Creek Blvd. Suite 833, Dallas, Texas 75219",(713) 232-9119,Dr. Neil Boecking
HBG Design Expansion,TABS2026028421,Bank of America Plaza,"901 Main Street, Suite 3840, Dallas, TX 75202",Dallas,8/24/2026,12/31/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"7,339 ft 2",Dallas Main L.P.,"455 N Cityfront Plaza Drive Suite 2400, Chicago, Illinois 60611",(561) 542-3896,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028421,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Pegasus Bank,TABS2026028419,Pegasus Bank,"4515 W Mockingbird Lane, Dallas, TX 75209",Dallas,9/23/2026,12/31/2026,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New light fixtures, finishes & furniture. Converting one large office into 2 offices. ","9,800 ft 2",Pegasus Bank,"4515 W. Mockingbird Lane, Dallas, Texas 75209",(214) 353-3001,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028419,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",214-273-1500,
Radiant Spectrum Therapy,TABS2026028398,IBC Plaza,"3800 Maple Avenue Suite 355, Dallas, TX 75219",Dallas,8/14/2026,12/14/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"2,626 ft 2",International Bank of Commerce,"3817 NW Expressway Suite 100, Oklahoma City, Oklahoma 73112",(405) 841-2991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028398,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
7th Floor Spec Suites,TABS2026028336,2828 Routh,"2828 Routh Street 7th Floor, Dallas, TX 75201",Dallas,9/1/2026,12/31/2026,"$770,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvement,"7,854 ft 2","SRPF B/Quadrangle Property, LLC","2001 Ross Avenue Suite 400, Dallas, Texas 75201",(214) 267-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028336,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
A3 SELF-STORAGE,TABS2026028326,A3 SELF-STORAGE BUILDING,"2102 S CESAR CHAVEZ BLVD, Dallas, TX 75226",Dallas,9/15/2026,11/15/2027,"$4,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","ADDING 2 FLOORS TO EXISTING SINGLE STORY WAREHOUSE BUILDING, TOTAL AREA AFTER ADDITION - 155,748","155,748 ft 2","DOS HOMBRES VENTURE, LLC","444 W. COMMERCE ST #4106, DALLAS, Texas 75208",(432) 352-4228,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028326,"JL BUILDING SYSTEMS, LLC","4700 KEMBLE ST, Fort Worth, Texas 76103",817-534-6579,
Denali Services,TABS2026028273,Denali Services,"875 W Kearney, Mesquite, TX 75226",Dallas,9/30/2026,5/31/2027,"$1,900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an office, expansion for new vestibule, stairs and elevator.","6,400 ft 2",MARK WAYNE GOBERT,"3160 COMMONWEALTH DR  62 STE 190, DALLAS, Texas 75247",(469) 644-3066,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028273,MB STUDIO,"3030 Canton Street Suite 130, Dallas, Texas 75226",(214) 534-5038,
26-2091 DHL,TABS2026028260,Longhorn Building 2,"2301 East Longhorn Drive, Lancaster, TX 75146",Dallas,9/18/2026,10/19/2026,"$653,587",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of High Piled Storage Racks ,"54,436 ft 2",LONGHORN INDUSTRIAL PROPERTIES LLC,"100 DUNBAR ST STE 400, Spartanburg, South Carolina 29306",(803) 261-4273,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028260,Seizmic Inc,"1130 E Cypress St, Covina, California 91724",(909) 869-0989,
Good Looks Collective Barbershop,TABS2026028248,Bunker Hill Retail Center,"3115 Bunker Hill Road, Suite 101, Sachse, TX 75048",Dallas,9/10/2026,10/10/2026,"$125,000",New Construction,"This project is privately funded, on private land for private use.","Interior completion of a 1,293 SF commercial shell-space for a new barbershop, including a restroom, break room, MEP & finishes.","1,293 ft 2",BH Invesco LLC,"124 Lavender Lane, Wylie, Texas 75098",(701) 566-2568,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028248,LE Designs,"2930 High Plateau Drive, Garland, Texas 75044",(469) 556-9479,Phuong Pham
Tacos El 24,TABS2026028229,Tacos El 24,"901 E. Main St, Grand Prairie, TX 75050",Dallas,9/15/2026,11/15/2026,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A REMODEL OF AN EXISTING CLOSED CHURCH'S CHICKEN INTO A TACOS EL 24,"1,496 ft 2",FRIS CHKN LLC,"11995 El Camino Real, San Diego, California 92130",(800) 375-6700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028229,RTM Design LLC,"PO Box 13734, Arlington, Texas 76094",(817) 233-6283,
FCCI,TABS2026028226,Greenway Plaza II,"2400 Lakeside Blvd. suite 310, Richardson, TX 75082",Dallas,9/15/2026,11/30/2026,"$593,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of existing space for tenant use,"13,407 ft 2",JP 2400 Lakeside LP,"12770 Coit Rd. suite 200, Dallas, Texas 75251",(972) 458-7600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028226,idGROUP,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,Mike Palmer
Club Studio Arapaho Kids Club,TABS2026028210,Club Studio,"7007 Arapaho Rd, Dallas, TX 75248",Dallas,9/7/2026,7/1/2027,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing interior pickleball court to be converted into a Kids Club,"1,653 ft 2",Fitness International LLC,"3161 Michelson Dr Suite 600, Irvine, California 92612",949.255.8200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028210,"Heights Venture Architects, LLP","5741 Legacy Dr Suite 320, Plano, Texas 75024",(281) 854-6136,
ING,TABS2026028205,Lincoln Centre Two,"5420 LBJ Freeway Suite 350, Dallas, TX 75240",Dallas,9/1/2026,11/24/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish / remodel,"3,741 ft 2",TIAA,"730 3rd Avenue, New York, New York 10017",(415) 882-3695,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028205,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",972-770-2222,
Club Studio Arapaho Kids Club,TABS2026028204,Club Studio,"7007 Arapaho Rd, Dallas, TX 75248",Dallas,9/7/2026,7/1/2027,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Existing interior pickleball court to be converted into a Kids Club,"1,653 ft 2",Fitness International LLC,"3161 Michelson Dr Suite 600, Irvine, California 92612",949.255.8200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028204,"Heights Venture Architects, LLP","5741 Legacy Dr Suite 320, Plano, Texas 75024",(281) 854-6136,
I-20 Logistics Park - Building 1 - Secured Storage,TABS2026028190,I-20 Logistics Park - Building 1 - Secured Storage,"35500 LBJ Freeway, Dallas, TX 75241",Dallas,8/24/2026,12/31/2026,"$1,829,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The proposed project is a 47,427 sq.ft. secured storage within an existing warehouse in Dallas, TX. ","47,427 ft 2",BCIF I20 Logistics Park LLC,"518 17th St, Floor 17, Denver, Colorado 80202",(469) 571-4470,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028190,GSR Andrade Architects,"2001 North Lamar Street Suite 400, Dallas, Texas 75202",(214) 824-7040,
MILANO NAIL SPA,TABS2026028173,WYNNEWOOD PLAZA,"655 W. ILLINOIS AVE #916, Dallas, TX 75224",Dallas,8/21/2026,9/30/2026,"$860,500",Renovation/Alteration,"This project is privately funded, on private land for private use.",5000 S.F. NAIL SALON,"5,000 ft 2",BRIXMOR HOLDINGS 12 SPE LLC,"200 W RIDGE PIKE, STE. 100, CONSHOHOCKEN, Pennsylvania 19428",(713) 660-4319,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028173,,,,TOM TRAN
DUNCANVILLE RETAIL,TABS2026028168,DUNCANVILLE RETAIL,"208 HIGHWAY 67, Duncanville, TX 75137",Dallas,10/1/2026,5/1/2027,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",SHELL CONSTRUCTION ONLY,"13,910 ft 2","DUNCANVILLE INVESTMENTS GROUP,","321 N. CENTRAL EXPWY., STE 357, MCKINNEY, Texas 75071",(214) 934-6251,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028168,"R.T. CHANG ARCHITECTS, INC.","5834 WINDMIER LANE, DALLAS, Texas 75252",(972) 900-6068,
THD OR 31/32,TABS2026028153,Texas Health Dallas,"8200 Walnut Hill Lane, Dallas, TX 75231",Dallas,1/1/2026,10/1/2026,"$1,700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Addition of 2 new operating rooms and associated storage spaces in an existing shell space - 8,500sf","8,500 ft 2",Texas Health Resources,"612 E Lamar Blvd Fl 6, Arlington, Texas 76011",214.345.6010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028153,"HKS, Inc","350 N. St Paul St Suite 100, Dallas, Texas 75201",214.969.3221,
PURPLE,TABS2026028125,Preston Royal Village,"6025 Royal Lane STE 231, Dallas, TX 75230",Dallas,11/9/2026,3/15/2027,"$190,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","EXISTING SPACE, NEW TENANT, INTERIOR ALTERATION","2,227 ft 2","Preston Royal Village NEC (Edens), LLC","1221 Main St. STE 1000, Columbia, South Carolina 29201",(972) 850-2886,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028125,ARCVISION,"1950 Craig Rd Ste 300, ST LOUIS, Missouri 63146",(336) 830-1111,LANIE JOHNSON
HCI Commercial,TABS2026028122,MacArthur Center II,"5605 North MacArthur Blvd. Suite 800, Irving, TX 75038",Dallas,8/18/2026,11/30/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement ,"5,079 ft 2",Brookwood Properties Subsidiary,"5601 N. Mac Arthur Blvd. Suite 150, Irving, Texas 75038",(972) 503-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028122,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
"RP Texas Mgt, LLC Initial Improvements",TABS2026028105,Toll Hill East,"5440 Harvest Hill Road Suite 206, Dallas, TX 75230",Dallas,9/1/2026,10/31/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing office space in office building.  ,"3,553 ft 2",BPRE TOLL HILL HOLDINGS LP,"1075 W GEORGIA ST. SUITE 2600, VANCOUVER BC V6E 3C9, BRITISH COLUMBIA 00001",(604) 806-3365,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028105,Go Studio,"1201 Main St.  Suite 1370, Dallas, Texas 75202",(214) 420-4646,
3rd Floor Corridor Extension & Stair Infill,TABS2026028090,Harwood No. 3,"2727 N. Harwood St. 3rd Floor, Dallas, TX 75201",Dallas,8/18/2026,11/13/2026,"$79,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Capital Improvement ,350 ft 2,Horizon PropCo V,"345 California St. Suite 3300, San Francisco, California 94102",(802) 291-1025,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028090,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
Loanstream,TABS2026028071,The Embassy,"1431 Greenway Drive Suite 440, Irving, TX 75038",Dallas,8/18/2026,12/31/2026,"$88,439",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement ,"2,765 ft 2",Brookwood Properties Subsidiary,"1431 Greenway Drive Suite 375, Irving, Texas 75038",(972) 550-7662,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028071,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
SHIPLEY DONUTS,TABS2026028069,FOREST LANE,"6045 FOREST LANE, Dallas, TX 75230",Dallas,9/21/2026,10/26/2026,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR TENANT ALTERATION,"2,497 ft 2",NAVEB FAMILY LP,"6336 GREENVILLE AVE STE C, DALLAS, Texas 75206",(214) 692-7000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028069,,,,
FIRECLAY TILE,TABS2026028057,OAK LAWN PLAZA,"1444 Oak Lawn Ave 610, Dallas, TX 75207",Dallas,10/5/2026,1/18/2027,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR ALTERATION TO INCLUDE NEW WALLS FINISHES FIXTURES AND PAINT,"1,817 ft 2","1444 Oak Lawn, LP","802 Gervais St, Suite 200,, Columbia, South Carolina 29201",704-327-2349,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028057,ARCVISION,"1950 Craig Rd Ste 300, ST LOUIS, Missouri 63146",(336) 830-1111,LANIE JOHNSON
Intuit TurboTax,TABS2026028055,2935 Blackburn St,"2935 Blackburn Street Suite 120 00C15440000NRET, Dallas, TX 75204",Dallas,9/9/2026,11/9/2026,"$698,600",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Tenant Fit out of an Intuit TurboTax.,"3,493 ft 2","7B North Retail Partners, LP","3899 Maple Ave, Suite 300, Dallas, Texas 75219",(469) 759-2896,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028055,Kamus + Keller,"3760 Kilroy Airport Way, Suite 100, Long Beach, California 90806",(562) 216-5244,Gary Giese
"Traffic Signal Improvements (CSJ: 0918-47-491, etc.)",TABS2026028030,"CSJ: 0918-47-491, etc.","Various Locations, Dallas, TX 75243",Dallas,8/1/2027,2/1/2028,"$402,418",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Install traffic signals, pedestrian elements, safety lighting and pavement markings.","5,717 ft 2",TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028030,ESB,"1700 Redbud Blvd, Suite 200, McKinney, Texas 75069",(469) 907-5500,
Go Greek - Hillcrest Dallas,TABS2026028014,Go Greek University Park,"6401 Hillcrest Ave. Suite 102, Dallas, TX 75205",Dallas,9/1/2026,11/26/2026,"$82,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New T.I. from an existing 1,440 sq. ft. ice cream shop to a new greek yogurt area. Work includes remodeling the interior with new partitions to configure the service/customer area, a new service counter and equipment, interior finishes, new power","1,440 ft 2","McFarlin-Hillcrest, LLC","1020 E Levee St Suite 130, Dallas, Texas 75207",(214) 373-0318,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028014,Gary Wang & Associates Inc.,"1000 Corporate Center Drive Suite 550, Monterey Park, California 91754",626-288-6898,Yan Yampolsky
Walmart 2105 Remodel,TABS2026028009,Walmart 2105,"4122 Lyndon B Johnson Fwy, Dallas, TX 75244",Dallas,7/4/2027,10/21/2027,"$2,875,165",Renovation/Alteration,"This project is privately funded, on private land for private use.","2,000 SQ FT remodel of an existing Walmart store. ","2,000 ft 2",Walmart Real Estate Business Trust,"2001 SE 10TH ST BENTONVILLE, ARKANSAS 727126489, Bentonville, Arkansas 72712",479-277-8735,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028009,Benchmark Group,"1805 N. 2nd Street Rogers, AR 72756, Rogers, Arkansas 72756",479-636-5004,
