project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
Life School Cedar Hill,TABS2024017657,Life School Cedar Hill,"129 W Wintergreen Rd, Cedar Creek, TX 75014",Dallas,6/15/2024,8/1/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",addition of storefront with electrified security,627 ft 2,Life School,"132 East Ovilla Road Suite A, Red Oak, Texas 75154",(469) 850-5433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017657,,,,
L&H CPAs & Advisors,TABS2024017644,Ten Thousand NCX,"10000 N. Central Expressway Suite 700, Dallas, TX 75231",Dallas,5/3/2024,9/17/2024,"$304,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvements,"5,957 ft 2","10000 NCX Owner, LLC","47 Highland Park Village Suite 200, Dallas, Texas 75205",(504) 908-2966,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017644,,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222
LAVENDER NAIL BAR II,TABS2024017596,PAVILLION WEST,"7522 CAMPBELL RD #100, Dallas, TX 75248",Dallas,5/30/2024,10/31/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT FOR NAIL SALON,"3,217 ft 2",PAVILLION WEST HOLDING,"1221 West Campbell Road #221, Richardson, Texas 75080",972-733-4900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017596,CHAU LY,"JAX Design Studio, LLC","1522 Turning Leaf Lane, Garland, Texas 75040",(214) 477-4112
Wooded Lake Apartments,TABS2024017579,Wooded Lake Apartments,"1300 Wooded Lake, Mesquite, TX 75150",Dallas,8/1/2024,3/31/2026,"$32,200,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",288 apartment units in 9 buildings of three storys. 1 stand alone single story clubhouse ,"298,264 ft 2",Wooded Lake Apartments Ltd.,"1228 Euclid Avenue 4th Floor, Cleveland, Ohio 44115",844-677-0002,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017579,,ALTA ARCHITECTS,"723 S FLORES, San Antonio, Texas 78204",210-349-1163
THD Dallas S-19-23579,TABS2024017575,US Industrial REITT II c/o USAA Real Estate / Home Depot Warehouse,"2300 Beckleymeade Ave, Dallas, TX 75232",Dallas,9/16/2024,11/15/2024,"$1,991,255",Renovation/Alteration,"This project is privately funded, on private land for private use.","1600 feet of conveyor belt, (18) V-belt, (3) Accuglide, (3) Gravity roller, (9) Belt (1) Belt Brk/Mtr, (2) Pop up divert","1,600 ft 2",US Indutrial REITT II c/o USAA Real Estate,"9830 Colonade Blvd., Ste. 600, San Antonio, Texas 78230",210-641-8428,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017575,,Honeywell,"7901 Innovation Way, Mason, Ohio 45040",513-968-2924
Iron Mountain,TABS2024017561,Iron Mountain,"1819 S. Lamar St, Dallas, TX 75215",Dallas,7/1/2024,7/19/2024,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installing a new Freight / Material Lift into an existing warehouse space. No employee or public access. ,1 ft 2,Iron Mountain,"1819 S. Lamar St, Dallas, Texas 75215",(214) 476-7586,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017561,,,,
Dunkin' Restaurant,TABS2024017542,Meadow Creek Shopping Center,"803 W. Centerville Road, Garland, TX 75041",Dallas,8/5/2024,9/2/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant improvement to an existing Dunkin' Restaurant. The Restaurant improvement includes the renovation of the Seating Area, Sales Area and Restrooms. The Restaurant is fully compliant with all TAS/ ADA requirements including two Public Restroom.","1,865 ft 2","Pabo Segundo, LLC c/o Quine and Associates, Inc.","301 S. Sherman Street, Suite 100, Richardson, Texas 75081",(972) 669-8440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017542,Rachel Powell Agathakis,RAY ARCHITECTS INC,"1601 East Lamar Blvd., Suite 213, Arlington, Texas 76011",(817) 548-3104
Heidelberg Materials,TABS2024017536,The Point at Las Colinas,"300 E John Carpenter FWY, Irving, TX 75062",Dallas,6/1/2024,9/30/2024,"$2,200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project consists of moving walls to reallocate space for the tenant needs. There is no plumbing scope, simply partition arrangement and mechanical changes. ","15,300 ft 2",Liberty Las Colinas LLC,"00 E John Carpenter Fwy Ste Ll115, Irving, Texas 75062",(972) 541-0116,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017536,,,,
PNC Bank ADA Remediation Design - Oak Lawn,TABS2024017477,E470 Oak Lawn,"4201 Oak Lawn Ave., Dallas, TX 75219",Dallas,6/15/2024,8/15/2024,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The improvements intend to bring the exterior accessible parking/access aisle and pedestrian paths into compliance with current ADA standards.  Scope includes 5,140 SF of asphalt, concrete and landscaping improvements.","5,140 ft 2","PNC Bank, N.A.","2850 E. Camelback Rd., Suite 195, Phoenix, Arizona 85016",(216) 298-4211,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017477,,Michael Baker International,"100 Airside Drive, Moon Twp., Pennsylvania 15108",(724) 495-4357
Marcus & Millichap Dallas (39-24128-00),TABS2024017472,Providence Towers,"5001 Spring Valley Rd Suite 1100, Dallas, TX 75244",Dallas,5/20/2024,8/19/2024,"$1,100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish out,"19,961 ft 2",KBS,"5001 Spring Valley Rd suite 225w, Dallas, Texas 75244",(972) 715-1688,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017472,Jessica Kizirian,DLR Group,"2500 Pacific Ave Suite 1600, Dallas, Texas 75226",214-747-2511
McDonald's Dallas (SAO-2) 42-2983,TABS2024017470,McDonald's,"10320 Lake June Rd., Dallas, TX 75217",Dallas,7/22/2024,8/22/2024,"$395,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New customer service area, new dining seating and finishes per decor. New play place dining finishes, new restroom finishes per decor.","2,663 ft 2","McDonald's USA, LLC","110 N. Carpenter St., Chicago, Illinois 60607",(214) 252-5153,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017470,,Castles Design Group,"3801 Kirby Drive, Ste 600, Houston, Texas 77098",(713) 664-7974
E-Source,TABS2024017468,Highland Park Place,"4514 Cole Ave., Suite 510, Dallas, TX 75205",Dallas,5/1/2024,7/1/2024,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,994 ft 2","EOSII at Highland Par Place, LLC","800 Newport Dt., Suite 700, Newport Beach, California 92660",(949) 417-6521,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017468,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222
National HME,TABS2024017465,Esters 114 Business Center - Building A,"7651 Esters Blvd, Suite 150, Irving, TX 75063",Dallas,5/6/2024,10/7/2024,"$272,113",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out existing suite.,"4,639 ft 2","SRC Esters Owner, LP","1125 E Campbell Rd. Suite 101, Richardson, Texas 75081",(314) 724-7418,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017465,,,,
PNC Bank ADA Remediation Design - Desoto,TABS2024017459,E484 Desoto,"225 N. Hampton Road, Desoto, TX 75115",Dallas,6/15/2024,8/15/2024,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The improvements intend to bring the exterior accessible parking/access aisle and pedestrian paths into compliance with current ADA standards.  Scope includes 3,840 SF of asphalt, concrete and landscaping improvements.","3,840 ft 2","PNC Bank, N.A.","2850 E. Camelback Rd., Suite 195, Phoenix, Arizona 85016",(216) 298-4211,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017459,,Michael Baker International,"100 Airside Drive, Moon Twp., Pennsylvania 15108",(724) 495-4357
Inwood Village Facade Renovations,TABS2024017412,Inwood Village,"5300-5500 Lovers Lane, Dallas, TX 75209",Dallas,8/1/2024,12/1/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","COSMETIC RENNOVATION OF THE EXISTING CENTER WHICH CONSISTS OF RETAIL/RESTAURANT BUILDINGS. PATCHING, PAINTING AND MINOR FACADE DETAILING INCLUDED IN RENNOVATION.  THE ADDITION OF A FIRE SUPPRESSION SYSTEM LOCATED IN BUILDING D.","286,650 ft 2",L&B Realty Advisors,"5901 Central Expressway Suite 1200, Dallas, Texas 75206",(979) 571-7505,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017412,,GFF,"3030 Nowitzki Way Suite 400, Dallas, Texas 75205",(214) 303-1500
UTSW CUH 1.425 CT Replacement,TABS2024017407,William P. Clements University Hospital,"6201 Harry Hines Blvd, Dallas, TX 75390",Dallas,4/8/2024,6/4/2024,"$561,257",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",To remove existing CT Scan to replace with new Siemens CT Scan and provide infrastructure for the function of the equipment.,"2,000 ft 2",UTSW,"5323 Harry Hines Blvd. Dallas, Dallas, Texas 75390",(214) 648-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017407,,Jacobs,"1999 Bryan Street, Dallas, Texas 75201",214-583-8567
5163-NL10.110J Tissue Culture,TABS2024017398,C. Kern Wildenthal Research Building,"6000 Harry Hines Blvd. Building NL, level 10, Dallas, TX 75390",Dallas,6/14/2024,6/12/2026,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Repurpose Laboratory storage room into a Tissue Culture laboratory,260 ft 2,UT Southwestern Medical Center of Dallas,"5323 Harry Hines Blvd, Dallas, Texas 75235",(214) 648-1316,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017398,,"NBB Architecture, Inc.","5006 Lake Forest Dr, Rowlett, Texas 75088",(214) 923-6136
Duncanville CT Replacement,TABS2024017391,Baylor Scott & White Cancer Center,"310 E Hwy 67, Duncanville, TX 75137",Dallas,5/1/2024,7/31/2024,"$96,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",THE SCOPE OF THIS PROJECT IS TO REMOVE THE EXISTING CT EQUIPMENT AND REPLACE WITH A CT UNIT FROM THE WAXAHACHIE FACILITY.,450 ft 2,Baylor Scott & White Health,"310 N Washington Ave, Dallas, Texas 75246",(972) 247-2170,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017391,,Guide Architecture,"1108 Quaker Street Suite 130, Dallas, Texas 75207",(682) 241-6339
PICKLEBALL KINGDOM GALLERIA,TABS2024017389,PICKLEBALL KINGDOM,"14060 N. Dallas Pkwy., Dallas, TX 75240",Dallas,5/15/2024,7/31/2024,"$195,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION OF EXISTING BUILDING IN PREVIOUS RETAIL SUITE.,"31,407 ft 2",DAN JENKINS,"14060 N. Dallas Pkwy, DALLAS, Texas 75240",(940) 597-3700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017389,,Q ARCHITECTURE + DESIGN,"10440 E. NORTHWEST HIGHWAY, DALLAS, Texas 75238",(214) 738-5440
Speculative Suite 285,TABS2024017386,Tollway Plaza North,"16000 N. Dallas Pkwy Suite 285, Dallas, TX 75248",Dallas,5/3/2024,9/1/2024,"$201,236",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to suite 285,"3,010 ft 2",BSP Tollway PropCo LLC,"3501 Jamboree Rd Suite 4200, Newport Beach, California 92660",(312) 596-6803,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017386,,ENTOS DESIGN,"5400 LBJ FWY #125 Entos Design, Dallas, Texas 75240",(972) 770-2222
Gaston Conversion Shell,TABS2024017380,Commercial shell,"3921 Gaston Ave, Dallas, TX 75204",Dallas,6/1/2024,12/2/2024,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovations / Alterations,"5,200 ft 2","DW Gaston Baylor, LLC","4403 N. Central Expwy Ste. 200, Dallas, Texas 75205",214-918-1804,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017380,,,,
Speculative Suite 100,TABS2024017353,Tollway Plaza North,"16000 N. Dallas Parkway Suite 100, Dallas, TX 75248",Dallas,5/3/2024,9/1/2024,"$200,862",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to suite 100,"1,953 ft 2",BSP Tollway PropCo LLC,"3501 Jamboree Rd. Suite 4200, Newport Beach, California 92660",(312) 596-6803,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017353,,ENTOS DESIGN,"5400 LBJ FWY #125 Entos Design, Dallas, Texas 75240",(972) 770-2222
JD Sports - Grand Prairie,TABS2024017349,Premium Outlets,"2950 W Interstate 20, Grand Prairie, TX 75052",Dallas,7/10/2023,9/30/2024,"$410,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel ,"6,149 ft 2",Simon Premium Outlets,"3308 N Mitthoefer Rd, Indianapolis, Indiana 46235",(862) 289-6739,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017349,,MCG Architecture,"7100 E Pleasant Valley Rd #320, Cleveland, Ohio 44131",(415) 974-6002
RAYTHEON,TABS2024017345,2701 REGENT,"2107 REGENT BLVD #STE. 200, Irving, TX 75063",Dallas,6/1/2024,11/1/2024,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"1,200 ft 2",LINK LOGISTICS,"13727 NOEL RD #STE. 750, DALLAS, Texas 75240",(972) 823-2805,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017345,,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178
Select Richardson - Public Space,TABS2024017320,Sonesta Select,"2191 N Greenville, Richardson, TX 75082",Dallas,5/31/2024,12/31/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replacement of select finishes, lighting and FF&E in public spaces to include lobby, bar meeting room, Texas Boardroom, lounge, fitness center, outdoor lounge and public restrooms.","6,675 ft 2",Equinox Select Richardson LLC,"400 Spear St, Suite 103, San Francisco, California 94105",(415) 298-7674,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017320,,Premier Project Management LLC,"14185 Dallas Parkway Suite #1400, Dallas, Texas 75254",(972) 778-9548
Storm Damage Repair to Entry Way,TABS2024017309,Valwood 22,"1515 Champion Drive, Carrollton, TX 75006",Dallas,5/6/2024,8/5/2024,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replace storefront glass system at the entry way that was damaged by a wind event.,800 ft 2,DCT Industrial Val Fund I LP,"2021 McKinney Ave. Suite 1050, Dallas, Texas 75201",(214) 884-9210,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017309,Todd Tulane,"Childress Engineering Services, Inc.","1500 N Greenville Ave Suite 1000, Richardson, Texas 75081",(214) 451-6630
Besos Dallas,TABS2024017307,Besos,"114 W Seventh St., Dallas, TX 75208",Dallas,5/1/2024,7/1/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Grage to be turned into a bar and grill. ,"2,700 ft 2",Mobalu LLC,"1310 King Hwy St., Dallas, Texas 75208",(469) 885-0422,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017307,,FC Drafting & Design,"523 W Page, Dallas, Texas 75208",214-830-4372
QuikTrip #1910,TABS2024017306,QuikTrip #1910,"SWC Coit Road & Arapaho Road, Dallas, TX 75248",Dallas,9/3/2024,4/10/2025,"$750,000",New Construction,"This project is privately funded, on private land for private use.","To construct 4,994 sf convenience store with retail gasoline sales.","4,994 ft 2",QuikTrip Corporation,"8700 Freeport Parkway, Suite 115, Irving, Texas 75063",(945) 455-6422,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017306,,"Daniel D. Filuk, Architect","1747 Morten Avenue, Suite 111, Phoenix, Arizona 85020",(602) 234-1868
Select Richardson - Guestrooms,TABS2024017299,Sonesta Select,"2191 N Greenville, Richardson, TX 75082",Dallas,5/31/2024,12/31/2024,"$633,360",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replace existing accessories, furniture and finishes in 123 guestrooms and guest baths.  Replacement of finishes in open corridors","58,465 ft 2",Equinox Select Richardson LLC,"400 Spear St Suite 103, San Francisco, California 94105",(415) 298-7675,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017299,,Premier Project Management LLC,"14185 Dallas Parkway Suite #1400, Dallas, Texas 75254",(972) 778-9548
NTT TX4,TABS2024017291,TX4,"2008 Lookout Drive, Garland, TX 75044",Dallas,9/1/2024,4/1/2026,"$42,000,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a new 235,910 sf data center facility. ","235,910 ft 2","NTT Global Data Centers America, Inc.","1625 National Drive, Sacramento, California 95834",916-838-6199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017291,,Corgan Associates,"401 N Houston, Dallas, Texas 75202",(214) 757-1791
OB/GYN OFFICE DR. CHANDRASEKHARA,TABS2024017285,HEALTHCARE ASSOCIATES OF TEXAS IRVING NORTH,"6161 N STATE HWY 161 - SUITE 140, Irving, TX 75038",Dallas,5/1/2024,6/1/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovations to a 2,200 USF PT clinic to modify it for an OB/GYN office. ","2,200 ft 2","KAGR IRVING 161,LLC","800 WEST MADISON STREET, SUITE 400, CHICAGO, Illinois 60004",(312) 872-4133,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017285,WellMed Medical Management,"THE DAWLEY GROUP, LLC","280 E OAKVIEW PLACE, SAN ANTONIO, Texas 78209",(210) 241-9392
10017_LALALAND FITZHUGH,TABS2024017283,"4164 N Central Expy, Dallas, TX 75204","4164 N CENTRAL EXPRESSWAY, Dallas, TX 75204",Dallas,4/29/2024,9/24/2024,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","NON-STRUCTURAL TENANT IMPROVEMENT PROJECT, THE PROJECT INCLUDES, DEMO OF NON STRUCTURAL ELEMENTS, NEW NON-BEARING PARTITIONS ,NEW PLUMBING AND AND ELECTRICAL. EXISTING RESTROOM, HVAC AND ELECTRICAL SERVICE PANEL TO REMAIN. NO CHANGE IN USE OR AREA.","1,400 ft 2","Fitzhugh at Central, LP","8235 Douglas Avenue, Suite #720, Dallas, Texas 75225",(214) 378-1212,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017283,Fernanda Rodriguez,Jose Angel Martinez,"10201 Oakridge Drive 100, Overland Parl, Texas 66212",913-424-2956
Project Geode,TABS2024017281,Pegasus Park,"3020 Pegasus Park Dr, Dallas, TX 75247",Dallas,8/1/2024,2/1/2025,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","APPROXIMATELY 3,500 SQFT OF INTERIOR TENANT IMPROVEMENT SPACES OF EXISTING 2-STORY OFFICE BUILDING. TENANT PROGRAM INCLUDES NEW ANIMAL FACILITIES.","3,500 ft 2","Bridge Labs Dallas, LLC, Attn. Grant Dziuda","P.O. Box 35828, Dallas, Texas 75235",(815) 557-3536,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017281,Amira Alburei,Perkins&Will,"1001 McKinney St #1900, Houston, Texas 77002",(713) 366-4006
10017_LALALAND PRESTON,TABS2024017274,Preston Royal Shopping Center West,"5959 ROYAL LN #635A 6025 ROYAL LN, Dallas, TX 75230",Dallas,5/27/2024,9/24/2024,"$480,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","NON-STRUCTURAL TENANT IMPROVEMENT PROJECT IN AN EXISTING SHOPPING CENTER SPACE. THE PROJECT INCLUDES, DEMO OF NON STRUCTURAL ELEMENTS, NEW NON-BEARING PARTITIONS ,NEW PLUMBING AND ELECTRICAL. EXISTING RESTROOM, HVAC AND ELEC. SERVICE PANEL TO REMAIN","1,926 ft 2",AmREIT Preston Royal LP,"5910 N. Central Expressway Suite 1680, DALLAS, Texas 75206",(713) 860-4931,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017274,Fernanda Rodriguez,Jose Angel Martinez,"10201 Oakridge Drive, Overland Parl, Kansas 66212",913-424-2956
J. Renee Group,TABS2024017271,4301 Simonton,"4301 Simonton Suite 150, Farmers Branch, TX 75244",Dallas,4/15/2024,6/15/2024,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Remodel,"41,458 ft 2",ICP 4301 SIMONTON LP,"3302 SHORECREST, DALLAS, Texas 75235",(214) 499-4283,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017271,Jackie Munoz,JDesigns,"2473 Wildoak Circle, Dallas, Texas 75228",(214) 557-9873
"O'Reilly Auto Parts Store - Dallas, TX #29",TABS2024017269,O'Reilly Auto Parts Store,"South Beltline Road, Dallas, TX 75253",Dallas,2/1/2025,6/1/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new auto parts store for the purpose of the retail sale of automotive parts and accessories. ,"7,225 ft 2","O'Reilly Auto Enterprises, LLC","233 S. Patterson Ave., Springfield, Missouri 65802",(417) 862-2674,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017269,,,,
Danik Data Center,TABS2024017263,Danik Data Center,"7745 S Central Expressway, Dallas, TX 75216",Dallas,5/15/2024,8/1/2024,"$200,000",New Construction,"This project is privately funded, on private land for private use.",THREE NEW DATA CENTER MODULAR BUILDINGS ON SUBKECT PROPERTY.,953 ft 2,Mahesh Patel,"7701 S CENTRAL EXPY, Dallas, Texas 75216",(214) 228-5517,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017263,,,,
