project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Kennedale ISD | Kennedale High School Additions and Renovations,TABS2024018124,Kennedale ISD | Kennedale High School Additions and Renovations,"901 Wildcat Way, Kennedale, TX 76060",Tarrant,6/24/2024,12/19/2025,"$13,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Kennedale High School Additions and Renovations.,"169,215 ft 2",Kennedale ISD,"PO Box 467, Kennedale, Texas 76058",(817) 483-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018124,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,
Prestonwood Pregnancy Center Interior Renovation,TABS2024018102,Southwestern Baptist Theological Seminary,"4732 Townsend Drive, Fort Worth, TX 76115",Tarrant,7/1/2024,11/29/2024,"$775,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel and Change of Use from an academic research and community center to a pregnancy counseling clinic.,"7,056 ft 2",Southwestern Baptist Theological Seminary,"2001 W. Seminary Drive, Fort Worth, Texas 76115",(214) 683-3772,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018102,SJE ARCHitects,"3400 Oak Grove Avenue Suite 207, Dallas, Texas 75204",(214) 681-5786,
Victory Shops at Heritage - Retail 6,TABS2024018094,Retail Building 6,"9833 North Freeway, Fort Worth, TX 76177",Tarrant,9/2/2024,2/3/2025,"$3,048,950",New Construction,"This project is privately funded, on private land for private use.","New shell building Retail 6, and new site work. ","18,039 ft 2","Victory Shops at Heritage VI, LLC","2911 Turtle Creek Blvd., Suite 700, Dallas, Texas 75219",(972) 707-9555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018094,Hodges Architecture,"13642 Omega, Dallas, Texas 75244",(972) 387-1000,
Mansfield Animal Care & Control and Service Center,TABS2024018062,Mansfield Animal Care & Control and Service Center,"620 S. Wisteria, Mansfield, TX 76063",Tarrant,7/15/2024,10/15/2025,"$37,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New masonry facility for Animal Care and Control Center.  New PEMB w/ masonry veneer for Service Center,"59,611 ft 2",City of Mansfield,"1200 E. Broad Street, Mansfield, Texas 76063",(817) 276-4260,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018062,"Quorum Architects, Inc","825 W. Vickery Blvd #100, Fort Worth, Texas 76104",817-546-6315,
Marine Creek Distribution,TABS2024018048,Marine Creek Distribution,"5204 Marine Creek Pkwy, Fort Worth, TX 76179",Tarrant,9/30/2024,8/1/2025,"$8,000,000",New Construction,"This project is privately funded, on private land for private use.","New 168,322 SF concrete tilt wall shell building","168,322 ft 2","Eider Creek Capital, LLC","8333 Douglas Ave., Suite 1550, Dallas, Texas 75225",(214) 217-7181,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018048,Azimuth Architecture,"10228 E Northwest Hwy, Box #66, Dallas, Texas 75238",(214) 261-9060,
Crunch Fitness - Summercreek,TABS2024018020,Crunch Fitness,"5317 SYCAMORE LAKE RD, Fort Worth, TX 76123",Tarrant,9/1/2024,12/1/2025,"$5,000,000",New Construction,"This project is privately funded, on private land for private use.","New, ground-up fitness facility","35,000 ft 2",CR Fitness Holdings LLC,"3915 Riga Blvd Suite 201, Tampa, Florida 33619",(912) 663-1828,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018020,"FWH Architects, Inc.","3336 Grand Blvd Suite 201, Holiday, Florida 34690",(727) 815-3336,
CPN 104760- Pinson Street Paving Improvements,TABS2024018013,Pinson Street Paving  Improvements,"5400 Pinson Street, Fort Worth, TX 76105",Tarrant,12/1/2024,6/30/2025,"$350,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New sidewalk and curb ramp improvements adjacent to existing roadway,"25,000 ft 2",City of Fort Worth,"200 Texas Street, Fort Worth, Texas 76102",(682) 715-9424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018013,"Freese and Nichols, Inc","801 Cherry St #2800, Fort Worth, Texas 76102",(817) 735-7517,
JD DESIGN 23-201,TABS2024017987,Potomaca Multi-Tenant Buildings,"801 Potomac Parkway, Kennedale, TX 76060",Tarrant,5/29/2024,12/31/2024,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Shell Retail Building of 9305SF & New Construction Shell Retail Building of 3498SF,"12,803 ft 2","Patel Holdings, LLC","2316 Shackleford Trail, Grand Prairie, Texas 75052",(817) 307-6722,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017987,"Jarmel Kizel Architects and Engineers, Inc.","32 Okner Parkway, Livingston, New Jersey 07039",(974) 994-9669,
DB Schenker - Racking,TABS2024017972,DB Schenker,"2400 Esters Blvd, Dfw Airport, TX 75261",Tarrant,5/10/2024,5/31/2024,"$319,817",Renovation/Alteration,"This project is privately funded, on private land for private use.","Installation of pallet racking, proposed square footage (racking being installed) = 5,900 sq ft. ","5,900 ft 2",DB Schenker,"2001 Ross Avenue, Ste 400, Dallas, Texas 75201",(720) 315-3083,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017972,"Speedrack Products Group, LTD.","3060 S Industrial Dr NW, Walker, Michigan 49544",(629) 888-9977,
Southern Tide - Fort Worth,TABS2024017952,University Park Village,"1612 S University Dr. #408, Fort Worth, TX 76107",Tarrant,7/1/2024,10/1/2024,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement to an existing retail space,"1,693 ft 2",Simon Property Group,"225 W Wshington St., Indianapolis, Indiana 46204",(817) 589-9603,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017952,Little Diversified Architecture,"615 S College St. 1600, Charlotte, North Carolina 28202",704-971-1391,Andy Hoffman
Tarrant County 9-1-1 District Phase 2,TABS2024017853,Tarrant County 9-1-1 District,"12600 Willow Springs Road, Fort Worth, TX 76052",Tarrant,7/15/2024,7/25/2025,"$13,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovations to existing 52,600 square foot building into an office space for Tarrant County 9-1-1 District ","52,600 ft 2",Tarrant County 9-1-1 District,"2600 Airport Freeway, Fort Worth, Texas 76111",(817) 253-4264,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017853,Tryba Architects,"312 Main Street, Fort Worth, Texas 76102",(979) 373-6709,
Quality Collision,TABS2024017828,Quality Collision,"2051 State Hwy 121, Grapevine, TX 76051",Tarrant,8/5/2024,12/20/2024,"$3,620,250",New Construction,"This project is privately funded, on private land for private use.","New construction of a motor vehicle repair facility including service drive lanes for drop-off of customer vehicles, service department with vehicle lifts, a parts department with storage racks for vehicle service parts & customer waiting area.","24,135 ft 2","Cana Capital, LLC","2061 S Stemmons Fwy, Lewisville, Texas 75067",(512) 924-7279,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017828,Penney Design Group,"8120 Woodmont Ave Suite 750, Bethesda, Maryland 20814",(301) 979-7600,
Wonder 6 Playground,TABS2024017823,Arkansas Court Retail Center,"2535 E. Arkansas Lane #333, Arlington, TX 76010",Tarrant,6/1/2024,10/1/2024,"$51,000",Renovation/Alteration,"This project is privately funded, on private land for private use."," A 7,824 sf retail lease space  to be used as an indoor children's playground . The main building is about 35,800 sf .   No exterior modifications are planned .","7,824 ft 2",Kim Hoan LLC,"2515 E. Arkansas Ln #150, Arlington, Texas 76010",(817) 368-2467,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017823,Terry R. Cunningham Architects,"3604 S. Cooper St. #100, Arlington, Texas 76015",(682) 667-0044,
DFW04-03.01,TABS2024017800,DFW04-03.01,"Aledo Rd & Chapin School Rd, Fort Worth, TX 76126",Tarrant,9/1/2024,1/29/2026,"$495,000,000",New Construction,"This project is privately funded, on private land for private use.","The project includes the third building of a data center campus. The first building, referred to as DFW04-03, will be two story totaling approximately 267,000 square feet with a critical capacity of 48MW.","267,000 ft 2","Benbrook Property, LLC","400 N Ervay St PO Box 131465, Dallas, Texas 75313",(843) 324-4711,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017800,"M. Arthur Gensler Jr. & Associates, Inc.","5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,
DFW04-02.01,TABS2024017792,DFW04-02.01,"Aledo Rd & Chapin School Rd, Fort Worth, TX 76126",Tarrant,9/1/2024,1/29/2026,"$545,000,000",New Construction,"This project is privately funded, on private land for private use.","The project includes the second building of a data center campus. The first building, referred to as DFW04-02, will be two story totaling approximately 267,000 square feet with a critical capacity of 48MW.","267,000 ft 2","Benbrook Property, LLC","400 N Ervay St PO Box 131465, Dallas, Texas 75313",(843) 324-4711,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017792,"M. Arthur Gensler Jr. & Associates, Inc.","5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,
North Tarrant Parkway Vista Rehab,TABS2024017789,Vista Rehab,"8708 Medical City Way, Fort Worth, TX 76177",Tarrant,6/1/2024,8/31/2024,"$150,000",New Construction,"This project is privately funded, on private land for private use.",Finish-out of an existing lease space,"1,884 ft 2",Castle Development,"251 E Southlake Blvd Suite 100, Southlake, Texas 76092",817.337.3433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017789,Covenant Architecture,"106 E Church St., Weatherford, Texas 76086",817565,
Arlington Highlander MOB 1,TABS2024017787,Arlington Highlander MOB 1,"Highlander Blvd., Arlington, TX 76014",Tarrant,6/1/2024,3/31/2025,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.",New shell space with adjacent parking,"9,420 ft 2",Highlander MOB Partners LLC,"251 E Southlake Blvd Suite 100, Southlake, Texas 76092",817.337.3433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017787,Covenant Architecture,"106 E Church St., Weatherford, Texas 76086",817.565.9826,
DFW04-01.01,TABS2024017783,DFW04-01.01,"Aledo Rd & Chapin School Rd, Fort Worth, TX 76126",Tarrant,9/1/2024,1/29/2026,"$545,000,000",New Construction,"This project is privately funded, on private land for private use.","The project includes the first building of a data center campus. The first building, referred to as DFW04-01, will be two story totaling approximately 267,000 square feet with a critical capacity of 48MW.","267,000 ft 2","Benbrook Property, LLC","400 N Ervay St PO Box 131465, Dallas, Texas 75313",(843) 324-4711,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017783,"M. Arthur Gensler Jr. & Associates, Inc.","5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,
"MCD - EVERMAN, TX",TABS2024017767,"MCD - EVERMAN, TX","521 RACE STREET, Everman, TX 76140",Tarrant,8/1/2024,12/31/2024,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonald's,"3,860 ft 2","MCDONALD'S USA, LLC","110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(469) 865-7916,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017767,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,
