project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,project_url,design_name,design_address,design_phone
FWDC 550,TABS2024021919,FWDC 550,"1200 Heritage Trace Parkway, Fort Worth, TX 76131",Tarrant,11/4/2024,12/12/2024,"$813,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Installation of platforms for work and storage.,"15,179 ft 2","CRP/CHI Heritage Trace Owner, LP","3819 Maple Avenue, Dallas, Texas 75214",(214) 661-8094,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021919,,,
"Target T-2935 Fort Worth Chisholm Trail, TX",TABS2024021885,"Target T-2935 Fort Worth Chisholm Trail, TX","NWC of McPherson Blvd & Chisholm Trail Pkwy, Fort Worth, TX 76123",Tarrant,10/14/2024,8/22/2025,"$22,000,000",New Construction,"This project is privately funded, on private land for private use.",New Target Store,"148,827 ft 2",Target Corporation,"50 S 10th St Suite 400, TP3-1175, Minneapolis, Minnesota 55403",(612) 761-5267,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021885,"RSP Architects, Ltd.","1220 Marshall St NE, Minneapolis, Minnesota 55413",(612) 677-7100
265-Exchange 3 Demising Wall,TABS2024021876,820 Exchange Bldg 3,"5020 Anderson Blvd, Haltom City, TX 76117",Tarrant,7/15/2024,9/20/2024,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construct tenant lease space separation wall,"40,318 ft 2","USLP Haltom City, LP","2100 McKinney Avenue, Suite 800, Dallas, Texas 75201",214 979 6139,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021876,Meinhardt & Associates,"14643 Dallas Parkway, Suite 636, Dallas, Texas 75254",972.934.5406
The UPS Store,TABS2024021861,"Lowes Hotel, Arlington Convention Center","1601 E Randol Mill Rd, Arlington, TX 76011",Tarrant,7/5/2024,9/15/2024,"$61,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Finish interior with ceiling grid - tile, LVT, fixtures.","1,231 ft 2",Arlington Convention Center Hotel,"1601 East Randol Mill Road, Arlington, Texas 76011",720-840-3072,Harold Jansing,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021861,JD Rivero - Dallas,"550 South Watters Road, #300, Allen, Texas 75013",214-462-0683
PHAI'S LAUNDROMAT,TABS2024021820,PHAI'S LAUNDROMAT,"2440 N BALLPARK WAY, Arlington, TX 76006",Tarrant,9/1/2024,2/28/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"2,720 ft 2",THACH CAPITAL INVESTMENT LLC,"1804 MICHAEL COURT, ARLINGTON, Texas 76010",(817) 881-7916,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021820,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
Grapevine Station Breakfast Restaurant,TABS2024021801,Grapevine Station North,"919 e northwest hwy #600, Grapevine, TX 76051",Tarrant,7/8/2024,11/18/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construction of first-generation restaurant in an existing shell building.,"3,030 ft 2",B & G properties LLC,"505 W. Northwest Hwy, Grapevine, Texas 76051",(817) 657-0234,Dritan Ida,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021801,Studio HMA,"1020 Taylor Dr, Allen, Texas 75013",(469) 463-4845
Walnut Creek Animal Hospital,TABS2024021792,Walnut Creek Animal Hospital,"911 N Walnut Creek Dr, Mansfield, TX 76063",Tarrant,11/30/2024,4/3/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","3342 S.F. Tenant Improvement of Animal Clinic Location. Interior design comprised or light material finishes, some interior walls and creation of new Breakroom, Procedure Area, Kennels, Utility Room.","3,342 ft 2",Lattimer Property Managment,"3828 Canyon Pass Trl, Burleson, Texas 76028",(817) 584-5936,Christine Hudson,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021792,Blue Frog Design Group,"430 S Main St, Grapevine, Texas 76051",214-469-3096
8TH NEIGHBORHOOD CLINIC MANHATTAN,TABS2024021775,COOK CHILDREN'S,"6825 MANHATTAN BLVD., Fort Worth, TX 76120",Tarrant,8/12/2024,2/11/2025,"$283,875",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE PROJECT SCOPE INVOLVES 6,547 SQ. FT. OF INTERIOR RENOVATIONS TO AN EXISTING, ONE STORY, OFFICE BUILDING TO CREATE A NEW PEDIATRIC PRIMARY CARE CLINIC WITH 12 EXAM ROOMS, AND ANCILLARY SUPPORT SPACES.","6,547 ft 2",Paul Allen,"6850 Manhattan Blvd., Fort Worth, Texas 76120",(817) 808-4797,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021775,ENVIRONMENTS FOR HEALTH ARCHITECTURE,"Burnett plaza, 801 cherry street, suite 500,, Fort Worth, Texas 76102",817-226-1917
JPS Pavillion OR - AHU Replacement,TABS2024021767,JPS Health Network Pavillion,"1575 S Main Street 1575 S Main Street, Fort Worth, TX 76104",Tarrant,9/23/2024,4/21/2025,"$15,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.",Addition of mechanical penthouse enclosure on an existing building to enclose new air handling equipment.,"3,820 ft 2",JPS Health Network,"1500 S Main St, Fort Worth, Texas 76104",(817) 702-4941,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021767,HOEFER WELKER,"500 N Akard St Suite 2450, Dallas, Texas 75201",(214) 445-4339
Discount Tire#SAP 1393 TXD 40,TABS2024021756,Discount Tire,"6609 N Beach St, Fort Worth, TX 76137",Tarrant,11/13/2024,2/19/2025,"$497,500",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing Discount Tire location  -  Sq Ft 1,392","1,392 ft 2",HALLE PROPERTIES LLC,"20225 N. Scottsdale Road, Scottsdale, Arizona 85255",(937) 853-8247,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021756,Interbrand Design Forum,"2056 Byer Road, Miamisburg, Ohio 45342",937-853-8247
EyeMotivate Vision & Eye Wear Gallery,TABS2024021717,Trinity Plaza,"900 N Industrial Blvd # 400, Euless, TX 76039",Tarrant,7/1/2024,8/30/2024,"$200,000",New Construction,"This project is privately funded, on private land for private use.",interior renovation in a new suite ,"1,544 ft 2",Xite Realty,"801 E Cambell Rd # 470, Richardson, Texas 75081",(903) 274-5859,Dr Rick Rodriguez,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021717,"ninety 8 ninety 7, LLC  dba:Studio 9897","15428 Pioneer Bluff Trail, Ft Worth, Texas 76262",(214) 684-1269
Birchman Baptist Church - Gym Renovation and Lobby Addition,TABS2024021705,Birchman Baptist Church,"9100 Normandale Street, Fort Worth, TX 76116",Tarrant,8/15/2024,8/15/2025,"$2,500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","New 893 SF lobby addition to existing gym and renovation of existing restrooms, meeting rooms and gym space. ",893 ft 2,Birchman Baptist Church,"9100 Normandale Street, Fort Worth, Texas 76116",(817) 224-6590,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021705,HH Architects,"2221 Lakeside Blvd., Suite 1100, Richardson, Texas 75082",972-404-1034
408 Foch Multifamily,TABS2024021704,408 Foch Multifamily,"408 Foch, Fort Worth, TX 76107",Tarrant,10/7/2024,9/8/2025,"$1,800,000",New Construction,"This project is privately funded, on private land for private use.",Three story apartment building which also includes open-parking garage on level 1,"12,000 ft 2",Kirankumar Suram,"5121 Collin McKinney Pkwy Suite 500-128, McKinney, Texas 75050",(972) 363-6155,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021704,,,
Mid Cities Women’s Clinic,TABS2024021702,Le Tara Village,"474 FM 156 S, Haslet, TX 76052",Tarrant,8/1/2024,3/31/2025,"$2,400,000",New Construction,"This project is privately funded, on private land for private use.","New 6,930 SF single story facility and related sitework.","6,930 ft 2",Mid Cities Women's Clinic,"201 Westpark Way, Euless, Texas 75604",817-577-4387,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021702,HH Architects,"2221 Lakeside Blvd., Suite 1100, Richardson, Texas 75082",972-404-1034
Holy Family-Restrooms,TABS2024021693,Holy Family Catholic Church,"6150 Pershing Ave, Fort Worth, TX 76107",Tarrant,7/1/2024,12/1/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of 4 existing bathrooms with a total of 746 sf,746 ft 2,Fort Worth Diocese,"800 W Loop 820, Fort Worth, Texas 76108",(817) 560-3300,John Jackson,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021693,RPGA Design Group,"101 S. Jennings Ave   Ste 100, Fort Worth, Texas 47610",(817) 332-9477
Urban Air in Southlake,TABS2024021672,Urban Air in Southlake,"2201 SOUTHLAKE BLVD, Southlake, TX 76092",Tarrant,7/1/2024,6/25/2025,"$140,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The tenant improvement work includes removal and addition of new attractions within 5,923 sf and the addition of an oven hood in the Cafe BOH within 283 sf.""",256 ft 2,STORE MASTER FUNDING XIV LLC,"8377 E HARTFORD DR SUITE 100, SCOTTSDALE,, Arizona 85255",480) 256-1100,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021672,,,
Rally House #235 Montgomery Plaza,TABS2024021666,Montgomery Plaza,"441 Carroll Street, Fort Worth, TX 76107",Tarrant,11/3/2023,6/30/2024,"$82,206",Renovation/Alteration,"This project is privately funded, on private land for private use.","Cosmetic finish updates to the 5,300 square feet existing retail space. Scope includes wall finishes and merchandising brackets installed on existing walls, replacing cash wrap cabinets in existing location, and minor lighting repairs/relamping","5,300 ft 2","RioKim Montgomery, LP","500 North Broadway, Suite 201, Jericho, New York 11753",(972) 638-5254,Jim Wentz,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021666,,,
"SW-52ARL SWIG - Arlington, TX (I-20 & Cooper)",TABS2024021644,"SWIG - COOPER STREET PLAZA, ARLINGTON, TX","1650 W. Interstate 20 Hwy, Arlington, TX 76017",Tarrant,8/11/2024,3/11/2025,"$550,000",New Construction,"This project is privately funded, on private land for private use.",(Ground UP) 750 SF New ground-up building for swig facility. The main purpose of this facility is to prepare and serve gourmet soda drinks. The building will only be occupied by employees. All customers will interface with drive thru window.,750 ft 2,"CA Arlington, LLC","8350 N. Central Expy., Suite 1313, Dallas, Texas 75206",(817) 368-9499,Monty White,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021644,Babcock Design,"52 E. Exchange Place, Salt Lake City, Utah 84119",(801) 433-4309
Texas Air Systems Expansion,TABS2024021551,Parc 6,"2800 N. Loop 820 Suite 640, Fort Worth, TX 76107",Tarrant,8/6/2024,12/18/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office expansion within existing empty warehouse area.,"4,000 ft 2",East Group Properties,"6565 N. McArthur Rd. 225, Irving, Texas 75039",(972) 776-7000,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021551,,,
Hounds Town USA,TABS2024021518,Harmon Road Business Park,"13029 Harmon Rd. Units 803, 807, 811, Fort Worth, TX 76177",Tarrant,7/22/2024,11/22/2024,"$653,730",Renovation/Alteration,"This project is privately funded, on private land for private use.","Commercial interior tenant improvement of three existing adjacent shell spaces to be combined into a single 5,752 s.f. unit for a dog daycare facility.","5,752 ft 2","Harmon Condos, LLC","308 E. FM 1830, Ste. 9A, Argyle, Texas 76266",(817) 210-2054,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021518,One Architecture PLC,"8686 N. Central Ave. Suite 166, Phoenix, Arizona 85020",(602) 266-2712
Alcon ASPEX Metrology Lab Relocation,TABS2024021509,Alcon ASPEX Manufacturing,"6500 Will Rogers Blvd, Fort Worth, TX 76134",Tarrant,7/15/2024,10/18/2024,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of approximately 1,000 square feet on second floor to provide new space for Metrology Lab","1,000 ft 2",Alcon Laboratories,"6201 South Freeway, Fort Worth, Texas 76134",(817) 568-6216,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021509,"EwingCole, Inc","100 North 6th Street, Philadelphia, Pennsylvania 19106",(215) 625-4491
D NAILS SPA,TABS2024021486,SHOPPING CENTER THE VILLAGE AT CAMP BOWIE,"3501 BEMIE ANDERSON #STE. B, Fort Worth, TX 76116",Tarrant,8/1/2024,12/1/2024,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL ,"8,205 ft 2",DUNHILL PARTNERS INC,"3501 BEMIE ANDERSON, FORT WORTH, Texas 76116",(214) 261-9589,DOMINICO LE,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021486,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921
