ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026023121,Office Building,859,2220,9001,1350000.0,3008,36093c74-baf0-47ae-b11c-38e50715b3b4,900001,"Office Building - Keller, TX",2026-06-17T14:30:26.187,2026-07-01T00:00:00,2027-04-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023121
TABS2026023116,Embassy Suites by Hilton,606,2220,9002,384565.0,3008,c37d199c-08b4-4f74-919e-7bea46ff2ebf,900001,Embassy Suites,2026-06-17T14:15:32.777,2026-08-17T00:00:00,2027-02-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023116
TABS2026023107,Texas Health Harris Methodist Southwest Fort Worth Hospital,606,2220,9002,1900000.0,3008,d9c8c963-8878-467e-baf3-ab9ba743705c,900001,THSW New Parking Lot,2026-06-17T13:41:52.053,2026-08-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023107
TABS2026023101,Lear Corporation,686,2220,9002,127858.0,3008,c0a095d7-cda6-4e18-8386-b58da4202d7a,900001,Lear Corporation Fence Addition,2026-06-17T13:28:34.597,2026-06-01T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023101
TABS2026023084,DENTON HWY Block 1 Lot 1R2,718,2220,9001,1200000.0,3008,c3991e46-ff58-4065-b177-b963db195ae9,900001,6001 Denton Hwy,2026-06-17T11:41:15.857,2026-07-01T00:00:00,2027-07-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023084
TABS2026023081,The Shops at Clearfork,606,2220,9001,500000.0,3008,e35528f3-f493-4905-b381-e2424185e113,900001,Rye 51,2026-06-17T11:12:26.803,2026-07-01T00:00:00,2026-09-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023081
TABS2026023065,Mount Church,859,2220,9003,122522.0,3008,ccea7c8e-61e1-4008-b244-35346a98a06f,900001,Mount Church,2026-06-17T10:35:02.11,2026-07-01T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023065
TABS2026023043,Walnut Creek Country Club,1061,2220,9002,500000.0,3008,8c4e531b-195f-4d21-8121-94bf3bdcea35,900001,Walnut Creek CC Maintenance Facility,2026-06-16T23:28:50.287,2026-08-01T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023043
TABS2026022992,QTS FTW1 DC1 Expansion,606,2220,9001,300000000.0,3008,951527db-a862-4f9a-9c11-f044e941458f,900001,QTS FTW1 DC1 Expansion,2026-06-16T13:14:37.077,2026-07-01T00:00:00,2027-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022992
TABS2026022987,Mansfield Bible Church,1061,2220,9003,2144756.0,3008,ce323f3c-fdba-4ab7-8027-d0326c244884,900001,Mansfield Bible Church - Worship Annex,2026-06-16T12:34:17.243,2026-06-22T00:00:00,2027-02-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022987
TABS2026022956,ClearWater Express Car Wash - CWE Mansfield,1061,2220,9001,3000000.0,3008,9884c795-f2a1-4f62-ad3f-3381ca968d07,900001,ClearWater Express Car Wash - CWE Mansfield-Broad,2026-06-16T10:28:47.74,2026-07-15T00:00:00,2027-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022956
TABS2026022936,Chick-fil-A,1061,2220,9002,375000.0,3008,5a050239-63da-46e9-8d85-617f6263bdff,900001,Chick-fil-A #4911 Debbie Ln & Matlock Rd.,2026-06-16T08:54:48.997,2026-11-13T00:00:00,2026-11-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022936
TABS2026022916,THE OFFICES AT MONARCH CROSSING,606,2220,9001,350000.0,3008,36d099ba-ef7b-4c66-a0ef-e310de8cf0fa,900001,THE OFFICES AT MONARCH CROSSING BLDG 3133 SHELL,2026-06-15T19:08:25.18,2026-08-01T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022916
TABS2026022913,Southland Industries,718,2220,9002,6500000.0,3008,2df19a12-d9af-4c9a-a288-5cb8f40ff545,900001,Haltom City Office Expansion,2026-06-15T17:37:48.82,2026-07-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022913
TABS2026022907,North City - Pad A,606,2220,9001,1000000.0,3008,f6038ab4-2b46-4ea6-ad6b-4d5a480057eb,900001,North City - Pad A Shell Building,2026-06-15T16:35:30.107,2026-09-01T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022907
TABS2026022903,Baylor Scott & White All Saints Medical Center,606,2220,9002,103650.0,3008,9f8325f9-b94f-4b0b-b0d4-37de1cd857b2,900001,Baylor Scott & White All Saints Building Separation Door,2026-06-15T16:11:08.113,2026-06-29T00:00:00,2026-08-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022903
TABS2026022868,Young Junior High,62,2220,9001,2000000.0,3008,401f05e4-797e-4a18-818c-1473cdc6f06f,900001,Young Junior High Vending Building,2026-06-15T13:11:40.837,2026-08-01T00:00:00,2027-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022868
TABS2026022837,Maverick Phase 2,606,2220,9001,161224.0,3008,ef7da7d7-f6fa-45fb-a254-29985160274a,900001,Maverick Phase 2,2026-06-15T10:56:44.75,2026-06-02T00:00:00,2026-11-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022837
TABS2026022808,Hixlo,62,2220,9002,200000.0,3008,e0efa871-df8b-4724-9f20-61cd9fbef4df,900001,Hixlo Warehouse,2026-06-15T07:42:20.523,2026-07-13T00:00:00,2026-11-20T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022808
TABS2026022799,Burning Rice,1061,2220,9002,500000.0,3008,c6eff8cc-a70f-4c9d-bf8d-b1f758989b9e,900001,Burning Rice,2026-06-14T19:36:06.47,2026-07-30T00:00:00,2026-10-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022799
