project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Cheba Hut,TABS2024015401,Strip Center,"504 EAST ABRAM STREET, Arlington, TX 76010",Tarrant,5/15/2024,8/15/2024,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Finish for Restaurant/Bar in prior Restaurant space,"2,811 ft 2",Daniel Partners Limited,"18770 LBJ Frwy #200, Mesquite, Texas 75150",(214) 738-4039,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015401,Design Parameters LLC,"6373 Silver Stream Ln S Arlington, Frisco, Texas 75036",(214) 784-5014,Eddie White
Performance Food Group,TABS2024015399,35 Eagle Building G,"35 Eagle Parkway, Building G, Fort Worth, TX 76177",Tarrant,5/6/2024,10/28/2024,"$3,400,000",New Construction,"This project is privately funded, on private land for private use.",First time interior finish out of industrial shell.,"5,000 ft 2",Trammell Crow Company,"2100 McKinney Ave, Dallas, Texas 75201",(214) 392-2223,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015399,Alliance Architects,"1600 N. Collins Blvd, Richardson, Texas 75080",(972) 233-0400,
VIAGEN PETS & EQUINE,TABS2024015391,VIAGEN PETS & EQUINE,"116 E MAIN ST, Whitesboro, TX 76273",Tarrant,8/1/2024,12/31/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"3,100 ft 2",TALLEY LAND DEVELOPMENT LTD,"12720 HILLCREST #STE. 700, DALLAS, Texas 75230",(214) 543-6505,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015391,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,BLAKE RUSSELL
GOLDEN FOOT SPA,TABS2024015390,GOLDEN FOOT SPA,"8420 DENTON PKWY #STE. 110, Watauga, TX 76148",Tarrant,8/1/2024,12/31/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"1,200 ft 2",BROOKWILLOW WATAUGA LLC - DELAWARE LLC,"10877 WILSHIRE BLVD #STE. 1105, LOS ANGELAS, California 90024",(214) 346-0030,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015390,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,WEN JING XU
Little Caesars Arlington,TABS2024015364,Fielder Plaza Shopping Center,"1118 Fielder Road, Arlington, TX 76012",Tarrant,7/1/2024,12/31/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel to create a pizza shop in an existing shopping center.,"1,382 ft 2","Fielder Plaza, LP; Weitzman Management Corporation","1118 N. Fielder Road, Arlington, Texas 76012",(214) 720-3662,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015364,"REESE DS, INC.","6420 Richmond Ave, 345, Houston, Texas 77057",(713) 894-0132,
"Popeyes – Arlington, TX (Debbie Lane)",TABS2024015360,Popeyes Louisiana Kitchen,"Hughes, James H Survey Abstract 732 tract 1A02, Arlington, TX 76002",Tarrant,6/3/2024,10/25/2024,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",New Ground-Up Restaurant with Drive-Thru,"1,900 ft 2",Umar Ibrahim,"1915 Westbridge Drive, Irving, Texas 75038",(972) 849-8191,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015360,,,,
Dollar General,TABS2024015335,Dollar General,"4020 Denton Highway, Haltom City, TX 76117",Tarrant,5/1/2024,11/1/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing commercial building , exterior renovations only for paint and new entry door system. INTERIOR  ALTERATIONS ARE LIMITED TO ARCHITECTURAL, MECHANICAL, PLUMBING, ELECTRICAL, FIRE PROTECTION, AND EQUIPMENT. NEW CONSTRUCTION WORK IN","10,385 ft 2",Dollar General corporate,"100 Mission Ridge, Goodlettsville, Tennessee 37072",(615) 855-4000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015335,Helt Design Architecture interiors,"6405 Wilkinson blvd. suite 100, Belmont, North Carolina 28012",(704) 610-7134,
Phase II - Rear Porch Repair and Accessibility Improvements,TABS2024015334,Ball-Eddleman-McFarland House,"1110 Penn Street, Fort Worth, TX 76102",Tarrant,5/31/2024,2/25/2025,"$475,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The primary goal of this project is to make the first floor of the historic house accessible.   A secondary goal is to repair and restore the rear porch to its 1978 appearance with slight modifications for accessibility and building code requirements,166 ft 2,"Historic Fort Worth, Inc.","1110 Penn Street, Fort Worth, Texas 76102",(817) 336-2344,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015334,"Volz & Associates, Inc.","1406 Preston Avenue, Austin, Texas 78703",512-476-0433,
CCC 4 Spec Office,TABS2024015329,CCC 4,"7111 S. Cooper Street Suite 175, Arlington, TX 76001",Tarrant,4/4/2024,7/1/2024,"$420,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Construct a new office in the existing shell building.,"2,500 ft 2","NPIF Arlington Building IV, LLC","3315 N. Oak Trafficway, Kansas City, Missouri 64116",(816) 437-5055,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015329,,,,
Carrell Hills,TABS2024015320,Carrell Hills,"10700 Blk of Old Weatherford Rd. Between Hickory Bend Ln and Chapin Rd., Fort Worth, TX 76108",Tarrant,8/1/2023,7/1/2024,"$152,000",New Construction,"This project is privately funded, on private land for private use.","New land development project. 168 residential lots. 10"" Concrete Pavement (Arterial Road): 39,636 SF, 6"" Concrete Pavement (Internal Roads) 209,700 SF, 4"" Concrete Sidewalk: 18,974, Total of 31","268,310 ft 2","Lennar Homes of Texas Land & Construction, LTD.","1707 Market Place, Ste 100, Irving, Texas 75063",(469) 587-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015320,Pape-Dawson Engineers,"6105 Tennyson Parkway, Suite 210, Plano, Texas 75024",(214) 420-8494,
Eagles Crossing Phase 1,TABS2024015317,Eagles Crossing,"10600 blk of Forest Hill-Everman Rd Between McPherson Rd & Oak Grove Rd E, Fort Worth, TX 76140",Tarrant,9/1/2023,8/1/2024,"$83,000",New Construction,"This project is privately funded, on private land for private use.","New land development project. 188 residential lots 6"" concrete pavement 194,805 SF 4"" concrete sidewalk 12,497 SF","207,302 ft 2","Lennar Homes of Texas Land and Construction, LTD.","1707 Market Place, Ste 100, Irving, Texas 75063",(469) 587-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015317,Pape-Dawson Engineers,"6105 Tennyson Parkway, Suite 210, Plano, Texas 75024",(214) 420-8494,
Fort Worth ISD | Rosemont MS Add_Reno,TABS2024015311,Fort Worth ISD | Rosemont MS Add_Reno,"1501 W Seminary Drive, Fort Worth, TX 76115",Tarrant,7/1/2024,5/29/2026,"$50,800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Fort Worth ISD | Rosemont MS Add_Reno,"108,750 ft 2",Fort Worth ISD,"100 N. University Drive Suite 500, Fort Worth, Texas 76107",(817) 266-6784,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015311,Huckabee,"801 Cherry Street Suite 500, Fort Worth, Texas 76102",(800) 687-1229,
NCHS Adds and Renos NC9 Adds and Renos - Turf Package,TABS2024015302,NCHS Adds and Renos NC9 Adds and Renos - Turf Package,"9100 S Hulen Street, Fort Worth, TX 76123",Tarrant,4/5/2024,8/30/2024,"$11,600,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New turf fields and returf existing field and resurface track,"230,400 ft 2",Crowley ISD,"1900 Crowley Pride Drive, Fort Worth, Texas 76036",817-297-5800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015302,"VLK Architects, Inc.","1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,
Ladera at the Reserve PH2,TABS2024015261,Ladera at the Reserve,"2504 Ventura Blvd, Mansfield, TX 76063",Tarrant,4/8/2024,7/25/2025,"$4,500,000",New Construction,"This project is privately funded, on private land for private use.",Active Adult Subdivision ,"859,439 ft 2",MR Ladera LLC,"361 West Bryon Nelson Blvd, Roanoke, Texas 76262",(817) 371-3318,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015261,McAdams Co,"4400 Hwy 121 Suite 800, Lewisville, Texas 75056",(940) 240-1012,
Cibolo Hills Phase 4,TABS2024015255,Cibolo Hills Phase 4,"Shoshoni & Tucennan, Fort Worth, TX 76131",Tarrant,4/17/2023,5/25/2024,"$3,052,000",New Construction,"This project is privately funded, on private land for private use.",Development of 165 new single family residential lots. Subdivision improvements to include 28 curb ramps.,"1,962 ft 2",Meritage Homes of Texas,"8840 Cypress Waters Blvd, #100, Dallas, Texas 75019",(972) 965-5209,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015255,Westwood PS,"11000 Frisco Street, Suite 400, Frisco, Texas 75033",(214) 514-3570,
NFCU - Ft Worth,TABS2024015235,Parkerwood Plaza,"8424 Lakewood Hill Dr #104, Fort Worth, TX 76137",Tarrant,5/17/2024,9/30/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel and walk up ATM,"3,500 ft 2",M&J Willow,"20 S Clark St #3000, Chicago, Illinois 60603",(932) 596-5810,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015235,PDMS Design,"2225 E Randol Mill Rd #300, Arlington, Texas 76011",(817) 701-4807,
Arlington City Tower Elevator Replacement,TABS2024015228,Arlington City Tower,"101 S. Mesquite Street, Arlington, TX 76010",Tarrant,6/3/2024,12/1/2025,"$1,700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Replace three elevators in main lobby;,"112,000 ft 2",City of Arlington,"101 W. Abram Street, Arlington, Texas 76010",(817) 459-6777,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015228,"Elements of Architecture, Inc.","1201 6th Ave Suite 100, Fort Worth, Texas 76104",(817) 333-2880,
QuikTrip #1862,TABS2024015198,QuikTrip #1862,"SEC Hwy 170 & N Beach St., Fort Worth, TX 76177",Tarrant,4/1/2024,11/1/2024,"$750,000",New Construction,"This project is privately funded, on private land for private use.",To construct convenience store with retail gasoline sales,"5,312 ft 2",QuikTrip Corporation,"8700 Freeport Pkwy., Suite 115, Irving, Texas 75063",(945) 455-6426,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015198,"Daniel D Filuk, Architect","1747 E Morten Avenue, Suite 111, Phoenix, Arizona 85004",(602) 234-1868,
Questar Solutions,TABS2024015185,Carrier / 360 DC,"732 Avenue R, Grand Prairie, TX 75050",Tarrant,4/15/2024,7/15/2024,"$500,000",New Construction,"This project is privately funded, on private land for private use.",Tenant improvement of existing shell building ,"1,361 ft 2",Proterra Properties,"8214 Westchester Drive, Dallas, Texas 75225",(214) 365-9944,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015185,Azimuth Architecture,"10228 E Northwest Hwy, Box #66, Dallas, Texas 75238",(214) 261-9060,
Albertsons Parking Lot - Fort Worth,TABS2024015129,Albertsons #4151,"4400 Western Center Blvd., Fort Worth, TX 76137",Tarrant,7/8/2024,7/26/2024,"$105,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Barrier removal in the Albertsons parking lot to bring existing non-compliant conditions into conformance with ADAS 2010 and 2012 TAS.  Affects approx. 3500 sf.,"3,500 ft 2",ABS TX Investor LP,"1371 Oakland Blvd STE 200, Walnut Creek, California 94596",(480) 617-9873,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015129,GBD Architects Incorporated,"1120 NW Couch St Suite 300, Portland, Oregon 97209",(503) 224-9656,
SPEC SUITE 775 (392375300),TABS2024015128,CULTURAL DISTRICT OFFICE,"3230 CAMP BOWIE BLVD, STE 775, Fort Worth, TX 76107",Tarrant,4/8/2024,7/8/2024,"$358,350",New Construction,"This project is privately funded, on private land for private use.","NEW CONSTRUCTION - 2,389 SF APPROX.","2,389 ft 2",CRESCENT MANAGEMENT,"200 CRESCENT COURT, SUITE 250, Dallas, Texas 75201",(214) 880-4514,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015128,DLR Group,"2500 Pacific Avenue Suite 1600, Dallas, Texas 75226",(214) 747-2511,
ABF Freight,TABS2024015126,ABF Freight,"3512 Merrilee Drive, Arlington, TX 76011",Tarrant,6/1/2024,5/1/2025,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.","22,594 gross sf cold storage warehouse with a 4 bay loading dock and office space.","22,594 ft 2",BFA Management Services,"105 E. Road, Stephenville, Texas 76401",(254) 968-4919,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015126,RKB Architects,"Zero Campanelli Drive, Braintree, Massachusetts 02184",781-848-6600,"ABF Packing, Inc."
Arlington Downs Suite 300 Remodel,TABS2024015116,Arlington Downs Tower,"2225 E Randol Mill Road Suite 300, Arlington, TX 76011",Tarrant,5/1/2024,8/1/2024,"$103,836",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition of existing finishes, installation of new partitions and openings, new finishes including mechanical and electrical fixture/receptacle relocation in an existing business use tenant space.  ","8,653 ft 2",Bradford Management,"10440 N. Central Expressway Suite 1150, Dallas, Texas 75231",(972) 776-7041,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015116,PDMS Design Group,"2225 E Randol Mill Road Suite 300, Arlington, Texas 76011",(972) 997-5542,Randall Rowntree
Cantrell Sansom Industrial Bldg 2,TABS2024015091,Building 2,"Cantrell Sansom Rd. & Nafex Way, Building 2, Fort Worth, TX 76131",Tarrant,5/1/2024,5/1/2025,"$10,915,300",New Construction,"This project is privately funded, on private land for private use.",New concrete tilt wall shell building ,"207,411 ft 2","CHIPT Dallas Cantrell Sansom, L.P.","3819 Maple Avenue, Dallas, Texas 75219",(214) 661-8094,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015091,Azimuth Architecture,"10228 E Northwest Hwy, Box #66, Dallas, Texas 75238",(214) 261-9060,
Cantrell Sansom Industrial Bldg 1,TABS2024015089,Building 1,"Cantrell Sansom Rd. & Nafex Way, Building 1, Fort Worth, TX 76131",Tarrant,5/1/2024,5/1/2025,"$7,259,450",New Construction,"This project is privately funded, on private land for private use.",New concrete tilt wall shell building,"132,434 ft 2","CHIPT Dallas Cantrell Sansom, L.P.","3819 Maple Avenue, Dallas, Texas 75219",(214) 661-8094,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015089,Azimuth Architecture,"10228 E Northwest Hwy, Box #66, Dallas, Texas 75238",(214) 261-9060,
Keller Police Department,TABS2024015088,Keller Police Department,"330 Rufe Snow Drive, Keller, TX 76248",Tarrant,5/1/2024,5/1/2025,"$3,963,568",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","In existing Police and Animal Shelter building, renovating approx 6,312sf of space and infilling existing construction with approx 1,202sf to enlarge the locker area and work out rooms. Renovations include offices, restrooms, etc.","7,415 ft 2",City of Keller,"330 Rufe Snow Drive, Keller, Texas 76248",(917) 743-4500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015088,Brinkley Sargent Wiginton Architects,"5000 Quorum Drive, Suite 600, Dallas, Texas 75254",(972) 960-9970,
Suite 101 TI Remodel,TABS2024015082,"Heritage Business Park, Building 9","1070 South Kimball Avenue Suite 101, Southlake, TX 76092",Tarrant,4/15/2024,6/1/2024,"$305,640",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of existing lease area to demo portions of wall partitions and return to warehouse area. Existing restrooms and office areas are to remain as-is unless noted otherwise.,"94,799 ft 2",Prologis,"2021 McKinney Ave Suite 1050, Dallas, Texas 75201",(972) 884-9222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015082,Meinhardt & Associates Architects P.L.L.C.,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,
FREEDOM ENERGY,TABS2024015059,777 MAIN,"777 MAIN STREET SUITE 3200, Fort Worth, TX 76102",Tarrant,4/22/2024,7/22/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATE EXISTING VACANCY TO ALIGN WITH NEW TENANT'S PROGRAM AND INTERIOR FINISHES,"7,012 ft 2","F7 SSSM, LLC","3399 PEACHTREE RD SUITE 140-141, ATLANTA, Georgia 30326",(817) 321-1100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015059,JACOBS ENGINEERING,"777 MAIN STREET SUITE B101, FORT WORTH, Texas 76102",(417) 770-4458,
Faherty UPV,TABS2024015051,University Village - Space #D-503 B,"1612 South University Drive, Space # D-503 B, Fort Worth, TX 76107",Tarrant,6/24/2024,9/24/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Improvements for a tenant retail space. Interior Non-Load bearing partitions, ceiling construction with new lighting, new finishes, new electrical, and a new storefront. 3,904 SF.","3,904 ft 2",Simon Property Group,"225 West Washington Street, 8th Fl, Indianapolis, Indiana 46204",(817) 883-1665,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015051,O'neil Langan Architechts,"118 West 22nd Street, 6th Floor, New York, New York 10011",(212) 279-2670,Giuseppe Iacono
