project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
FLOW HEAD SPA,TABS2025012985,KIMBALL OAKS SHOPPING CENTER,"2251 E SOUTHLAKE BLVD #STE. 110, Southlake, TX 76092",Tarrant,4/1/2025,7/1/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,750 ft 2",ANDELIA GUZMAN,"801 E CAMPBELL RD #STE. 100, RICHARDSON, Texas 75081",(972) 231-4505,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012985,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,TRUONG TONY BN
EAGLE MOUNTAIN WATER TREATMENT PLANT PHASE IV EXPANSION (CITY PROJECT NO. 105176),TABS2025012983,"OZONE GENERATION BUILDING, ELECTRICAL BUILDING, TREATMENT STRUCTURE","6801 Bowman Roberts Rd, Fort Worth, TX 76179",Tarrant,6/1/2025,3/1/2029,"$235,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","61,178 SF EXPANSION OF EXISTING DRINKING WATER TREATMENT PLANT. NEW STRUCTURES: OZONE GENERATION BUILDING, ELECTRICAL BUILDING; TREATMENT STRUCTURE WITH OCCUPIED AND UNOCCUPIED SPACES (BASINS, VAULTS); TWO OPEN-AIR CANOPIES OVER CHEMICAL STORAGE.","61,178 ft 2",City of Fort Worth,"1511 11th Ave, Fort Worth, Texas 76102",(817) 392-4982,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012983,CDM Smith,"801 Cherry Street Suite 1820, Fort Worth, Texas 76102",(816) 444-8270,
United Defense Tactical,TABS2025012981,Regency Center,"1505 W TX-144, Grapevine, TX 76051",Tarrant,6/2/2025,8/1/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out ,"5,500 ft 2",JC Caldwell,"1505 W TX-114, Grapevine, Texas 76051",(214) 801-9710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012981,MB STUDIO,"10440 E Northwest Hwy Suite 301, Dallas, Texas 75238",(214) 549-5922,
Dechlor Improvements: Arlington & Benbrook,TABS2025012958,Restroom & Lab Building,"5251 Everman Kennedal Burleson Road, Fort Worth, TX 76140",Tarrant,6/2/2025,12/31/2027,"$540,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","A single story, 230 sf building housing a laboratory, uni-sex restroom, and monitoring equipment.",230 ft 2,Tarrant Regional Water District (TRWD),"808 E. Northside Drive, Fort Worth, Fort Worth, Texas 76102",817-720-4253,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012958,"GSR Andrade Architects, Inc.","2001 N. Lamar St. Suite 400, Dallas, Texas 75202",(214) 824-7040,
Proposed Maintenance Building Addition,TABS2025012928,"Conveyor, Inc.","200 South 4th Avenue, Mansfield, Texas 76063, Mansfield, TX 76063",Tarrant,2/27/2025,6/25/2025,"$274,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","  Metal Building addition to existing metal building size: 2,250 sq. ft.","2,250 ft 2","Mike Greisham, Conveyor, Inc.","620 South 4th Avenue, Mansfield, Texas 76063, mansfield, Texas 76063",(817) 473-4645,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012928,John Taylor and Associates,"6800 Brentwood Stair Road, Suite 201, Fort Worth,, Fort Worth, Texas 76112",(817) 691-4517,
GateGourmet,TABS2025012923,GateGourmet,"3301 S. 22nd, Irving, TX 75261",Tarrant,4/7/2025,5/30/2025,"$1,250,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior wall & ceiling demolition of an unused and unoccupied portion of the building & roof repairs ,"5,000 ft 2",GateGourmet,"11955 Democracy Drive, 17th Floor, Reston, Virginia 20190",(703) 853-8227,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012923,MCA Architects,"812 SW Washington Street, Suite 800, Portland, Oregon 97205",503-226-0622,
Roy Hutchins BBQ,TABS2025012915,Roy Hutchins BBQ,"1600 E. Copeland Road 1600 E. Copeland Road, Arlington, TX 76011",Tarrant,4/1/2025,10/31/2025,"$420,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Existing restaurant expansion and interior renovation to function as a BBQ restaurant. Addition includes covered Pit Room, Dry Storage Room and Covered Patio for outdoor seating options.","13,216 ft 2",Carroll Family Inv #2 Ltd,"2340 Interstate 20 W, Arlington, Texas 76017",(817) 467-0505,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012915,Studio V Architects,"800 East Campbell Road Suite 202, Richardson, Texas 75081",(404) 626-0193,
EMERALD ORGANICS,TABS2025012910,EMERALD ORGANICS,"937 WOODWARD STREET, Fort Worth, TX 76107",Tarrant,4/1/2025,7/1/2025,"$480,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATION OF AN EXISTING BAR INTO A NEW BAR, ADDITION OF COVERED PATIO ","2,700 ft 2","GYANT PROPERTIES, LLC","1300 S. UNIVERSITY DR., STE 318, FORT WORTH, Texas 76107",(817) 259-3512,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012910,WARD ARCHITECTURE PLLC,"5004 THOMPSON TERRACE, SUITE 107, COLLEYVILLE, Texas 76034",(817) 281-5600,
CROSS & SORIANO,TABS2025012896,FORT WORTH OPTOMETRY CO.,"109 CARROLL ST. SUITE 111, Fort Worth, TX 76107",Tarrant,3/25/2025,6/30/2025,"$292,600",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL FOR OPTICAL CLINIC ,"2,052 ft 2","ASANA PARTNERS, LP","640 TAYLOR ST. #1402, FORT WORTH, Texas 76102",817.877.1302,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012896,,,,
ATI Physical Therapy - Fort Worth,TABS2025012892,Bonds Ranch Marketplace,"220 Bonds Ranch, Fort Worth, TX 76131",Tarrant,6/16/2025,8/15/2025,"$335,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior TI of existing building for ATI Phys Therapy. 2,046sf project area.","2,046 ft 2","NEC 287-Bonds Ranch, Ltd","3102 Maple Avenue Suite #500, Dallas, Texas 75201", -214-954-0600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012892,MBH Architects,"1708 Wynkoop St Denver, Denver, Colorado 80202",(805) 551-2963,ATI Physical Therapy - Don Ritoff
Williams Sonoma,TABS2025012887,Southlake Town Square,"172 State Street, Suite 270, Southlake, TX 76092",Tarrant,4/7/2025,5/9/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Exterior remodel of the existing Williams Sonoma store,"6,108 ft 2",Kite Realty Group,"285 Grand Ave, Suite 210, Southlake, Texas 76092",(972) 801-6010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012887,MBH Architects,"1708 Wynkoop Street, Denver, Colorado 80202",805-551-2963,Mohamed Elbagoury
"Walmart 3392-1002 Bedford, TX",TABS2025012869,Walmart 3392,"2108 Bedford Rd, Bedford, TX 76021",Tarrant,6/24/2025,10/14/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New secondary glycol skids; Replace various cooler evaps & cases,"39,776 ft 2",Walmart Real Estate,"2608 SE J Street, Bentonville, Arkansas 72716",(479) 273-4000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012869,Benchmark Group,"1805 N 2nd Street, Rogers, Arkansas 72756",(479) 636-5004,
Carter BloodCare Expansion,TABS2025012851,Carter BloodCare Expansion,"2205 Highway 121 South, Bedford, TX 76021",Tarrant,4/14/2025,2/14/2027,"$1,720,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","The project consists of a two-story addition at the west side and a one-story filled courtyard at the east side of the existing building. First floor includes an office suite, shell space & facility storage / repair room. Second floor is shell space.","38,284 ft 2",Carter BloodCare,"2205 Highway 121 South, Bedford, Texas 76021",(817) 412-5631,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012851,"SBL Architecture, Inc.","1000 Ballpark Way, Suite 200, Arlington, Texas 76011",(817) 792-2100,
THR FW Harris Center Suite 760 Renovation,TABS2025012850,THR FW Harris Center Suite 760 Renovation,"1325 Pennsylvania Avenue, Suite 760, Fort Worth, TX 76104",Tarrant,6/1/2025,9/30/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The Scope of this Project consists of removal and relocation of interior finishes, partitions, electrical & plumbing fixtures, as well as installation of new fixtures & finishes to Suite 760 (approximately 1,790 SF).","1,790 ft 2",Texas Health Resources,"1325 Pennsylvania Avenue, Suite 510, Fort Worth, Texas 76104",(817) 443-6123,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012850,"Parkhill (David Autry, AIA)cg","255 North Center Street, Suite 200, Arlington, Texas 76011",(817) 649-3216,
THR FW Harris Center Suite 700 Renovation,TABS2025012840,THR FW Harris Center Suite 700 Renovation,"1325 Pennsylvania Avenue, Suite 700, Fort Worth, TX 76104",Tarrant,6/1/2025,9/30/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The Scope of this Project consists of removal and relocation of interior finishes, partitions, electrical & plumbing fixtures, as well as installation of new fixtures & finishes to Suite 700 (approximately 1,184 SF).","1,184 ft 2",Texas Health Resources,"1325 Pennsylvania Avenue, Suite 510, Fort Worth, Texas 76104",(817) 443-6123,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012840,"Parkhill (David Autry, AIA)cg","255 North Center Street, Suite 200, Arlington, Texas 76011",(817) 649-3216,
Octapharma Plasma - Grand Prairie Remodel,TABS2025012832,Grand Prairie Remodel,"2985 S State Hwy 360 Suite 102, Grand Prairie, TX 75052",Tarrant,7/1/2025,3/20/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel to an existing business to including interior selective demolition, new partitions, elec, hvac, plumbing, and finishes.","2,680 ft 2",Marvky Corp,"1411 Bending Brook, Lufkin, Texas 75904",(214) 256-7183,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012832,,,,Kevin Hawley
TFC DPS Hurst Deferred Maintenance,TABS2025012803,Texas DPS - Hurst DLO,"624 NE Loop 820, Hurst, TX 76053",Tarrant,5/1/2025,5/1/2026,"$3,700,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Interior remodel of approx. 9,929 sq ft including selective demolition and upgrades of restrooms and showers, HVAC and lighting systems, new floor, wall, and ceiling finishes. Scope also includes upgrades for TDLR accessibility compliance.","9,929 ft 2",Texas Department of Public Safety,"5805 N Lamar Blvd, Austin, Texas 78752",(817) 299-1426,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012803,Parkhill,"4222 85th St., Lubbock, Texas 79423",806473200,
MC820,TABS2025012802,"Marine Creek Building A, B, & C","Marine Creek & 820, Fort Worth, TX 76106",Tarrant,6/2/2025,3/25/2026,"$17,627,307",New Construction,"This project is privately funded, on private land for private use.",(3) Core Shell buildings on an industrial development site.,"451,057 ft 2","CREATION RE, LLC","1280 Levee Street, Dallas, Texas 75207",(480) 966-4001,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012802,LGE Design Group,"1280 Levee Street, Dallas, Texas 75207",(469) 498-0998,
Hurricane Harbor Kiosk Relocation,TABS2025012800,Hurricane Harbor,"1800 E. Lamar Blvd, Arlington, TX 76006",Tarrant,3/15/2025,5/15/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Relocation of existing kiosks, electrical and grease interceptors totaling 432SF",432 ft 2,Six Flags Over Texas,"2201 East Road To Six Flags, Arlington, Texas 76011",(707) 315-1951,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012800,Quorum Architects,"825 W. Vickery    Ste 100, Forth Worth, Texas 76104",(817) 546-6311,
OFFICES FOR VHH LAW,TABS2025012781,BANK OF AMERICA TOWER,"301 COMMERCE SUITE 2201, Fort Worth, TX 76102",Tarrant,3/24/2025,5/15/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL OF EXISTING LEASE SPACE,"13,000 ft 2",CITY CENTER MANAGEMENT CP LP; SRB CITY INVST LP; DDR/DTCC INVST; CITY INVST LP,"201 MAIN STREET SUITE 3000, FORT WORTH, Texas 76102",(817) 255-5700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012781,HALBACH DIETZ ARCHITECTS,"6913 CAMP BOWIE BLVD SUITE 149, FORT WORTH, Texas 76116",(817) 737-0725,
DFW Rehabilitation of the Solid Waste Container Facility,TABS2025012767,Solid Waste Container Facility,"2430 E Airfield Drive, Dfw Airport, TX 75261",Tarrant,5/1/2025,11/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Replacement of the building's damaged exterior panels, interior insulation, and restroom finishes and fixtures. Includes updates to fire alarm system, air conditioning in the restrooms, and site grading and concrete pad repairs.","3,250 ft 2",Dfw Airport,"3003 South Service Road, DFW Airport, Texas 75261",(972) 973-1784,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012767,Ghafari Associates LLC,"224 South Michigan Avenue, Suite 600, Chicago, Illinois 60604",(312) 984-2300,
Chipotle Crowley,TABS2025012747,Chipotle Crowley,"900 South Crowley Suite 102, Crowley, TX 76036",Tarrant,4/4/2025,7/31/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant interior and exterior alteration to an existing shell building,"6,000 ft 2",Tommy Hicks,"1 shilling place, texarkana, Texas 75503",(817) 966-9464,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012747,Apogee Architectural Partners,"16775 Addison Rd 350, Addison, Texas 75001",(972) 977-8387,Deanna Raithel
Bonds Ranch MF1,TABS2025012745,Rec Leasing,"Lot 1, Block 1 Int. of Bonds Ranch and Blue Mound Bonds Ranch and Blue Mound Rd., Fort Worth, TX 76177",Tarrant,6/2/2025,3/2/2026,"$805,000",New Construction,"This project is privately funded, on private land for private use.",Build and operate a rec leasing and amenity center for an apartment complex.,"8,859 ft 2",HPI,"3700 North Capital of Texas Highway Suite 420, Austin, Texas 78746",(512) 835-4455,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012745,Archon Corporation,"210 N. Park Blvd Suite 100, Grapevine, Texas 76051",(214) 526-0731,
McPherson Building 2,TABS2025012732,McPherson Building 2,"McPherson Blvd., Fort Worth, TX 76123",Tarrant,4/1/2025,12/31/2025,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.",New shell space with adjacent parking,"13,300 ft 2",McPherson MOB 2 Partners,"251 E Southlake Blvd., Southlake, Texas 76092",(817) 337-3433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012732,Covenant Architecture,"106 E Church St., Weatherford, Texas 76086",(817) 565-9826,
Pan American Wire Add-on,TABS2025012717,Pan American Wire Addition,"1105 East Vickery, Fort Worth, TX 76104",Tarrant,3/7/2025,5/31/2025,"$352,404",Additions to Existing Building,"This project is privately funded, on private land for private use.",Add warehouse space to our existing facility,"4,998 ft 2",Robert F Dunlap,"2301 Hemphill St, FORT WORTH, Texas 76110",(800) 426-5886,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012717,,,,
"Walmart 5312-1003 - Fort Worth, TX",TABS2025012698,Walmart #5312,"3851 Airport Fwy, Fort Worth, TX 76111",Tarrant,7/15/2025,11/4/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Install secondary CO2 & Glycol skids; Replace various coils & cases.,"205,254 ft 2",Walmart Real Estate Business Trust,"PO Box 8050 MS 0555, Bentonville, Arkansas 72712",(479) 273-4000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012698,Benchmark Group,"1805 N 2nd Street, Rogers, Arkansas 72756",(479) 636-5004,
Baird Fort Worth,TABS2025012680,550 Bailey,"550 Bailey Ave Suite 700, Fort Worth, TX 76107",Tarrant,4/14/2025,6/13/2025,"$208,065",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel of 9,491 SF in existing tenant space for existing tenant occupant. Work inlcudes mechanical, plumbing, and electrical. No strucural work.","9,491 ft 2",University of North Texas System,"1155 Union Cir #310907, Denton, Texas 76203",(682) 219-9677,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012680,OTJ Architects,"580 Water St SW, Washington DC, Washington D.C 20024",(540) 907-5594,
Walmart Store #3044 Zipline Drone Delivery,TABS2025012665,Walmart,"2900 Renaissance Square, Fort Worth, TX 76105",Tarrant,5/18/2025,7/18/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","install drone delivery system and equipment by vendor, install new foundation for drone delivery system.","5,000 ft 2",WAL MART REAL ESTATE BUSINESS TRUST,"PO BOX 8050, Bentonville, Arkansas 72716",479-371-2055,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012665,"Kimley-Horn and Associates, Inc.","10101 Reunion Place Suite 400, San Antonio, Texas 78216",210-660-2943,
Specialty Pharmacy Finish-out,TABS2025012638,JPS Medical Home Southwest Specialty Pharmacy,"5001 Mesa Springs Dr, Fort Worth, TX 76123",Tarrant,5/1/2025,12/31/2025,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project will consist of approximately 2,800 sf of renovation in an existing shell space at the Southwest Corner of the JPS Medical Home Clinic. The suit shall function as a retail specialty pharmacy.  ","2,800 ft 2",Tarrant County Hospital District DBA JPS Health Network,"1500  South Main Street,, Fort Worth, Texas 76164",817.702.4935,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012638,"SBL Architecture, Inc.","1000 Ballpark Way Suite 200 Arlington, TX 76011, Arlington,, Texas 76011",817 972 2100,
Bank of America NW Gateway Plaza Medium Scope Renovation,TABS2025012627,Bank of America NW Gateway,"3100 E. Southlake Blvd, Southlake, TX 76092",Tarrant,6/2/2025,8/12/2025,"$321,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New furniture, flooring, ADA opener, doors, additional office, paint, new ATM.","5,430 ft 2",KRG Southlake Land LLC,"30 S. Meridan St., Suite 1100, Indianapolis, Indiana 46204",(317) 577-5600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012627,ADC,"2919 Commerce Street, Dallas, Texas 75226",305-442-1188,Jenny Bright
BobaLou,TABS2025012617,BobaLou,"1054 W. Magnolia Ave, Fort Worth, TX 76104",Tarrant,3/15/2025,5/15/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out to create a tea, gelato, and panini shop","1,000 ft 2",Luis Nardini,"1054, Fort Worth, Texas 76104",(817) 521-5119,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012617,"LBL Architects, Inc","1106 W Randol Mill Rd. Suite 300, Arlington, Texas 76012",(817) 265-1510,
Randol Mill Car Wash,TABS2025012607,Randol Mill Car Wash,"6635 Randol Mill Road, Fort Worth, TX 76112",Tarrant,4/30/2025,1/30/2026,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.",New Tunnel Car Wash and associated site improvements,"4,495 ft 2",New A Malik Inc.,"6751 E. Lancaster Ave., Ste. 101,, Fort Worth, Texas 76112",(817) 457-0058,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012607,Ward Architecture PLLC,"5004 Thompson Terrace, #107, Colleyville, Texas 76034",817-281-5600,
Everman ISD- Hommel ES Reno,TABS2025012603,Hommel Elementary,"308 W Enon Ave, Everman, TX 76140",Tarrant,3/28/2024,5/29/2026,"$10,100,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation,"18,146 ft 2",Everman ISD,"308 W Enon Ave. #500, Everman, Texas 76140",(817) 568-3500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012603,Huckabee,"801 Cherry St #500, Fort Worth, Texas 76102",(800) 687-1229,
The UPS Store,TABS2025012602,Legacy at Viridian,"4040 N Collins St Suite 146, Arlington, TX 76005",Tarrant,3/15/2025,7/15/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out of new suite inside new building. Install celing, flooring, wall and floor fixtures, one ADA restroom in a suite of 1,403 SF","1,403 ft 2","Legacy at Viridian, LLC","2500 NE Green Oaks Blvd Suite 200, Arlington, Texas 76006",(817) 640-3199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012602,Lawrence Group,"319 N 4th St Suite 1000, St. Louis, Missouri 63102",(866) 680-5700,Ronny Phillips
Everman ISD- Souder ES Reno,TABS2025012599,Souder Elementary,"201 N Forest Hill Dr, Everman, TX 76140",Tarrant,3/28/2024,6/16/2026,"$10,100,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation,"12,231 ft 2",Everman ISD,"308 W Enon Ave. Everman TX 76140 #500, Everman, Texas 76140",(817) 568-3500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012599,Huckabee,"801 Cherry St #500, Fort Worth, Texas 76102",(800) 687-1229,
City of Southlake Municipal Service Center and Public Safety Training Tower,TABS2025012568,City of Southlake Municipal Service Center and Public Safety Training Tower,"1605 Brumlow Avenue,, Southlake, TX 76092",Tarrant,6/2/2025,10/9/2026,"$20,600,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New Municipal Service Center for City of Southlake Public Works Department. Administration building-2story-11,146sf Service Bay Building-14,238sf. Public Safety Tower-4Story-7,455sf. Site Improvements ","32,839 ft 2",City of Southlake,"1400 Main Street,, Southlake, Texas 76092",(817) 748-8216,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012568,"RPGA Design Group, Inc","1530 Rio Grande Ave, Fort Worth, Texas 76102",(817) 332-9477,
