project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Amenities - Zales Rock Creek,TABS2026002400,Zales Rock Creek Multi-Family,"Old Granbury Road, Fort Worth, TX 76036",Tarrant,3/1/2026,3/1/2028,"$500,000",New Construction,"This project is privately funded, on private land for private use.","3 multifamily building types, type V-A, 3 & 4-story, 301 units, w/tuck under garages.  Building Amenities: 4,671 sq. ft. (Leasing/Club/Fitness/Mail/Co-Work/Dog Spa/Restrooms) Exterior amenities: pool courtyard, 2 passive courtyards, & dog park.","4,671 ft 2",WUSF 4 Rock Creek LP,"8800 N Gainey Center Drive, Suite 345, Scottsdale, Arizona 85258",480-447-2001,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002400,JHP Architecture and Urban Design,"8340 Meadow Road, Suite 150, Dallas, Texas 75231",214-363-5687,"Zale Properties, Inc. (Robert Zale)"
SOUTHLAKE - A2 ADDED OFFICES,TABS2026002389,VARISPACE - SOUTHLAKE,"1900 W KIRKWOOD, Southlake, TX 76092",Tarrant,10/15/2025,11/30/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Add office suites to multi-tenant office space,"2,205 ft 2","VARISPACE SOUTHLAKE, LLC","3300 T KING RD, WESTLAKE, Texas 76262",(469) 391-0976,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002389,OLER SENITZ,"2175 E Stone Road, Wylie, Texas 75098",(214) 498-4161,KARI SMITH
Medical Office Shell,TABS2026002354,Medical Office Shell,"9041 Mid Cities Blvd., North Richland Hills, TX 76182",Tarrant,11/15/2025,5/1/2026,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.",Medical office shell building.,"5,315 ft 2","Convergence Capital, LLC","1303  Bellefonte LN, Colleyville, Texas 76034",(817) 966-6626,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002354,"MJ Wright & Associates, Inc.","1167 Arrowhead Ranch Blvd., Dripping Springs, Texas 78620",(817) 300-5044,
25088 - 2450 TI,TABS2026002328,25088 - 2450 TI,"2450 SW Grapevine Pkwy Suite 200, Grapevine, TX 76051",Tarrant,10/3/2025,3/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of existing office space to prep the lease area for a future tenant,"6,158 ft 2","LIT Industrial Texas, LP","2323 Victory Ave Suite 1500, Dallas, Texas 75219",214-775-7677,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002328,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,
HEB Mansfield Tortilla Room Remodel,TABS2026002308,HEB Corp#750,"1670 E Broad St, Mansfield, TX 76063",Tarrant,1/5/2026,4/27/2026,"$851,418",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of Tortilla Operation room, approximate area of 1,150 SF, remodel includes removal, relocation, and installation of equipment; installation of new doors; and finish upgrades within the Tortilla Operations Room.","1,150 ft 2","H-E-B Grocery Company, Lp","646 South Flores Street, San Antonio, Texas 78204",(956) 337-8833,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002308,RSP Architects,"600 W 6th Street, Ste 100, Fort Worth, Texas 76102",(682) 200-0340,
Texas Leather Interiors,TABS2026002293,North City,"8725 N Freeway, Fort Worth, TX 76177",Tarrant,12/1/2025,7/1/2026,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.","Approximately 10,913 sf shell building, interiors, and sitework","10,913 ft 2",Fort Worth North City LLC,"4323 N. Loop 1604 W, San Antonio, Texas 7824, San Antonio, Texas 78249",(210) 243-5902,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002293,Hodges Architects,"13642 Omega, Dallas, Texas 75244",972-387-1000,Shane Haley
21st Floor Common Areas,TABS2026002242,Burnett Plaza,"801 Cherry Street, 21st Floor, Fort Worth, TX 76102",Tarrant,11/1/2025,3/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing office space to create a new public corridor for a multi tenant floor,"1,500 ft 2","Swiss Burnett, LLC","P.O. Box 65, Stephenville, Texas 76401",817-332-6390,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002242,idGROUP Dallas,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,
Siemens Rocket,TABS2026002240,Siemens Industry & Electrical Products,"7200 Harris Legacy Drive, Fort Worth, TX 76140",Tarrant,6/1/2026,1/1/2027,"$20,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Fit-out of remaining 163,590 SF to add assembly lines, material storage, ship/receive areas, office area, additional toilet rooms, cantina, and modifications to automation lab (Phase 2).","163,590 ft 2",Siemens Manufacturing Corp,"3850 Quadrangle Blvd, Orlando, Florida 32817",732-491-7616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002240,Arup,"750 North St. Paul Street Suite 1500, Dallas, Texas 75201",214 429 3724,
BW Design Group,TABS2026002223,Burnett Plaza,"801 Cherry Street, Suite 2100, Fort Worth, TX 76102",Tarrant,11/1/2025,3/1/2026,"$980,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of existing office space,"11,742 ft 2","Swiss Burnett, LLC","P.O. Box 65, Stephenville, Texas 76401",817-332-6390,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002223,idGROUP Dallas,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,
UT Southwestern Radiation Oncology Facility,TABS2026002222,Radiation Oncology Facility at UT Southwestern Medical Center,"400 W Magnolia Avenue, Fort Worth, TX 76104",Tarrant,12/1/2025,12/1/2027,"$85,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This is a two-story radiology center. It consists of approximately 65,000 SF and two levels. Level 1 includes 5 linear accelerators, 1 MRI, 1 MR SIM, and 1 HDR. Level 2 includes 1 PET CT, 1 CT Simulator, and Administration. ","65,000 ft 2",UT Southwestern Moncrief,"400 W Magnolia Ave, Fort Worth, Texas 76104",(903)692-5065,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002222,HKS Inc.,"1227 W Magnolia Ave #200, Fort Worth, Texas 76104",817-231-7169,
Natural Gas Services,TABS2026002201,Granite Place II,"601 State Street Suite 400, Southlake, TX 76092",Tarrant,9/18/2025,12/31/2025,"$529,922",Renovation/Alteration,"This project is privately funded, on private land for private use.","Commercial office build-out from core and shell condition, 5,485 sf.","5,485 ft 2",GPI Southlake II LP,"5601 Granite Parkway Suite 800, Plano, Texas 75024",(972) 731-2356,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002201,Entos Design,"5400 LBJ Frwy Suite 125, Dallas, Texas 75240",(972) 770-2222,
Lighthouse for the Blind,TABS2026002191,Lighthouse for the Blind,"912 W Broadway Ave, Fort Worth, TX 76104",Tarrant,12/16/2025,8/28/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior remodel of offices, breakrooms, and meeting rooms for owner","9,010 ft 2",TARRANT COUNTY ASSN FOR BLIND,"912 W BROADWAY AVE, Fort Worth, Texas 76104",(817) 332-3341,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002191,"urban bobcat Architects, PC","451 S Main St Ste 200, Fort Worth, Texas 76104",(817) 602-9129,
Pilot Travel Center 434,TABS2026002129,Pilot Travel Center 434,"2400 Alliance Gateway Fwy., Fort Worth, TX 76177",Tarrant,4/1/2026,4/30/2026,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of new electric vehicle chargers and associated electrical equipment,"2,000 ft 2",Pilot Travel Centers LLC,"5508 Lonas Drive, Knoxville, Tennessee 37909",865-474-2417,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002129,,,,
Westside Village | Apartment Building One,TABS2026002085,Apartment Building One,"100 N University, Fort Worth, TX 76107",Tarrant,1/1/2026,9/30/2028,"$125,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The proposed project is a 7-story residential podium with 308 units. Parking is provided in 4-stories (2 underground and 2 above grade) totaling 716 spaces. Level 3 contains a resident amenity deck above the parking structure. The project is located ,"425,757 ft 2",FW Westside RE Investors LLC,"1722 Routh Street, Suite 830, Dallas, Texas 75201",(214) 695-4795,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002085,Corgan,"401 North Houston Street, Dallas, Texas 75202",(214) 757-1721,
Dig World Grapevine,TABS2026002084,Dig World Grapevine,"2200 W Grapevine Mills Cir, Grapevine, TX 76051, Grapevine, TX 76051",Tarrant,11/10/2025,3/31/2026,"$2,100,000",New Construction,"This project is privately funded, on private land for private use.",We are building a construction adventure theme park called Dig World on the site - digworldnation.com,"9,613 ft 2",Grapevine Mills Residual LP,"PO Box 6120, Indianapolis, Indiana 46206",(214) 686-0939,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002084,,,,Alexander Carroll
Ortho XRay,TABS2026002083,Cook Childrens Medical Center  - Dodson Specialty Clinic,"1500 Cooper Street, Fort Worth, TX 76104",Tarrant,12/10/2025,1/29/2026,"$366,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Infill shell space with XRay equipment (450 SF),450 ft 2,Cook Childrens Medical Center,"801 7th Avenue, Fort Worth, Texas 76104",(682) 885-4021,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002083,HKS Inc,"1227 W. Magnolia Suite 200, Fort Worth, Texas 76104",(682) 382-3103,
Glo Tanning,TABS2026002075,Melbourne Center,"1220-1222 Melbourne Rd, Hurst, TX 76053",Tarrant,10/15/2025,12/30/2025,"$80,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","3,000 SF Interior Renovations of an existing office space into a Tanning Salon.","3,000 ft 2",ONCO PROPERTIES LLC,"6624 Winterwood Ln, Dallas, Texas 75248",(479) 879-1309,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002075,McGregor Murphy Architecture,"310 Whitewing Lane, Murphy, Texas 75094",(817) 454-2384,
YMCA Kennedale,TABS2026002058,YMCA Kennedale,"113 W Kennedale Pkwy, Kennedale, TX 76060",Tarrant,10/1/2025,1/1/2026,"$758,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior Renovation.,"9,498 ft 2",City of Kennedale,"405 Municipal Drive, Kennedale, Texas 76060",(817) 985-2102,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002058,Grace Design Studio,"200 Bailey Ave, Suite 200, Fort Worth, Texas 76107",(817) 921-5928,Eric Tucker
"701 Highlander PT, Clinic & Office - Package 1",TABS2026002018,"701 Highlander PT, Clinic & Office","701 Highlander Blvd Suite 105, Arlington, TX 76015",Tarrant,12/1/2025,2/2/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Suite 105 renovation, TI","3,430 ft 2",AOA Orthopedic Specialists,"800 Orthopedic Way, Arlington, Texas 76015",(817) 375-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002018,VLK,"1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,
TRU Grocer Federal Credit Union,TABS2026001992,N/A,"8517 Davis Blvd, North Richland Hills, TX 76182",Tarrant,11/3/2025,2/27/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of an existing building with existing business occupancy for a credit union. Mep under this scope of work 2746 SF.,"2,746 ft 2",TruGrocer Federal Credit Union,"PO Box 8145, Boise, Idaho 83707",(208) 385-5223,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001992,Quorum Architects,"825 W Vickery Blvd, Ste 100, Fort Worth, Texas 76104",(817) 546-6311,
