project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,project_url,design_name,design_address,design_phone
West Square Phase 1,TABS2025001331,West Square Phase 1,"2636 Mistwood Drive, Fort Worth, TX 76108",Tarrant,8/1/2023,10/1/2024,"$155,713",New Construction,"This project is privately funded, on private land for private use.","New land development project, 177 residential lots. 26,480 sf","26,480 ft 2","Lennar Homes of Texas Land & Construction, LTD.","1231 Greenway Drive, Suite 800, Irving, Texas 75038",(469) 587-5200,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001331,Shield Engineering Group,"1600 West 7th Street, Ste 400, Fort Worth, Texas 76102",(817) 810-0696
Bank OZK- Colleyville,TABS2025001330,BANK OZK,"4841 Colleyville Blvd, Colleyville, TX 76034",Tarrant,12/11/2024,3/26/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel interior of Existing bank,"2,946 ft 2",Bank OZK,"18000 Cantrell Road, Little Rock, Arkansas 72223",501-978-2223,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001330,Progressive Companies,"937 E. Grand Blvd, Suite 505., DETROIT, Michigan 48202",616.361.2664
Texas Health Executive Care (392442210),TABS2025001315,Pennsylvania MOB,"1101 Pennsylvania Ave Suite 201, Fort Worth, TX 76104",Tarrant,11/1/2024,12/31/2024,"$1,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Tenant Improvement,"4,609 ft 2",Lee E. Anderson Family I Limited Partnership,"6700 Harbour Town Lane, Ft Worth, Texas 76132",817.319.1281,Ludo Zywczak,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001315,DLR Group,"2500 Pacific Avenue, Suite 1600, Dallas, Texas 75226",(214) 747-2511
Sycamore Park Phase 2,TABS2025001269,Sycamore Park,"401 Martin Luther King Jr Fwy, Fort Worth, TX 76104",Tarrant,1/1/2025,12/31/2025,"$5,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","12' wide concrete multi-use trail, 6' sidewalks, pavilions, benches, pond expansion, concrete accessible ramps, picnic tables, parking lot, port-o-potty enclosure, retaining walls, drinking fountains, interpretive signage.","2,888,900 ft 2",City of Fort Worth Texas,"4200 S. Freeway Suite 2200, Fort Worth, Texas 76115",(817) 392-5750,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001269,"TNP, Inc","5237 N. Riverside Dr. Suite 100, Fort Worth, Texas 76137",817-665-7121
TSC Lake worth Fusion,TABS2025001264,Tractor Supply Co,"3919 Telephone RD, Lake Worth, TX 76135",Tarrant,3/9/2025,4/4/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel ,"18,744 ft 2","D.P. Brody, LLC","401 Broadway, Ste 100 PMB 93786, Tacoma, Washington 98402",(253) 358-3858,Tractor Supply Co.,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001264,Onyx Creative,"25001 Emery RD, Suite 400, Cleveland, Ohio 44128",216-223-3243
A New Deli for Righteous Foods,TABS2025001258,University Center I,"1320 S. University Dr., 1st, Fort Worth, TX 76107",Tarrant,10/1/2024,1/31/2025,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A new deli in a former deli space on the first floor of a ten-story office bldg.,971 ft 2,"Hilltech Properties, Ltd","1320 S. University Dr., Ste 700, Fort Worth, Texas 76107",(817) 877-3555,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001258,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600
"Street Realty - Fort Worth, TX",TABS2025001229,Street Realty,"501 Hemphill Street, Fort Worth, TX 76104",Tarrant,11/1/2024,4/1/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of an existing 11,034 sq ft building.","11,034 ft 2",501 Hemphill LLC,"3909 Hulen Street, Suite 350, Fort Worth, Texas 76107",(817) 469-4868,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001229,Franz Architects,"7608 Benbrook Parkway, Benbrook, Texas 76126",(817) 737-9922
AP MITCHELL BUILDING,TABS2025001224,AP MITCHELL BUILDING,"120 NORTH MITCHELL RD, Mansfield, TX 76063",Tarrant,9/1/2024,8/30/2025,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.",BUILD NEW OFFICE BUILDING OF 5400 SQ FT,"5,400 ft 2","ARGAR PRO INVESTMENTS, LLC","8760 COUNTYH RD 612, MANSFIELD, Texas 76063",(817) 475-4644,SHERI BUMGARDENER,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001224,"SSB DESIGNS, INC","1301 DEBBIE LANE #102, MANSFIELD, Texas 76063",817-300-7052
East lancaster project,TABS2025001213,body shop,"3132 East Lancaster Avenue, Fort Worth, TX 76103",Tarrant,11/1/2024,12/31/2024,"$75,000",New Construction,"This project is privately funded, on private land for private use.","New foundation, new sheet metal building, and new pavement surrounding the building","1,600 ft 2",Lotos plus LLC,"3000 Custer Rd. Ste 270# 219, Plano, Texas 75075",(469) 307-2805,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001213,,,
Walmart #3274.253,TABS2025001167,Walmart #3274.253,"9101 N. Tarrant Pkwy., North Richland Hills, TX 76182",Tarrant,5/4/2025,8/27/2025,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",General Remodel,"206,913 ft 2",Walmart R. E. Business Trust,"2608 SE J Street, Bentonville, Arkansas 72716",(479) 721-1093,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001167,"SGA Design Group, P.C.","1437 S Boulder Ave Suite 550, Tulsa, Oklahoma 74119",(918) 587-8600
TCU Foster Hall - Costume Shop Renovation,TABS2025001157,TCU Foster Hall,"3100 MAIN DR, Fort Worth, TX 76129",Tarrant,10/14/2024,12/20/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior Renovation of an existing partial basement for workshop, fitting room and office use.","2,200 ft 2",Texas Christian University,"2800 S University Drive, Fort Worth, Texas 76109",(817) 257-6467,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001157,"SBL Architecture, Inc","1000 Ballpark Way Suite 200, Arlington, Texas 76001",(817) 792-2100
Viridian Village 3C,TABS2025001146,Viridian,"32*48'47.81* N, 97*04'3.55"" W, Arlington, TX 76011",Tarrant,10/1/2024,2/1/2025,"$237,560",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Sidewalk and Pedestrian Improvements.,"9,990 ft 2",Viridian Village 3C,"2201 E Lamar Blvd, Suite 115, Arlington, Texas 76006",(817) 200-6543,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001146,"Graham Associates, Inc","600 Six Flags Drive, Suite 500, Arlington, Texas 76011",817-640-8535
Lab/ Qc Department,TABS2025001104,Polycoat Products,"5111 Beechgrove, Arlington, TX 76018",Tarrant,10/1/2024,3/1/2025,"$400,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Foam Manufacturing ,"10,000 ft 2",Polycoat Products,"3001 East Pioneer Parkway, Arlington, Texas 76010",(817) 437-8007,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001104,,,
280-Banner Will Call,TABS2025001102,Mayfield 360 Industrial Bldg,"2902 Mayfield Dr, Suite 100, Grand Prairie, TX 75052",Tarrant,10/1/2024,1/1/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvements within existing shell building,735 ft 2,Clarion Partners,"1717 McKinney Ave, Suite 1900, Dallas, Texas 75202",214-775-7619,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001102,Meinhardt & Associates,"14643 Dallas Pkwy, suite 636, Dallas, Texas 75254",1-972-934-5406
Deep Dive Vintage -Arlington,TABS2025001094,CD/Park7 Alrington,"200 E. Abram Street, Suite 120, Arlington, TX 76010",Tarrant,9/17/2024,10/31/2024,"$116,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish-2891 SF,"2,891 ft 2","CD/Park7 Arlington Owner, LP","c/o Park7 Group, 461 Park Avenue South, 4th Floor, New York, New York 10016",(212) 481-1820,Lauren Ballentine,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001094,DSC Engineering,"2600 Cinnamon Cir, Ste 161, Arlington, Texas 76016",(817) 966-7388
MAREN GROVE SCHOOL,TABS2025001093,MAREN GROVE SCHOOL,"801 W SHAW STREET, Fort Worth, TX 76133",Tarrant,3/15/2025,6/15/2026,"$640,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",NEW SCHOOL SPACE IN RESIDENTIAL BUILDING,"3,200 ft 2",MAREN GROVE LLC,"5501-A Balcones Dr #302, Austin, Texas 78731",(830) 330-0762,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001093,,,
MAREN GROVE AMENITIES,TABS2025001091,MAREN GROVE AMENITY SPACES,"801 W SHAW STREET, Fort Worth, TX 70611",Tarrant,3/15/2025,6/15/2026,"$960,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",INTERIOR BUILDOUT,"6,000 ft 2",MAREN GROVE LLC,"5501-A Balcones Dr #302, Austin, Texas 78731",(830) 330-0762,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001091,,,
Ariat Footwear MiniLoad and Conveyor System Upgrades,TABS2025001065,Ariat Footwear,"15201 Blue Mound Rd, Fort Worth, TX 76131",Tarrant,6/1/2024,9/25/2025,"$6,625,806",Renovation/Alteration,"This project is privately funded, on private land for private use.","Add mini load system and racking, upgrade existing conveyor systems.","180,000 ft 2",Ariat Footwear,"15201 Blue Mound Rd, Fort Worth, Texas 76131",510.926.2262,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001065,,,
Cold Springs Asphalt Batch Plant Sustainability Renovations,TABS2025001062,Cold Springs Asphalt Barch Plant,"1901 Cold Springs Road, Fort Worth, TX 76102",Tarrant,10/1/2024,3/1/2025,"$15,000,000",New Construction,"This project is privately funded, on private land for private use.",Sustainability renovation to update old plant equipment,"5,000 ft 2",Texas Materials Group Inc.,"420 Decker Drive, Suite 200, Irving, Texas 75062",214-741-3531,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001062,HDR Engineering,"710 Hesters Crossing Road, Round Rock, Texas 78681",737-230-7318
Dallas Retail Mart,TABS2025001057,Dallas Retail Mart,"4227 E OVERTON RD  DALLAS TX 75216, Dallas, TX 76005",Tarrant,11/14/2024,9/15/2025,"$950,000",New Construction,"This project is privately funded, on private land for private use.",New construction of metal building for convivence gas station ,"6,524 ft 2",HARBINDER SINGH BRAR,"2809 ST Michael Dr, Mansfield, Texas 76063",(510) 776-0820,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001057,,,
BLET - OFFICE REMODEL,TABS2025001047,BROTHERHOOD OF LOCOMOTIVE ENGINEERS & TRAINMEN,"101 N BEVERLY ST, Crowley, TX 76036",Tarrant,11/1/2024,9/1/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","REMODEL OFFICES, FLOORING, NEW BREAK ROOM, CONFERENCE ROOM, AND KITCHEN","3,373 ft 2",BROTHERHOOD OF LOCM ENGRS ETAL,"101 N BEVERLY ST, CROWLEY, Texas 76036",(817) 426-9003,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001047,RENOVIS DESIGN LLC,"2831 W PARKER RD, PLANO, Texas 75023",(469) 669-2661
Black Sheep Coffee Grapevine,TABS2025001033,"Black Sheep Coffee, LLC","2111 Hall-Johnson Road, Grapevine, TX 76051",Tarrant,11/1/2024,12/17/2024,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",remodel of an existing fast food drive through,"2,910 ft 2",Heritage Heights TT Owner LLC,"40 Skokie Blvd Suite 610, Northbrook, Illinois 60062",(847) 574-3306,Sam Haleva,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001033,Apogee Architectural Partners,"16775 Addison Rd 350, Addison, Texas 75001",(972) 830-2213
