project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
Amazing Grace Academy,TABS2024017092,Amazing Grace Academy,"3005 Merrick St 3005 Merrick St, Fort Worth, TX 76107",Tarrant,4/25/2024,7/31/2024,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovations/alterations for day care,"3,300 ft 2",Paulette Byars,"2409 Louisiana Ave, FORT WORTH, Texas 76104",(817) 691-7474,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017092,,Kingdom Keys Construction,"1182 Explorer St. Ste. B, Duncanville, Texas 75137",214-906-7304
Texas Oncology Southwest Fort Worth Renovation,TABS2024017091,Texas Oncology Southwest Fort Worth,"6500 Harris Parkway, Fort Worth, TX 76132",Tarrant,6/3/2024,12/3/2024,"$357,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of an existing cancer center. Scope of work includes upgrades to the existing pharmacy, infusion treatment suite and offices. ","2,491 ft 2",Texas Oncology,"6500 Harris Parkway, Fort Worth, Texas 76132",(682) 216-4672,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017091,,RS&H,"4835 LBJ Freeway, Suite 700, Dallas, Texas 75244",(469) 857-7721
Proposed Food Mart Smart Shop,TABS2024017049,Proposed Food Mart Smart Shop,"9836 White Settlement Rd. at North Academy Blvd., Fort Worth, TX 76108",Tarrant,12/2/2024,9/30/2025,"$98,400",Additions to Existing Building,"This project is privately funded, on private land for private use.",Addition to Existing Building,"1,200 ft 2","Fort Worth Petroleum Ventures, LLC","6300 Richmond Ave., Suite 300, Houston, Texas 77057",(832) 276-6177,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017049,,"Interplan Architects, Inc.","19855 Greenwind Chase Dr, Houston, Texas 77094",(281) 398-2020
Wellington South City Park,TABS2024016896,City Park,"1800 Walpole Way, Fort Worth, TX 76052",Tarrant,4/15/2024,1/15/2025,"$800,000",New Construction,"This project is privately funded, on private land for private use.","Construction of new city park to include a playground, half-court basketball, open air shelter with picnic tables, trail and walks, landscaping, open play field with baseball backstop.,","365,000 ft 2",Pulte Group - Mr. KD Weaver,"9111 Cypress Waters, Suite 100, Coppell, Texas 75019",940-390-6816,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016896,,"LJA, Inc.","2150 S Central Expressway, Ste. 300, McKinney, Texas 75070",214.620.2800
The Great Geek Mediterranean Grill,TABS2024016885,The Great Geek Mediterranean Grill,"9654 Red Dirt Rd. Fort Worth TX, Fort Worth, TX 76123",Tarrant,5/1/2024,12/1/2024,"$250,000",New Construction,"This project is privately funded, on private land for private use.","Interior finish-Our 2,125 sq. ft. ","2,125 ft 2",Vanguard Funding LLC,"3000 W Memorial Rd. Suite 225, Oklahoma, Oklahoma 73120",(405) 520-1041,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016885,Cliff Bowling,Kinetic Design,"29833 Santa Margarita Parkway Suite 300, Rancho Santa Margarita, California 92688",(951) 710-6334
Hulen C Store,TABS2024016872,Hulen C Store,"7901 S Hulen St, Fort Worth, TX 76123, Fort Worth, TX 76123",Tarrant,7/1/2024,12/31/2024,"$500,000",New Construction,"This project is privately funded, on private land for private use.",CS Store & gas Station,"9,000 ft 2",Ajit Pal Singh,"7901 S Hulen St,, Fort Worth,, Texas 76123",(760) 981-2244,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016872,,,,
Townplace Suites Courtyard Grapevine,TABS2024016835,TownePlace Suites Dallas DFW Airport North/Grapevine,"2200 Bass Pro Dr, Grapevine, TX 76051",Tarrant,6/3/2024,11/4/2024,"$2,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New lobby renovation, restroom, gym & breakfast area with updated finishes in first level. Reno. shall comply ADA requirements. Minor guestroom electrical/plumbing renovations  ","10,511 ft 2",Summit Hotel Properties,"13215 Bee Cave Parkway, Austin, Texas 76051",(737) 344-0044,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016835,,"CaCo Architecture, LLC","1412 Main Street, Dallas, Texas 75202",(972) 934-7600
United Vein Grapevine,TABS2024016830,Clearview II,"1631 Lancaster Dr. Suite #220, Grapevine, TX 76051",Tarrant,6/24/2024,8/31/2024,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THIS PROJECT IS AN INTERIOR UPFIT OF AN EXISTING OFFICE/MEDICAL SPACE IN AN EXISTING BUILDING AT 1631 LANCASTER DRIVE #220 GRAPEVINE, TX 76051. THE UPFIT IS A LEVEL 2 PER THE IEBC EXISTING.","4,150 ft 2",United Vein & Vascular Center,"3810 Northdale Blvd Suite 110, Tampa, Florida 33624",813-961-1331,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016830,Susan Ford-Ahern,Little Diversified Architectural Consulting,"615 S College St Suite 1600, Charlotte, North Carolina 28202",704-561-3213
Chick fil A Keller,TABS2024016823,Chick fil A,"1002 Keller Pkwy, Keller, TX 76248",Tarrant,8/17/2024,10/26/2024,"$2,650,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","site renovation for canopies at drive-thru areas.  For building, the renovation includes the drive thru, serving and order areas only.  ","4,217 ft 2","Regency Centers, LP","8080 N Central Expressway Suite 1650, Dallas, Texas 75206",(214) 706-2500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016823,,Page Southerland Page,"1100 Louisiana St Suite 1, Houston, Texas 77002",(713) 871-8484
ITS K BBQ SHABU SHABU,TABS2024016818,ITS K BBQ SHABU SHABU,"2305 W I-20, Grand Prairie, TX 75052",Tarrant,8/1/2024,12/31/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"6,280 ft 2",NEW PORT CAPITAL PARTNERS,"353 N CLARK ST #STE. 3625, CHICAGO, Illinois 60654",(312) 724-7034,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016818,CHOM HWANG,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
XPLORE SMOKE & VAPE,TABS2024016770,XPLORE SMOKE & VAPE,"4040 N COLLINS ST #STE. 134, Arlington, TX 76005",Tarrant,8/1/2024,12/31/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH OUT ,"1,084 ft 2",LEGACY AT VIRIDIAN LLC,"2500 NE GREEN OAKS BLVD #STE. 200, ARLINGTON, Texas 76006",(817) 640-3199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016770,SHANKAR GIRI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
Omega Billiards,TABS2024016764,Omega Billiards,"7921 Boulevard 26, North Richland Hills, TX 76180",Tarrant,7/1/2024,11/29/2024,"$317,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Exterior facade and site improvements to an existing 13,483 SF building. ","13,483 ft 2","Elancams, LLC. DBA Omega Billiards","3509 Clubgate Drive, Fort Worth, Texas 76137",(682) 234-3651,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016764,,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 864-8702
TierPoint DFW Data Center Expansion,TABS2024016762,TierPoint DFW Data Center,"13701 Independence Pkwy, Fort Worth, TX 76177",Tarrant,5/1/2024,5/1/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Conversion of unoccupied office space to a high density data hall.,"203,218 ft 2","TierPoint, LLC","8324 Baymeadows Way, Jacksonville, Florida 32256",(904) 440-7167,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016762,,Merriman Anderson Architects,"300 N. Field St, Dallas, Texas 75202",(214) 347-7074
XPLORE PET MART,TABS2024016753,XPLORE PET MART,"4040 N COLLINS ST #STE. 138, Arlington, TX 76005",Tarrant,8/1/2024,12/31/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH OUT ,"2,450 ft 2",LEGACY AT VIRIDIAN LLC,"2500 NE GREEN OAKS BLVD #STE. 200, ARLINGTON, Texas 76006",(817) 640-3199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016753,SHANKAR GIRI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
XPLORE BEAUTY & SPA,TABS2024016752,XPLORE BEAUTY & SPA,"4060 N COLLINS ST #STE. 164, Arlington, TX 76005",Tarrant,8/1/2024,12/31/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION / FINISH OUT ,"1,200 ft 2",LEGACY AT VIRIDIAN LLC,"2500 NE GREEN OAKS BLVD #STE. 200, ARLINGTON, Texas 76006",(817) 640-3199,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016752,SHANKAR GIRI,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038
"Fat Burger - Fort Worth, TX",TABS2024016748,Fat Burger,"893 Lower Sonoma Ln., Fort Worth, TX 76177",Tarrant,6/1/2024,12/31/2024,"$750,000",New Construction,"This project is privately funded, on private land for private use.","Scope of work is for a new 2,402 sq ft restaurant, patio, and drive thru.","2,402 ft 2",Clearstone Partners,"4347 W Northwest Hwy Ste 130-229, Dallas, Texas 75220",(817) 564-5911,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016748,,Franz Architects,"4055 International Plaza, Suite 100, Fort Worth, Texas 76109",(817) 737-9922
"The Milkshake Factory - Grapevine, TX",TABS2024016738,Grapevine Station,"919 East Northwest Highway Suite 300, Grapevine, TX 76051",Tarrant,6/17/2024,8/26/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","First tenant improvement in single story building, including construction of non-structural partitions, ceilings, finishes and furniture/equipment and MEP improvements.","1,538 ft 2","Durness Holdings, LLC","830 Silverwood Drive, Southlake, Texas 76092",(713) 301-3334,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016738,,Interior Architects,"615 South College Street, Suite 725, Charlotte, North Carolina 28202",(704) 247-5319
Main Street Reconstruction,TABS2024016737,Main Street,"Main Street,, North Richland Hills, TX 76182",Tarrant,6/3/2024,3/31/2025,"$1,800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Reconstruction of Main Street consisting of pavement, drainage, water, & sanitary sewer improvements.","5,000 ft 2",North Richland Hills,"4301 City Point Drive,, North Richland Hills, Texas 76180",(817) 427-6000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016737,,Westwood,"11000 Frisco Street, Suite 400,, Frisco, Texas 75033",469-213-1800
Performance Food Group Guard House,TABS2024016711,35 Eagle Building G,"35 Eagle Parkway Building G, Fort Worth, TX 76177",Tarrant,5/13/2024,9/30/2024,"$185,000",New Construction,"This project is privately funded, on private land for private use.",Guard Shack near West entry of truck court,150 ft 2,Trammell Crow Company,"2100 McKinney Ave, Dallas, Texas 75201",(214) 392-2223,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016711,,Alliance Architects,"1600 N. Collins Blvd, Richardson, Texas 75080",(972) 233-0400
Lake Worth Pediatric Clinic - Cosmetic Upgrade,TABS2024016690,Cook Children's,"3900 Boat Club Road, Lake Worth, TX 76135",Tarrant,5/6/2024,7/12/2024,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The project involves the cosmetic renovation of an existing pediatric clinic.,"4,900 ft 2","Petrie Properties / Katie's Express Car Wash, LLC","6111 Lake Worth Boulevard, Lake Worth, Texas 76135",(817) 625-5001,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016690,Anne Mullins,E4H Architecture,"801 Cherry St Suite 500, Fort Worth, Texas 76102",(682) 330-7342
Wilkinson Building,TABS2024016663,Wilkinson Building,"1540 Kirkwood Blvd, Southlake, TX 76092",Tarrant,5/1/2024,8/1/2024,"$650,000",New Construction,"This project is privately funded, on private land for private use.","NEW FREESTANDING OFFICE, 3337 SQ.FT. ","3,337 ft 2",TERRY WILKINSON,"2110 CEDAR ELM TERRACE, West Lake, Texas 76262",(817) 307-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016663,MIKE RIFFEL,BLAKE ARCHITECTS,"S. WHITE CHAPEL BLVD 1202, Southlake, Texas 76092",(817) 488-9397
